"Plot Title: MM2SM"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20683999, LBL: 10 cm)","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20684001, LBL: 30 cm)","Water Content, m³/m³ (LGR S/N: 20645949, SEN S/N: 20684008, LBL: 75)"
86,09/11/21 11:00:01 AM,0.0797,0.2029,0.2550
87,09/11/21 11:30:01 AM,0.0810,0.2026,0.2550
88,09/11/21 12:00:01 PM,0.0816,0.2029,0.2550
89,09/11/21 12:30:01 PM,0.0829,0.2026,0.2553
90,09/11/21 01:00:01 PM,0.0841,0.2029,0.2553
91,09/11/21 01:30:01 PM,0.0850,0.2026,0.2553
92,09/11/21 02:00:01 PM,0.0863,0.2026,0.2553
93,09/11/21 02:30:01 PM,0.0869,0.2029,0.2553
94,09/11/21 03:00:01 PM,0.0881,0.2029,0.2553
95,09/11/21 03:30:01 PM,0.0887,0.2029,0.2550
96,09/11/21 04:00:01 PM,0.0893,0.2029,0.2553
97,09/11/21 04:30:01 PM,0.0896,0.2029,0.2553
98,09/11/21 05:00:01 PM,0.0896,0.2029,0.2553
99,09/11/21 05:30:01 PM,0.0902,0.2029,0.2550
100,09/11/21 06:00:01 PM,0.0902,0.2035,0.2550
101,09/11/21 06:30:01 PM,0.0896,0.2029,0.2546
102,09/11/21 07:00:01 PM,0.0896,0.2029,0.2546
103,09/11/21 07:30:01 PM,0.0893,0.2029,0.2546
104,09/11/21 08:00:01 PM,0.0887,0.2029,0.2546
105,09/11/21 08:30:01 PM,0.0881,0.2035,0.2546
106,09/11/21 09:00:01 PM,0.0875,0.2029,0.2546
107,09/11/21 09:30:01 PM,0.0869,0.2029,0.2546
108,09/11/21 10:00:01 PM,0.0863,0.2029,0.2542
109,09/11/21 10:30:01 PM,0.0857,0.2029,0.2546
110,09/11/21 11:00:01 PM,0.0857,0.2029,0.2542
111,09/11/21 11:30:01 PM,0.0850,0.2029,0.2542
112,09/12/21 12:00:01 AM,0.0844,0.2029,0.2542
113,09/12/21 12:30:01 AM,0.0844,0.2029,0.2546
114,09/12/21 01:00:01 AM,0.0841,0.2029,0.2542
115,09/12/21 01:30:01 AM,0.0841,0.2026,0.2542
116,09/12/21 02:00:01 AM,0.0841,0.2026,0.2542
117,09/12/21 02:30:01 AM,0.0835,0.2029,0.2542
118,09/12/21 03:00:01 AM,0.0835,0.2026,0.2542
119,09/12/21 03:30:01 AM,0.0829,0.2026,0.2542
120,09/12/21 04:00:01 AM,0.0829,0.2026,0.2542
121,09/12/21 04:30:01 AM,0.0829,0.2026,0.2542
122,09/12/21 05:00:01 AM,0.0822,0.2026,0.2542
123,09/12/21 05:30:01 AM,0.0822,0.2026,0.2542
124,09/12/21 06:00:01 AM,0.0822,0.2026,0.2542
125,09/12/21 06:30:01 AM,0.0822,0.2026,0.2542
126,09/12/21 07:00:01 AM,0.0822,0.2026,0.2542
127,09/12/21 07:30:01 AM,0.0816,0.2026,0.2542
128,09/12/21 08:00:01 AM,0.0822,0.2026,0.2546
129,09/12/21 08:30:01 AM,0.0822,0.2026,0.2546
130,09/12/21 09:00:01 AM,0.0822,0.2026,0.2546
131,09/12/21 09:30:01 AM,0.0829,0.2026,0.2546
132,09/12/21 10:00:01 AM,0.0835,0.2026,0.2550
133,09/12/21 10:30:01 AM,0.0841,0.2026,0.2550
134,09/12/21 11:00:01 AM,0.0850,0.2026,0.2550
135,09/12/21 11:30:01 AM,0.0863,0.2026,0.2550
136,09/12/21 12:00:01 PM,0.0869,0.2026,0.2550
137,09/12/21 12:30:01 PM,0.0881,0.2029,0.2550
138,09/12/21 01:00:01 PM,0.0887,0.2026,0.2550
139,09/12/21 01:30:01 PM,0.0896,0.2029,0.2550
140,09/12/21 02:00:01 PM,0.0902,0.2026,0.2550
141,09/12/21 02:30:01 PM,0.0908,0.2029,0.2550
142,09/12/21 03:00:01 PM,0.0920,0.2029,0.2550
143,09/12/21 03:30:01 PM,0.0926,0.2029,0.2550
144,09/12/21 04:00:01 PM,0.0932,0.2029,0.2553
145,09/12/21 04:30:01 PM,0.0932,0.2026,0.2553
146,09/12/21 05:00:01 PM,0.0937,0.2029,0.2550
147,09/12/21 05:30:01 PM,0.0937,0.2029,0.2550
148,09/12/21 06:00:01 PM,0.0937,0.2029,0.2550
149,09/12/21 06:30:01 PM,0.0937,0.2029,0.2546
150,09/12/21 07:00:01 PM,0.0932,0.2029,0.2546
151,09/12/21 07:30:01 PM,0.0926,0.2029,0.2546
152,09/12/21 08:00:01 PM,0.0920,0.2029,0.2546
153,09/12/21 08:30:01 PM,0.0914,0.2029,0.2546
154,09/12/21 09:00:01 PM,0.0908,0.2035,0.2546
155,09/12/21 09:30:01 PM,0.0902,0.2029,0.2546
156,09/12/21 10:00:01 PM,0.0896,0.2029,0.2546
157,09/12/21 10:30:01 PM,0.0896,0.2029,0.2546
158,09/12/21 11:00:01 PM,0.0893,0.2029,0.2546
159,09/12/21 11:30:01 PM,0.0887,0.2029,0.2546
160,09/13/21 12:00:01 AM,0.0887,0.2029,0.2546
161,09/13/21 12:30:01 AM,0.0881,0.2029,0.2542
162,09/13/21 01:00:01 AM,0.0881,0.2029,0.2542
163,09/13/21 01:30:01 AM,0.0875,0.2029,0.2542
164,09/13/21 02:00:01 AM,0.0875,0.2029,0.2542
165,09/13/21 02:30:01 AM,0.0869,0.2026,0.2542
166,09/13/21 03:00:01 AM,0.0869,0.2029,0.2542
167,09/13/21 03:30:01 AM,0.0863,0.2026,0.2542
168,09/13/21 04:00:01 AM,0.0863,0.2026,0.2542
169,09/13/21 04:30:01 AM,0.0863,0.2026,0.2542
170,09/13/21 05:00:01 AM,0.0857,0.2026,0.2542
171,09/13/21 05:30:01 AM,0.0857,0.2026,0.2542
172,09/13/21 06:00:01 AM,0.0857,0.2026,0.2542
173,09/13/21 06:30:01 AM,0.0857,0.2026,0.2542
174,09/13/21 07:00:01 AM,0.0850,0.2026,0.2542
175,09/13/21 07:30:01 AM,0.0857,0.2026,0.2542
176,09/13/21 08:00:01 AM,0.0850,0.2026,0.2546
177,09/13/21 08:30:01 AM,0.0857,0.2029,0.2546
178,09/13/21 09:00:01 AM,0.0857,0.2026,0.2546
179,09/13/21 09:30:01 AM,0.0863,0.2026,0.2546
180,09/13/21 10:00:01 AM,0.0869,0.2026,0.2546
181,09/13/21 10:30:01 AM,0.0869,0.2026,0.2550
182,09/13/21 11:00:01 AM,0.0881,0.2026,0.2550
183,09/13/21 11:30:01 AM,0.0887,0.2026,0.2550
184,09/13/21 12:00:01 PM,0.0896,0.2026,0.2550
185,09/13/21 12:30:01 PM,0.0902,0.2026,0.2550
186,09/13/21 01:00:01 PM,0.0914,0.2029,0.2550
187,09/13/21 01:30:01 PM,0.0920,0.2026,0.2550
188,09/13/21 02:00:01 PM,0.0932,0.2029,0.2550
189,09/13/21 02:30:01 PM,0.0937,0.2029,0.2550
190,09/13/21 03:00:01 PM,0.0943,0.2029,0.2550
191,09/13/21 03:30:01 PM,0.0949,0.2029,0.2550
192,09/13/21 04:00:01 PM,0.0955,0.2029,0.2550
193,09/13/21 04:30:01 PM,0.0961,0.2029,0.2550
194,09/13/21 05:00:01 PM,0.0961,0.2029,0.2550
195,09/13/21 05:30:01 PM,0.0961,0.2029,0.2550
196,09/13/21 06:00:01 PM,0.0961,0.2029,0.2550
197,09/13/21 06:30:01 PM,0.0949,0.2035,0.2546
198,09/13/21 07:00:01 PM,0.0949,0.2035,0.2546
199,09/13/21 07:30:01 PM,0.0943,0.2035,0.2546
200,09/13/21 08:00:01 PM,0.0937,0.2035,0.2546
201,09/13/21 08:30:01 PM,0.0932,0.2029,0.2546
202,09/13/21 09:00:01 PM,0.0926,0.2029,0.2546
203,09/13/21 09:30:01 PM,0.0926,0.2035,0.2542
204,09/13/21 10:00:01 PM,0.0920,0.2029,0.2542
205,09/13/21 10:30:01 PM,0.0914,0.2029,0.2542
206,09/13/21 11:00:01 PM,0.0908,0.2029,0.2542
207,09/13/21 11:30:01 PM,0.0902,0.2029,0.2546
208,09/14/21 12:00:01 AM,0.0896,0.2029,0.2542
209,09/14/21 12:30:01 AM,0.0896,0.2029,0.2542
210,09/14/21 01:00:01 AM,0.0893,0.2029,0.2542
211,09/14/21 01:30:01 AM,0.0893,0.2029,0.2542
212,09/14/21 02:00:01 AM,0.0887,0.2029,0.2546
213,09/14/21 02:30:01 AM,0.0887,0.2029,0.2542
214,09/14/21 03:00:01 AM,0.0881,0.2029,0.2542
215,09/14/21 03:30:01 AM,0.0881,0.2029,0.2542
216,09/14/21 04:00:01 AM,0.0875,0.2029,0.2542
217,09/14/21 04:30:01 AM,0.0875,0.2029,0.2542
218,09/14/21 05:00:01 AM,0.0875,0.2026,0.2542
219,09/14/21 05:30:01 AM,0.0869,0.2026,0.2542
220,09/14/21 06:00:01 AM,0.0869,0.2026,0.2542
221,09/14/21 06:30:01 AM,0.0863,0.2026,0.2542
222,09/14/21 07:00:01 AM,0.0863,0.2026,0.2542
223,09/14/21 07:30:01 AM,0.0863,0.2026,0.2542
224,09/14/21 08:00:01 AM,0.0863,0.2026,0.2546
225,09/14/21 08:30:01 AM,0.0863,0.2026,0.2546
226,09/14/21 09:00:01 AM,0.0869,0.2026,0.2546
227,09/14/21 09:30:01 AM,0.0875,0.2026,0.2546
228,09/14/21 10:00:01 AM,0.0875,0.2029,0.2546
229,09/14/21 10:30:01 AM,0.0881,0.2026,0.2546
230,09/14/21 11:00:01 AM,0.0893,0.2029,0.2546
231,09/14/21 11:30:01 AM,0.0896,0.2029,0.2550
232,09/14/21 12:00:01 PM,0.0902,0.2026,0.2550
233,09/14/21 12:30:01 PM,0.0914,0.2029,0.2550
234,09/14/21 01:00:01 PM,0.0920,0.2029,0.2550
235,09/14/21 01:30:01 PM,0.0932,0.2029,0.2550
236,09/14/21 02:00:01 PM,0.0937,0.2029,0.2550
237,09/14/21 02:30:01 PM,0.0943,0.2029,0.2550
238,09/14/21 03:00:01 PM,0.0955,0.2029,0.2550
239,09/14/21 03:30:01 PM,0.0961,0.2029,0.2550
240,09/14/21 04:00:01 PM,0.0963,0.2035,0.2550
241,09/14/21 04:30:01 PM,0.0963,0.2029,0.2550
242,09/14/21 05:00:01 PM,0.0963,0.2035,0.2550
243,09/14/21 05:30:01 PM,0.0963,0.2029,0.2550
244,09/14/21 06:00:01 PM,0.0963,0.2035,0.2550
245,09/14/21 06:30:01 PM,0.0961,0.2035,0.2546
246,09/14/21 07:00:01 PM,0.0955,0.2029,0.2546
247,09/14/21 07:30:01 PM,0.0949,0.2035,0.2546
248,09/14/21 08:00:01 PM,0.0943,0.2035,0.2546
249,09/14/21 08:30:01 PM,0.0932,0.2035,0.2546
250,09/14/21 09:00:01 PM,0.0932,0.2029,0.2546
251,09/14/21 09:30:01 PM,0.0920,0.2035,0.2546
252,09/14/21 10:00:01 PM,0.0920,0.2035,0.2546
253,09/14/21 10:30:01 PM,0.0914,0.2029,0.2546
254,09/14/21 11:00:01 PM,0.0908,0.2029,0.2542
255,09/14/21 11:30:01 PM,0.0902,0.2035,0.2542
256,09/15/21 12:00:01 AM,0.0896,0.2029,0.2546
257,09/15/21 12:30:01 AM,0.0893,0.2029,0.2546
258,09/15/21 01:00:01 AM,0.0893,0.2029,0.2542
259,09/15/21 01:30:01 AM,0.0887,0.2029,0.2546
260,09/15/21 02:00:01 AM,0.0881,0.2029,0.2542
261,09/15/21 02:30:01 AM,0.0881,0.2029,0.2542
262,09/15/21 03:00:01 AM,0.0875,0.2029,0.2542
263,09/15/21 03:30:01 AM,0.0875,0.2029,0.2542
264,09/15/21 04:00:01 AM,0.0869,0.2029,0.2542
265,09/15/21 04:30:01 AM,0.0869,0.2029,0.2542
266,09/15/21 05:00:01 AM,0.0869,0.2029,0.2542
267,09/15/21 05:30:01 AM,0.0863,0.2029,0.2542
268,09/15/21 06:00:01 AM,0.0863,0.2029,0.2542
269,09/15/21 06:30:01 AM,0.0863,0.2029,0.2542
270,09/15/21 07:00:01 AM,0.0857,0.2029,0.2542
271,09/15/21 07:30:01 AM,0.0857,0.2029,0.2542
272,09/15/21 08:00:01 AM,0.0857,0.2029,0.2542
273,09/15/21 08:30:01 AM,0.0857,0.2029,0.2546
274,09/15/21 09:00:01 AM,0.0863,0.2029,0.2546
275,09/15/21 09:30:01 AM,0.0863,0.2029,0.2546
276,09/15/21 10:00:01 AM,0.0869,0.2029,0.2546
277,09/15/21 10:30:01 AM,0.0875,0.2029,0.2550
278,09/15/21 11:00:01 AM,0.0881,0.2029,0.2550
279,09/15/21 11:30:01 AM,0.0893,0.2029,0.2550
280,09/15/21 12:00:01 PM,0.0896,0.2029,0.2553
281,09/15/21 12:30:01 PM,0.0908,0.2029,0.2550
282,09/15/21 01:00:01 PM,0.0914,0.2029,0.2550
283,09/15/21 01:30:01 PM,0.0920,0.2029,0.2550
284,09/15/21 02:00:01 PM,0.0926,0.2029,0.2550
285,09/15/21 02:30:01 PM,0.0932,0.2029,0.2550
286,09/15/21 03:00:01 PM,0.0937,0.2035,0.2550
287,09/15/21 03:30:01 PM,0.0943,0.2035,0.2550
288,09/15/21 04:00:01 PM,0.0943,0.2035,0.2550
289,09/15/21 04:30:01 PM,0.0949,0.2035,0.2550
290,09/15/21 05:00:01 PM,0.0949,0.2035,0.2550
291,09/15/21 05:30:01 PM,0.0949,0.2035,0.2546
292,09/15/21 06:00:01 PM,0.0949,0.2035,0.2550
293,09/15/21 06:30:01 PM,0.0937,0.2035,0.2546
294,09/15/21 07:00:01 PM,0.0937,0.2035,0.2546
295,09/15/21 07:30:01 PM,0.0926,0.2035,0.2546
296,09/15/21 08:00:01 PM,0.0920,0.2035,0.2546
297,09/15/21 08:30:01 PM,0.0914,0.2035,0.2546
298,09/15/21 09:00:01 PM,0.0908,0.2035,0.2546
299,09/15/21 09:30:01 PM,0.0902,0.2035,0.2546
300,09/15/21 10:00:01 PM,0.0896,0.2035,0.2546
301,09/15/21 10:30:01 PM,0.0893,0.2035,0.2546
302,09/15/21 11:00:01 PM,0.0887,0.2035,0.2546
303,09/15/21 11:30:01 PM,0.0881,0.2035,0.2546
304,09/16/21 12:00:01 AM,0.0881,0.2035,0.2546
305,09/16/21 12:30:01 AM,0.0875,0.2035,0.2546
306,09/16/21 01:00:01 AM,0.0875,0.2035,0.2546
307,09/16/21 01:30:01 AM,0.0869,0.2035,0.2546
308,09/16/21 02:00:01 AM,0.0869,0.2029,0.2542
309,09/16/21 02:30:01 AM,0.0863,0.2029,0.2546
310,09/16/21 03:00:01 AM,0.0863,0.2029,0.2542
311,09/16/21 03:30:01 AM,0.0857,0.2029,0.2542
312,09/16/21 04:00:01 AM,0.0857,0.2029,0.2542
313,09/16/21 04:30:01 AM,0.0850,0.2029,0.2542
314,09/16/21 05:00:01 AM,0.0850,0.2029,0.2542
315,09/16/21 05:30:01 AM,0.0844,0.2029,0.2542
316,09/16/21 06:00:01 AM,0.0844,0.2029,0.2542
317,09/16/21 06:30:01 AM,0.0844,0.2029,0.2542
318,09/16/21 07:00:01 AM,0.0841,0.2029,0.2542
319,09/16/21 07:30:01 AM,0.0841,0.2029,0.2542
320,09/16/21 08:00:01 AM,0.0841,0.2029,0.2542
321,09/16/21 08:30:01 AM,0.0841,0.2029,0.2546
322,09/16/21 09:00:01 AM,0.0844,0.2029,0.2546
323,09/16/21 09:30:01 AM,0.0844,0.2029,0.2546
324,09/16/21 10:00:01 AM,0.0850,0.2029,0.2546
325,09/16/21 10:30:01 AM,0.0857,0.2029,0.2550
326,09/16/21 11:00:01 AM,0.0863,0.2029,0.2546
327,09/16/21 11:30:01 AM,0.0875,0.2029,0.2550
328,09/16/21 12:00:01 PM,0.0881,0.2029,0.2550
329,09/16/21 12:30:01 PM,0.0887,0.2029,0.2546
330,09/16/21 01:00:01 PM,0.0896,0.2029,0.2550
331,09/16/21 01:30:01 PM,0.0902,0.2029,0.2550
332,09/16/21 02:00:01 PM,0.0908,0.2035,0.2550
333,09/16/21 02:30:01 PM,0.0914,0.2029,0.2550
334,09/16/21 03:00:01 PM,0.0920,0.2035,0.2550
335,09/16/21 03:30:01 PM,0.0926,0.2035,0.2550
336,09/16/21 04:00:01 PM,0.0926,0.2035,0.2546
337,09/16/21 04:30:01 PM,0.0932,0.2035,0.2546
338,09/16/21 05:00:01 PM,0.0932,0.2035,0.2550
339,09/16/21 05:30:01 PM,0.0932,0.2035,0.2550
340,09/16/21 06:00:01 PM,0.0926,0.2035,0.2546
341,09/16/21 06:30:01 PM,0.0926,0.2035,0.2546
342,09/16/21 07:00:01 PM,0.0920,0.2035,0.2546
343,09/16/21 07:30:01 PM,0.0908,0.2035,0.2546
344,09/16/21 08:00:01 PM,0.0902,0.2035,0.2546
345,09/16/21 08:30:01 PM,0.0896,0.2035,0.2546
346,09/16/21 09:00:01 PM,0.0893,0.2035,0.2546
347,09/16/21 09:30:01 PM,0.0887,0.2035,0.2546
348,09/16/21 10:00:01 PM,0.0881,0.2035,0.2542
349,09/16/21 10:30:01 PM,0.0875,0.2035,0.2542
350,09/16/21 11:00:01 PM,0.0869,0.2035,0.2542
351,09/16/21 11:30:01 PM,0.0863,0.2035,0.2542
352,09/17/21 12:00:01 AM,0.0863,0.2035,0.2542
353,09/17/21 12:30:01 AM,0.0857,0.2035,0.2542
354,09/17/21 01:00:01 AM,0.0857,0.2029,0.2542
355,09/17/21 01:30:01 AM,0.0850,0.2035,0.2542
356,09/17/21 02:00:01 AM,0.0844,0.2035,0.2542
357,09/17/21 02:30:01 AM,0.0844,0.2035,0.2542
358,09/17/21 03:00:01 AM,0.0841,0.2035,0.2542
359,09/17/21 03:30:01 AM,0.0841,0.2029,0.2542
360,09/17/21 04:00:01 AM,0.0841,0.2029,0.2542
361,09/17/21 04:30:01 AM,0.0835,0.2029,0.2542
362,09/17/21 05:00:01 AM,0.0835,0.2029,0.2546
363,09/17/21 05:30:01 AM,0.0829,0.2029,0.2542
364,09/17/21 06:00:01 AM,0.0829,0.2029,0.2542
365,09/17/21 06:30:01 AM,0.0829,0.2029,0.2542
366,09/17/21 07:00:01 AM,0.0829,0.2029,0.2546
367,09/17/21 07:30:01 AM,0.0829,0.2029,0.2542
368,09/17/21 08:00:01 AM,0.0822,0.2029,0.2546
369,09/17/21 08:30:01 AM,0.0829,0.2029,0.2546
370,09/17/21 09:00:01 AM,0.0829,0.2035,0.2546
371,09/17/21 09:30:01 AM,0.0835,0.2029,0.2546
372,09/17/21 10:00:01 AM,0.0841,0.2029,0.2546
373,09/17/21 10:30:01 AM,0.0844,0.2035,0.2546
374,09/17/21 11:00:01 AM,0.0850,0.2029,0.2550
375,09/17/21 11:30:01 AM,0.0857,0.2029,0.2550
376,09/17/21 12:00:01 PM,0.0863,0.2029,0.2550
377,09/17/21 12:30:01 PM,0.0875,0.2029,0.2550
378,09/17/21 01:00:01 PM,0.0881,0.2035,0.2550
379,09/17/21 01:30:01 PM,0.0893,0.2029,0.2550
380,09/17/21 02:00:01 PM,0.0896,0.2035,0.2550
381,09/17/21 02:30:01 PM,0.0902,0.2035,0.2550
382,09/17/21 03:00:01 PM,0.0908,0.2035,0.2550
383,09/17/21 03:30:01 PM,0.0914,0.2035,0.2550
384,09/17/21 04:00:01 PM,0.0914,0.2035,0.2550
385,09/17/21 04:30:01 PM,0.0920,0.2035,0.2550
386,09/17/21 05:00:01 PM,0.0920,0.2035,0.2550
387,09/17/21 05:30:01 PM,0.0914,0.2038,0.2546
388,09/17/21 06:00:01 PM,0.0914,0.2035,0.2546
389,09/17/21 06:30:01 PM,0.0908,0.2035,0.2546
390,09/17/21 07:00:01 PM,0.0902,0.2035,0.2546
391,09/17/21 07:30:01 PM,0.0896,0.2038,0.2546
392,09/17/21 08:00:01 PM,0.0893,0.2035,0.2546
393,09/17/21 08:30:01 PM,0.0887,0.2035,0.2546
394,09/17/21 09:00:01 PM,0.0875,0.2035,0.2546
395,09/17/21 09:30:01 PM,0.0869,0.2035,0.2546
396,09/17/21 10:00:01 PM,0.0863,0.2035,0.2546
397,09/17/21 10:30:01 PM,0.0857,0.2035,0.2546
398,09/17/21 11:00:01 PM,0.0857,0.2035,0.2546
399,09/17/21 11:30:01 PM,0.0850,0.2035,0.2542
400,09/18/21 12:00:01 AM,0.0844,0.2035,0.2542
401,09/18/21 12:30:01 AM,0.0844,0.2035,0.2542
402,09/18/21 01:00:01 AM,0.0841,0.2035,0.2542
403,09/18/21 01:30:01 AM,0.0835,0.2035,0.2542
404,09/18/21 02:00:01 AM,0.0835,0.2035,0.2542
405,09/18/21 02:30:01 AM,0.0835,0.2035,0.2542
406,09/18/21 03:00:01 AM,0.0829,0.2029,0.2542
407,09/18/21 03:30:01 AM,0.0829,0.2035,0.2542
408,09/18/21 04:00:01 AM,0.0829,0.2029,0.2542
409,09/18/21 04:30:01 AM,0.0822,0.2029,0.2542
410,09/18/21 05:00:01 AM,0.0822,0.2029,0.2542
411,09/18/21 05:30:01 AM,0.0816,0.2029,0.2542
412,09/18/21 06:00:01 AM,0.0816,0.2029,0.2542
413,09/18/21 06:30:01 AM,0.0816,0.2029,0.2542
414,09/18/21 07:00:01 AM,0.0816,0.2029,0.2542
415,09/18/21 07:30:01 AM,0.0816,0.2029,0.2542
416,09/18/21 08:00:01 AM,0.0816,0.2029,0.2542
417,09/18/21 08:30:01 AM,0.0816,0.2035,0.2546
418,09/18/21 09:00:01 AM,0.0822,0.2029,0.2546
419,09/18/21 09:30:01 AM,0.0829,0.2035,0.2546
420,09/18/21 10:00:01 AM,0.0829,0.2035,0.2546
421,09/18/21 10:30:01 AM,0.0835,0.2029,0.2546
422,09/18/21 11:00:01 AM,0.0841,0.2035,0.2546
423,09/18/21 11:30:01 AM,0.0844,0.2035,0.2546
424,09/18/21 12:00:01 PM,0.0850,0.2035,0.2546
425,09/18/21 12:30:01 PM,0.0857,0.2029,0.2546
426,09/18/21 01:00:01 PM,0.0863,0.2035,0.2550
