"Plot Title: MMSM3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20446554, SEN S/N: 20684003, LBL: MMSM3 10 cm)","Water Content, m³/m³ (LGR S/N: 20446554, SEN S/N: 20684006, LBL: MMSM3 30 cm)"
144,09/12/21 04:30:01 PM,0.1732,0.2550
145,09/12/21 05:00:01 PM,0.1728,0.2550
146,09/12/21 05:30:01 PM,0.1732,0.2550
147,09/12/21 06:00:01 PM,0.1728,0.2550
148,09/12/21 06:30:01 PM,0.1728,0.2550
149,09/12/21 07:00:01 PM,0.1728,0.2550
150,09/12/21 07:30:01 PM,0.1728,0.2550
151,09/12/21 08:00:01 PM,0.1728,0.2546
152,09/12/21 08:30:01 PM,0.1724,0.2546
153,09/12/21 09:00:01 PM,0.1728,0.2546
154,09/12/21 09:30:01 PM,0.1728,0.2546
155,09/12/21 10:00:01 PM,0.1728,0.2546
156,09/12/21 10:30:01 PM,0.1728,0.2546
157,09/12/21 11:00:01 PM,0.1724,0.2546
158,09/12/21 11:30:01 PM,0.1724,0.2546
159,09/13/21 12:00:01 AM,0.1724,0.2546
160,09/13/21 12:30:01 AM,0.1724,0.2546
161,09/13/21 01:00:01 AM,0.1724,0.2546
162,09/13/21 01:30:01 AM,0.1724,0.2546
163,09/13/21 02:00:01 AM,0.1724,0.2546
164,09/13/21 02:30:01 AM,0.1724,0.2546
165,09/13/21 03:00:01 AM,0.1724,0.2546
166,09/13/21 03:30:01 AM,0.1724,0.2546
167,09/13/21 04:00:01 AM,0.1724,0.2546
168,09/13/21 04:30:01 AM,0.1724,0.2546
169,09/13/21 05:00:01 AM,0.1724,0.2546
170,09/13/21 05:30:01 AM,0.1724,0.2546
171,09/13/21 06:00:01 AM,0.1724,0.2546
172,09/13/21 06:30:01 AM,0.1724,0.2546
173,09/13/21 07:00:01 AM,0.1724,0.2546
174,09/13/21 07:30:01 AM,0.1724,0.2546
175,09/13/21 08:00:01 AM,0.1724,0.2546
176,09/13/21 08:30:01 AM,0.1728,0.2546
177,09/13/21 09:00:01 AM,0.1728,0.2550
178,09/13/21 09:30:01 AM,0.1728,0.2550
179,09/13/21 10:00:01 AM,0.1732,0.2550
180,09/13/21 10:30:01 AM,0.1732,0.2550
181,09/13/21 11:00:01 AM,0.1738,0.2550
182,09/13/21 11:30:01 AM,0.1738,0.2550
183,09/13/21 12:00:01 PM,0.1742,0.2550
184,09/13/21 12:30:01 PM,0.1742,0.2550
185,09/13/21 01:00:01 PM,0.1742,0.2550
186,09/13/21 01:30:01 PM,0.1746,0.2550
187,09/13/21 02:00:01 PM,0.1746,0.2550
188,09/13/21 02:30:01 PM,0.1746,0.2553
189,09/13/21 03:00:01 PM,0.1752,0.2550
190,09/13/21 03:30:01 PM,0.1746,0.2550
191,09/13/21 04:00:01 PM,0.1746,0.2550
192,09/13/21 04:30:01 PM,0.1746,0.2550
193,09/13/21 05:00:01 PM,0.1746,0.2550
194,09/13/21 05:30:01 PM,0.1746,0.2550
195,09/13/21 06:00:01 PM,0.1746,0.2550
196,09/13/21 06:30:01 PM,0.1746,0.2550
197,09/13/21 07:00:01 PM,0.1746,0.2550
198,09/13/21 07:30:01 PM,0.1742,0.2550
199,09/13/21 08:00:01 PM,0.1742,0.2550
200,09/13/21 08:30:01 PM,0.1738,0.2546
201,09/13/21 09:00:01 PM,0.1738,0.2550
202,09/13/21 09:30:01 PM,0.1742,0.2546
203,09/13/21 10:00:01 PM,0.1738,0.2550
204,09/13/21 10:30:01 PM,0.1738,0.2546
205,09/13/21 11:00:01 PM,0.1738,0.2550
206,09/13/21 11:30:01 PM,0.1738,0.2550
207,09/14/21 12:00:01 AM,0.1738,0.2546
208,09/14/21 12:30:01 AM,0.1738,0.2546
209,09/14/21 01:00:01 AM,0.1738,0.2546
210,09/14/21 01:30:01 AM,0.1738,0.2546
211,09/14/21 02:00:01 AM,0.1738,0.2550
212,09/14/21 02:30:01 AM,0.1732,0.2546
213,09/14/21 03:00:01 AM,0.1738,0.2550
214,09/14/21 03:30:01 AM,0.1732,0.2546
215,09/14/21 04:00:01 AM,0.1732,0.2550
216,09/14/21 04:30:01 AM,0.1732,0.2546
217,09/14/21 05:00:01 AM,0.1732,0.2546
218,09/14/21 05:30:01 AM,0.1732,0.2546
219,09/14/21 06:00:01 AM,0.1732,0.2546
220,09/14/21 06:30:01 AM,0.1738,0.2546
221,09/14/21 07:00:01 AM,0.1732,0.2546
222,09/14/21 07:30:01 AM,0.1732,0.2546
223,09/14/21 08:00:01 AM,0.1738,0.2546
224,09/14/21 08:30:01 AM,0.1742,0.2550
225,09/14/21 09:00:01 AM,0.1738,0.2550
226,09/14/21 09:30:01 AM,0.1742,0.2550
227,09/14/21 10:00:01 AM,0.1746,0.2550
228,09/14/21 10:30:01 AM,0.1746,0.2550
229,09/14/21 11:00:01 AM,0.1746,0.2550
230,09/14/21 11:30:01 AM,0.1752,0.2550
231,09/14/21 12:00:01 PM,0.1752,0.2550
232,09/14/21 12:30:01 PM,0.1756,0.2553
233,09/14/21 01:00:01 PM,0.1756,0.2550
234,09/14/21 01:30:01 PM,0.1762,0.2553
235,09/14/21 02:00:01 PM,0.1762,0.2550
236,09/14/21 02:30:01 PM,0.1762,0.2550
237,09/14/21 03:00:01 PM,0.1762,0.2553
238,09/14/21 03:30:01 PM,0.1762,0.2550
239,09/14/21 04:00:01 PM,0.1762,0.2550
240,09/14/21 04:30:01 PM,0.1756,0.2553
241,09/14/21 05:00:01 PM,0.1756,0.2550
242,09/14/21 05:30:01 PM,0.1756,0.2550
243,09/14/21 06:00:01 PM,0.1756,0.2550
244,09/14/21 06:30:01 PM,0.1756,0.2550
245,09/14/21 07:00:01 PM,0.1756,0.2550
246,09/14/21 07:30:01 PM,0.1752,0.2550
247,09/14/21 08:00:01 PM,0.1752,0.2550
248,09/14/21 08:30:01 PM,0.1752,0.2550
249,09/14/21 09:00:01 PM,0.1752,0.2546
250,09/14/21 09:30:01 PM,0.1746,0.2550
251,09/14/21 10:00:01 PM,0.1746,0.2550
252,09/14/21 10:30:01 PM,0.1746,0.2550
253,09/14/21 11:00:01 PM,0.1746,0.2550
254,09/14/21 11:30:01 PM,0.1746,0.2546
255,09/15/21 12:00:01 AM,0.1746,0.2550
256,09/15/21 12:30:01 AM,0.1746,0.2546
257,09/15/21 01:00:01 AM,0.1742,0.2550
258,09/15/21 01:30:01 AM,0.1746,0.2550
259,09/15/21 02:00:01 AM,0.1742,0.2546
260,09/15/21 02:30:01 AM,0.1742,0.2550
261,09/15/21 03:00:01 AM,0.1742,0.2546
262,09/15/21 03:30:01 AM,0.1742,0.2546
263,09/15/21 04:00:01 AM,0.1742,0.2546
264,09/15/21 04:30:01 AM,0.1742,0.2546
265,09/15/21 05:00:01 AM,0.1742,0.2546
266,09/15/21 05:30:01 AM,0.1742,0.2546
267,09/15/21 06:00:01 AM,0.1742,0.2546
268,09/15/21 06:30:01 AM,0.1742,0.2546
269,09/15/21 07:00:01 AM,0.1742,0.2546
270,09/15/21 07:30:01 AM,0.1742,0.2546
271,09/15/21 08:00:01 AM,0.1742,0.2546
272,09/15/21 08:30:01 AM,0.1746,0.2550
273,09/15/21 09:00:01 AM,0.1746,0.2550
274,09/15/21 09:30:01 AM,0.1746,0.2550
275,09/15/21 10:00:01 AM,0.1752,0.2550
276,09/15/21 10:30:01 AM,0.1752,0.2550
277,09/15/21 11:00:01 AM,0.1752,0.2550
278,09/15/21 11:30:01 AM,0.1756,0.2550
279,09/15/21 12:00:01 PM,0.1756,0.2550
280,09/15/21 12:30:01 PM,0.1756,0.2550
281,09/15/21 01:00:01 PM,0.1762,0.2550
282,09/15/21 01:30:01 PM,0.1765,0.2550
283,09/15/21 02:00:01 PM,0.1762,0.2550
284,09/15/21 02:30:01 PM,0.1765,0.2550
285,09/15/21 03:00:01 PM,0.1765,0.2553
286,09/15/21 03:30:01 PM,0.1765,0.2550
287,09/15/21 04:00:01 PM,0.1762,0.2550
288,09/15/21 04:30:01 PM,0.1762,0.2553
289,09/15/21 05:00:01 PM,0.1762,0.2550
290,09/15/21 05:30:01 PM,0.1762,0.2550
291,09/15/21 06:00:01 PM,0.1762,0.2550
292,09/15/21 06:30:01 PM,0.1762,0.2550
293,09/15/21 07:00:01 PM,0.1756,0.2550
294,09/15/21 07:30:01 PM,0.1756,0.2550
295,09/15/21 08:00:01 PM,0.1756,0.2550
296,09/15/21 08:30:01 PM,0.1756,0.2550
297,09/15/21 09:00:01 PM,0.1756,0.2550
298,09/15/21 09:30:01 PM,0.1752,0.2550
299,09/15/21 10:00:01 PM,0.1752,0.2550
300,09/15/21 10:30:01 PM,0.1752,0.2550
301,09/15/21 11:00:01 PM,0.1752,0.2550
302,09/15/21 11:30:01 PM,0.1752,0.2550
303,09/16/21 12:00:01 AM,0.1746,0.2550
304,09/16/21 12:30:01 AM,0.1746,0.2550
305,09/16/21 01:00:01 AM,0.1746,0.2550
306,09/16/21 01:30:01 AM,0.1746,0.2550
307,09/16/21 02:00:01 AM,0.1746,0.2550
308,09/16/21 02:30:01 AM,0.1746,0.2550
309,09/16/21 03:00:01 AM,0.1746,0.2546
310,09/16/21 03:30:01 AM,0.1742,0.2546
311,09/16/21 04:00:01 AM,0.1746,0.2546
312,09/16/21 04:30:01 AM,0.1742,0.2546
313,09/16/21 05:00:01 AM,0.1742,0.2546
314,09/16/21 05:30:01 AM,0.1742,0.2546
315,09/16/21 06:00:01 AM,0.1742,0.2546
316,09/16/21 06:30:01 AM,0.1742,0.2546
317,09/16/21 07:00:01 AM,0.1742,0.2546
318,09/16/21 07:30:01 AM,0.1742,0.2546
319,09/16/21 08:00:01 AM,0.1746,0.2546
320,09/16/21 08:30:01 AM,0.1746,0.2550
321,09/16/21 09:00:01 AM,0.1746,0.2546
322,09/16/21 09:30:01 AM,0.1746,0.2550
323,09/16/21 10:00:01 AM,0.1752,0.2550
324,09/16/21 10:30:01 AM,0.1752,0.2550
325,09/16/21 11:00:01 AM,0.1752,0.2550
326,09/16/21 11:30:01 AM,0.1756,0.2550
327,09/16/21 12:00:01 PM,0.1756,0.2550
328,09/16/21 12:30:01 PM,0.1762,0.2550
329,09/16/21 01:00:01 PM,0.1762,0.2553
330,09/16/21 01:30:01 PM,0.1762,0.2550
331,09/16/21 02:00:01 PM,0.1765,0.2553
332,09/16/21 02:30:01 PM,0.1765,0.2550
333,09/16/21 03:00:01 PM,0.1765,0.2550
334,09/16/21 03:30:01 PM,0.1765,0.2550
335,09/16/21 04:00:01 PM,0.1765,0.2550
336,09/16/21 04:30:01 PM,0.1765,0.2550
337,09/16/21 05:00:01 PM,0.1762,0.2550
338,09/16/21 05:30:01 PM,0.1762,0.2550
339,09/16/21 06:00:01 PM,0.1762,0.2550
340,09/16/21 06:30:01 PM,0.1762,0.2546
341,09/16/21 07:00:01 PM,0.1762,0.2546
342,09/16/21 07:30:01 PM,0.1756,0.2546
343,09/16/21 08:00:01 PM,0.1756,0.2546
344,09/16/21 08:30:01 PM,0.1752,0.2546
345,09/16/21 09:00:01 PM,0.1752,0.2546
346,09/16/21 09:30:01 PM,0.1752,0.2546
347,09/16/21 10:00:01 PM,0.1752,0.2546
348,09/16/21 10:30:01 PM,0.1752,0.2546
349,09/16/21 11:00:01 PM,0.1752,0.2546
350,09/16/21 11:30:01 PM,0.1752,0.2550
351,09/17/21 12:00:01 AM,0.1746,0.2546
352,09/17/21 12:30:01 AM,0.1746,0.2546
353,09/17/21 01:00:01 AM,0.1746,0.2546
354,09/17/21 01:30:01 AM,0.1746,0.2546
355,09/17/21 02:00:01 AM,0.1742,0.2546
356,09/17/21 02:30:01 AM,0.1746,0.2546
357,09/17/21 03:00:01 AM,0.1742,0.2546
358,09/17/21 03:30:01 AM,0.1742,0.2546
359,09/17/21 04:00:01 AM,0.1742,0.2546
360,09/17/21 04:30:01 AM,0.1742,0.2546
361,09/17/21 05:00:01 AM,0.1742,0.2546
362,09/17/21 05:30:01 AM,0.1742,0.2546
363,09/17/21 06:00:01 AM,0.1742,0.2546
364,09/17/21 06:30:01 AM,0.1742,0.2546
365,09/17/21 07:00:01 AM,0.1742,0.2546
366,09/17/21 07:30:01 AM,0.1742,0.2546
367,09/17/21 08:00:01 AM,0.1746,0.2546
368,09/17/21 08:30:01 AM,0.1746,0.2550
369,09/17/21 09:00:01 AM,0.1746,0.2550
370,09/17/21 09:30:01 AM,0.1746,0.2550
371,09/17/21 10:00:01 AM,0.1752,0.2550
372,09/17/21 10:30:01 AM,0.1752,0.2550
373,09/17/21 11:00:01 AM,0.1756,0.2550
374,09/17/21 11:30:01 AM,0.1756,0.2550
375,09/17/21 12:00:01 PM,0.1756,0.2550
376,09/17/21 12:30:01 PM,0.1762,0.2553
377,09/17/21 01:00:01 PM,0.1762,0.2550
378,09/17/21 01:30:01 PM,0.1762,0.2550
379,09/17/21 02:00:01 PM,0.1762,0.2550
380,09/17/21 02:30:01 PM,0.1765,0.2550
381,09/17/21 03:00:01 PM,0.1765,0.2550
382,09/17/21 03:30:01 PM,0.1765,0.2550
383,09/17/21 04:00:01 PM,0.1765,0.2550
384,09/17/21 04:30:01 PM,0.1765,0.2550
385,09/17/21 05:00:01 PM,0.1762,0.2550
386,09/17/21 05:30:01 PM,0.1762,0.2550
387,09/17/21 06:00:01 PM,0.1762,0.2550
388,09/17/21 06:30:01 PM,0.1762,0.2550
389,09/17/21 07:00:01 PM,0.1756,0.2546
390,09/17/21 07:30:01 PM,0.1756,0.2550
391,09/17/21 08:00:01 PM,0.1756,0.2546
392,09/17/21 08:30:01 PM,0.1752,0.2546
393,09/17/21 09:00:01 PM,0.1752,0.2546
394,09/17/21 09:30:01 PM,0.1752,0.2546
395,09/17/21 10:00:01 PM,0.1752,0.2546
396,09/17/21 10:30:01 PM,0.1752,0.2546
397,09/17/21 11:00:01 PM,0.1746,0.2546
398,09/17/21 11:30:01 PM,0.1746,0.2546
399,09/18/21 12:00:01 AM,0.1746,0.2546
400,09/18/21 12:30:01 AM,0.1746,0.2546
401,09/18/21 01:00:01 AM,0.1746,0.2546
402,09/18/21 01:30:01 AM,0.1742,0.2546
403,09/18/21 02:00:01 AM,0.1742,0.2546
404,09/18/21 02:30:01 AM,0.1742,0.2546
405,09/18/21 03:00:01 AM,0.1742,0.2546
406,09/18/21 03:30:01 AM,0.1742,0.2546
407,09/18/21 04:00:01 AM,0.1742,0.2546
408,09/18/21 04:30:01 AM,0.1742,0.2546
409,09/18/21 05:00:01 AM,0.1742,0.2546
410,09/18/21 05:30:01 AM,0.1742,0.2546
411,09/18/21 06:00:01 AM,0.1742,0.2546
412,09/18/21 06:30:01 AM,0.1742,0.2546
413,09/18/21 07:00:01 AM,0.1742,0.2546
414,09/18/21 07:30:01 AM,0.1742,0.2546
415,09/18/21 08:00:01 AM,0.1742,0.2546
416,09/18/21 08:30:01 AM,0.1746,0.2550
417,09/18/21 09:00:01 AM,0.1746,0.2550
418,09/18/21 09:30:01 AM,0.1746,0.2550
419,09/18/21 10:00:01 AM,0.1752,0.2550
420,09/18/21 10:30:01 AM,0.1752,0.2550
421,09/18/21 11:00:01 AM,0.1752,0.2550
422,09/18/21 11:30:01 AM,0.1752,0.2550
423,09/18/21 12:00:01 PM,0.1752,0.2550
424,09/18/21 12:30:01 PM,0.1756,0.2550
425,09/18/21 01:00:01 PM,0.1756,0.2550
426,09/18/21 01:30:01 PM,0.1762,0.2550
427,09/18/21 02:00:01 PM,0.1762,0.2550
428,09/18/21 02:30:01 PM,0.1762,0.2546
429,09/18/21 03:00:01 PM,0.1756,0.2546
430,09/18/21 03:30:01 PM,0.1756,0.2546
431,09/18/21 04:00:01 PM,0.1756,0.2550
432,09/18/21 04:30:01 PM,0.1756,0.2546
433,09/18/21 05:00:01 PM,0.1756,0.2550
434,09/18/21 05:30:01 PM,0.1756,0.2550
435,09/18/21 06:00:01 PM,0.1756,0.2550
436,09/18/21 06:30:01 PM,0.1756,0.2546
437,09/18/21 07:00:01 PM,0.1756,0.2550
438,09/18/21 07:30:01 PM,0.1756,0.2550
439,09/18/21 08:00:01 PM,0.1756,0.2550
440,09/18/21 08:30:01 PM,0.1756,0.2550
441,09/18/21 09:00:01 PM,0.1756,0.2550
442,09/18/21 09:30:01 PM,0.1756,0.2546
443,09/18/21 10:00:01 PM,0.1756,0.2550
444,09/18/21 10:30:01 PM,0.1752,0.2550
445,09/18/21 11:00:01 PM,0.1752,0.2550
446,09/18/21 11:30:01 PM,0.1752,0.2546
447,09/19/21 12:00:01 AM,0.1752,0.2550
448,09/19/21 12:30:01 AM,0.1752,0.2550
449,09/19/21 01:00:01 AM,0.1752,0.2550
450,09/19/21 01:30:01 AM,0.1752,0.2550
451,09/19/21 02:00:01 AM,0.1752,0.2550
452,09/19/21 02:30:01 AM,0.1752,0.2550
453,09/19/21 03:00:01 AM,0.1752,0.2550
454,09/19/21 03:30:01 AM,0.1746,0.2546
455,09/19/21 04:00:01 AM,0.1752,0.2550
456,09/19/21 04:30:01 AM,0.1752,0.2550
457,09/19/21 05:00:01 AM,0.1752,0.2546
458,09/19/21 05:30:01 AM,0.1746,0.2546
459,09/19/21 06:00:01 AM,0.1752,0.2546
460,09/19/21 06:30:01 AM,0.1752,0.2546
461,09/19/21 07:00:01 AM,0.1752,0.2546
462,09/19/21 07:30:01 AM,0.1746,0.2546
463,09/19/21 08:00:01 AM,0.1746,0.2546
464,09/19/21 08:30:01 AM,0.1752,0.2550
465,09/19/21 09:00:01 AM,0.1752,0.2550
466,09/19/21 09:30:01 AM,0.1752,0.2546
467,09/19/21 10:00:01 AM,0.1752,0.2550
468,09/19/21 10:30:01 AM,0.1756,0.2546
469,09/19/21 11:00:01 AM,0.1756,0.2546
470,09/19/21 11:30:01 AM,0.1756,0.2546
471,09/19/21 12:00:01 PM,0.1762,0.2550
472,09/19/21 12:30:01 PM,0.1762,0.2550
473,09/19/21 01:00:01 PM,0.1762,0.2550
474,09/19/21 01:30:01 PM,0.1762,0.2550
475,09/19/21 02:00:01 PM,0.1762,0.2546
476,09/19/21 02:30:01 PM,0.1765,0.2550
477,09/19/21 03:00:01 PM,0.1765,0.2546
478,09/19/21 03:30:01 PM,0.1765,0.2546
479,09/19/21 04:00:01 PM,0.1765,0.2546
480,09/19/21 04:30:01 PM,0.1765,0.2550
481,09/19/21 05:00:01 PM,0.1762,0.2550
482,09/19/21 05:30:01 PM,0.1762,0.2546
483,09/19/21 06:00:01 PM,0.1762,0.2546
484,09/19/21 06:30:01 PM,0.1762,0.2546
485,09/19/21 07:00:01 PM,0.1756,0.2546
486,09/19/21 07:30:01 PM,0.1756,0.2546
487,09/19/21 08:00:01 PM,0.1756,0.2546
488,09/19/21 08:30:01 PM,0.1756,0.2546
489,09/19/21 09:00:01 PM,0.1756,0.2546
490,09/19/21 09:30:01 PM,0.1756,0.2546
491,09/19/21 10:00:01 PM,0.1756,0.2546
492,09/19/21 10:30:01 PM,0.1756,0.2546
493,09/19/21 11:00:01 PM,0.1756,0.2546
494,09/19/21 11:30:01 PM,0.1756,0.2546
495,09/20/21 12:00:01 AM,0.1756,0.2546
496,09/20/21 12:30:01 AM,0.1756,0.2546
497,09/20/21 01:00:01 AM,0.1756,0.2546
498,09/20/21 01:30:01 AM,0.1756,0.2546
499,09/20/21 02:00:01 AM,0.1752,0.2546
500,09/20/21 02:30:01 AM,0.1756,0.2546
501,09/20/21 03:00:01 AM,0.1756,0.2546
502,09/20/21 03:30:01 AM,0.1756,0.2546
503,09/20/21 04:00:01 AM,0.1756,0.2546
504,09/20/21 04:30:01 AM,0.1756,0.2546
505,09/20/21 05:00:01 AM,0.1756,0.2546
