"Plot Title: CM2SM"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
85,04/28/20 05:00:01 AM,0.4416,0.5074,0.4423
86,04/28/20 05:30:01 AM,0.4416,0.5074,0.4423
87,04/28/20 06:00:01 AM,0.4416,0.5074,0.4430
88,04/28/20 06:30:01 AM,0.4416,0.5074,0.4430
89,04/28/20 07:00:01 AM,0.4416,0.5074,0.4430
90,04/28/20 07:30:01 AM,0.4416,0.5081,0.4437
91,04/28/20 08:00:01 AM,0.4423,0.5081,0.4437
92,04/28/20 08:30:01 AM,0.4423,0.5081,0.4437
93,04/28/20 09:00:01 AM,0.4423,0.5081,0.4437
94,04/28/20 09:30:01 AM,0.4423,0.5074,0.4437
95,04/28/20 10:00:01 AM,0.4416,0.5081,0.4430
96,04/28/20 10:30:01 AM,0.4423,0.5091,-0.3122
97,04/28/20 11:00:01 AM,0.4423,0.5081,0.4437
98,04/28/20 11:30:01 AM,0.4423,0.5091,0.4478
99,04/28/20 12:00:01 PM,0.4423,0.5091,0.4478
100,04/28/20 12:30:01 PM,0.4430,0.5091,0.4478
101,04/28/20 01:00:01 PM,0.4430,0.5091,0.4471
102,04/28/20 01:30:01 PM,0.4423,0.5091,0.2078
103,04/28/20 02:00:01 PM,0.4423,0.5091,0.4478
104,04/28/20 02:30:01 PM,0.4430,0.5091,0.4471
105,04/28/20 03:00:01 PM,0.4430,0.4451,-0.2447
106,04/28/20 03:30:01 PM,0.4430,0.4437,-0.2404
107,04/28/20 04:00:01 PM,0.4430,0.4423,-0.2988
108,04/28/20 04:30:01 PM,0.4430,0.4408,0.4464
109,04/28/20 05:00:01 PM,0.4430,0.4394,0.4478
110,04/28/20 05:30:01 PM,0.4430,0.4387,0.4471
111,04/28/20 06:00:01 PM,0.4423,0.4380,0.4478
112,04/28/20 06:30:01 PM,0.4430,0.4380,0.4478
113,04/28/20 07:00:01 PM,0.4423,0.4380,0.4464
114,04/28/20 07:30:01 PM,0.4423,0.4373,0.4478
115,04/28/20 08:00:01 PM,0.4423,0.4373,0.4471
116,04/28/20 08:30:01 PM,0.4423,0.4373,0.4457
117,04/28/20 09:00:01 PM,0.4423,0.4373,0.0228
118,04/28/20 09:30:01 PM,0.4423,0.4373,0.4471
119,04/28/20 10:00:01 PM,0.4423,0.4373,0.4457
120,04/28/20 10:30:01 PM,0.4423,0.4373,0.4471
121,04/28/20 11:00:01 PM,0.4423,0.4373,0.4471
122,04/28/20 11:30:01 PM,0.4423,0.4373,0.4471
123,04/29/20 12:00:01 AM,0.4423,0.4373,0.4471
124,04/29/20 12:30:01 AM,0.4423,0.4373,0.4471
125,04/29/20 01:00:01 AM,0.4416,0.4373,0.4471
126,04/29/20 01:30:01 AM,0.4423,0.4373,0.4471
127,04/29/20 02:00:01 AM,0.4423,0.4373,0.4471
128,04/29/20 02:30:01 AM,0.4423,0.4373,0.4471
129,04/29/20 03:00:01 AM,0.4423,0.4380,0.4471
130,04/29/20 03:30:01 AM,0.4423,0.4380,0.4471
131,04/29/20 04:00:01 AM,0.4423,0.4373,0.4471
132,04/29/20 04:30:01 AM,0.4423,0.4380,0.4471
133,04/29/20 05:00:01 AM,0.4423,0.4373,0.4471
134,04/29/20 05:30:01 AM,0.4423,0.4380,0.4471
135,04/29/20 06:00:01 AM,0.4423,0.4380,0.4471
136,04/29/20 06:30:01 AM,0.4423,0.4380,0.4471
137,04/29/20 07:00:01 AM,0.4423,0.4380,0.4471
138,04/29/20 07:30:01 AM,0.4423,0.4373,0.4478
139,04/29/20 08:00:01 AM,0.4416,0.4380,0.4478
140,04/29/20 08:30:01 AM,0.4416,0.4380,0.4478
141,04/29/20 09:00:01 AM,0.4423,0.4380,0.4464
142,04/29/20 09:30:01 AM,0.4423,0.4387,0.4478
143,04/29/20 10:00:01 AM,0.4360,0.4387,0.4478
144,04/29/20 10:30:01 AM,0.4360,0.4394,0.4478
145,04/29/20 11:00:01 AM,0.4360,0.4380,0.4464
146,04/29/20 11:30:01 AM,0.4360,0.4380,0.4457
147,04/29/20 12:00:01 PM,0.4367,0.4373,0.4457
148,04/29/20 12:30:01 PM,0.4367,0.4310,0.4464
149,04/29/20 01:00:01 PM,0.4367,0.4243,0.4464
150,04/29/20 01:30:01 PM,0.4367,0.4107,0.4478
151,04/29/20 02:00:01 PM,0.4360,0.4036,0.4478
152,04/29/20 02:30:01 PM,0.4367,0.3787,0.4478
153,04/29/20 03:00:01 PM,0.4367,0.3722,0.4478
154,04/29/20 03:30:01 PM,0.4367,0.3683,0.4478
155,04/29/20 04:00:01 PM,0.4367,0.3632,0.4478
156,04/29/20 04:30:01 PM,0.4367,0.3594,0.4423
157,04/29/20 05:00:01 PM,0.4360,0.3557,0.4416
158,04/29/20 05:30:01 PM,0.4360,0.3537,0.4394
159,04/29/20 06:00:01 PM,0.4360,0.3526,-0.4737
160,04/29/20 06:30:01 PM,0.4360,0.3531,0.4401
161,04/29/20 07:00:01 PM,0.4360,0.3531,0.4416
162,04/29/20 07:30:01 PM,0.4380,0.3526,0.4464
163,04/29/20 08:00:01 PM,0.4387,0.3521,0.4464
164,04/29/20 08:30:01 PM,0.4387,0.3521,0.4464
165,04/29/20 09:00:01 PM,0.4387,0.3511,0.4464
166,04/29/20 09:30:01 PM,0.4380,0.3506,0.4464
167,04/29/20 10:00:01 PM,0.4387,0.3506,0.4464
168,04/29/20 10:30:01 PM,0.4387,0.3511,0.4464
169,04/29/20 11:00:01 PM,0.4387,0.3506,0.4464
170,04/29/20 11:30:01 PM,0.4387,0.3511,0.4464
171,04/30/20 12:00:01 AM,0.4387,0.3511,0.4464
172,04/30/20 12:30:01 AM,0.4380,0.3516,0.4464
173,04/30/20 01:00:01 AM,0.4387,0.3526,0.4464
174,04/30/20 01:30:01 AM,0.4387,0.3531,0.4464
175,04/30/20 02:00:01 AM,0.4387,0.3557,0.4464
176,04/30/20 02:30:01 AM,0.4387,0.3547,0.4464
177,04/30/20 03:00:01 AM,0.4380,0.3553,0.4464
178,04/30/20 03:30:01 AM,0.4380,0.3563,0.4464
179,04/30/20 04:00:01 AM,0.4387,0.3553,0.4464
180,04/30/20 04:30:01 AM,0.4387,0.3557,0.4464
181,04/30/20 05:00:01 AM,0.4387,0.3537,0.4464
182,04/30/20 05:30:01 AM,0.4387,0.3531,0.4464
183,04/30/20 06:00:01 AM,0.4387,0.3537,0.4464
184,04/30/20 06:30:01 AM,0.4387,0.3531,0.4464
185,04/30/20 07:00:01 AM,0.4387,0.3537,0.4464
186,04/30/20 07:30:01 AM,0.4387,0.3526,0.4464
187,04/30/20 08:00:01 AM,0.4387,0.3526,0.4464
188,04/30/20 08:30:01 AM,0.4394,0.3526,0.4464
189,04/30/20 09:00:01 AM,0.4387,0.3526,0.4464
190,04/30/20 09:30:01 AM,0.4387,0.3500,0.4457
191,04/30/20 10:00:01 AM,0.4387,0.3490,0.4464
192,04/30/20 10:30:01 AM,0.4394,0.3481,0.4464
193,04/30/20 11:00:01 AM,0.4387,0.3457,0.4464
194,04/30/20 11:30:01 AM,0.4387,0.3422,0.4457
195,04/30/20 12:00:01 PM,0.4387,0.3403,0.4464
196,04/30/20 12:30:01 PM,0.4387,0.3380,0.4464
197,04/30/20 01:00:01 PM,0.4387,0.3367,0.4464
198,04/30/20 01:30:01 PM,0.4387,0.3299,0.4457
199,04/30/20 02:00:01 PM,0.4387,0.3290,0.4423
200,04/30/20 02:30:01 PM,0.4387,0.3274,0.4423
201,04/30/20 03:00:01 PM,0.4380,0.3256,0.4423
202,04/30/20 03:30:01 PM,0.4387,0.3252,0.4423
203,04/30/20 04:00:01 PM,0.4387,0.3240,0.4423
204,04/30/20 04:30:01 PM,0.4394,0.3235,0.4416
205,04/30/20 05:00:01 PM,0.4387,0.3228,0.4416
206,04/30/20 05:30:01 PM,0.4387,0.3228,0.4416
207,04/30/20 06:00:01 PM,0.4387,0.3228,0.4416
208,04/30/20 06:30:01 PM,0.4387,0.3228,0.4416
209,04/30/20 07:00:01 PM,0.4387,0.3228,0.4416
210,04/30/20 07:30:01 PM,0.4387,0.3228,0.1853
211,04/30/20 08:00:01 PM,0.4387,0.3228,0.4416
212,04/30/20 08:30:01 PM,0.4387,0.3223,0.4416
213,04/30/20 09:00:01 PM,0.4387,0.3223,0.4416
214,04/30/20 09:30:01 PM,0.4380,0.3223,0.4423
215,04/30/20 10:00:01 PM,0.4387,0.3228,0.4416
216,04/30/20 10:30:01 PM,0.4387,0.3228,0.4423
217,04/30/20 11:00:01 PM,0.4387,0.3228,0.4423
218,04/30/20 11:30:01 PM,0.4380,0.3228,0.4423
219,05/01/20 12:00:01 AM,0.4387,0.3231,0.4416
220,05/01/20 12:30:01 AM,0.4387,0.3231,0.4416
221,05/01/20 01:00:01 AM,0.4387,0.3231,0.4416
222,05/01/20 01:30:01 AM,0.4387,0.3231,0.4416
223,05/01/20 02:00:01 AM,0.4380,0.3235,0.4416
224,05/01/20 02:30:01 AM,0.4387,0.3231,0.4416
225,05/01/20 03:00:01 AM,0.4380,0.3235,0.4416
226,05/01/20 03:30:01 AM,0.4367,0.3235,0.4451
227,05/01/20 04:00:01 AM,0.4367,0.3240,0.4457
228,05/01/20 04:30:01 AM,0.4360,0.3235,0.4457
229,05/01/20 05:00:01 AM,0.4367,0.3240,0.4457
230,05/01/20 05:30:01 AM,0.4367,0.3235,0.4457
231,05/01/20 06:00:01 AM,0.4360,0.3240,0.4457
232,05/01/20 06:30:01 AM,0.4367,0.3240,0.4457
233,05/01/20 07:00:01 AM,0.4367,0.3240,0.4457
234,05/01/20 07:30:01 AM,0.4367,0.3240,0.4457
235,05/01/20 08:00:01 AM,0.4367,0.3240,0.4457
236,05/01/20 08:30:01 AM,0.4367,0.3240,0.4457
237,05/01/20 09:00:01 AM,0.4367,0.3240,0.4464
238,05/01/20 09:30:01 AM,0.4373,0.3244,0.4464
239,05/01/20 10:00:01 AM,0.4373,0.3244,0.4464
240,05/01/20 10:30:01 AM,0.4373,0.3244,0.4464
241,05/01/20 11:00:01 AM,0.4373,0.3240,0.4464
242,05/01/20 11:30:01 AM,0.4373,0.3235,0.4464
243,05/01/20 12:00:01 PM,0.4373,0.3228,0.4464
244,05/01/20 12:30:01 PM,0.4373,0.3223,0.4464
245,05/01/20 01:00:01 PM,0.4373,0.3219,0.4464
246,05/01/20 01:30:01 PM,0.4373,0.3211,0.4471
247,05/01/20 02:00:01 PM,0.4380,0.3204,0.3769
248,05/01/20 02:30:01 PM,0.4380,0.3199,0.4464
249,05/01/20 03:00:01 PM,0.4380,0.3192,0.4451
250,05/01/20 03:30:01 PM,0.4380,0.3187,-0.4737
251,05/01/20 04:00:01 PM,0.4387,0.3178,0.4471
252,05/01/20 04:30:01 PM,0.4387,0.3175,0.4464
253,05/01/20 05:00:01 PM,0.4387,0.3175,0.3865
254,05/01/20 05:30:01 PM,0.4387,0.3171,-0.1495
255,05/01/20 06:00:01 PM,0.4387,0.3171,-0.1389
256,05/01/20 06:30:01 PM,0.4387,0.3171,0.4464
257,05/01/20 07:00:01 PM,0.4387,0.3171,-0.1012
258,05/01/20 07:30:01 PM,0.4380,0.3168,0.4464
259,05/01/20 08:00:01 PM,0.4387,0.3168,0.4464
260,05/01/20 08:30:01 PM,0.4380,0.3168,0.4464
261,05/01/20 09:00:01 PM,0.4380,0.3168,0.4464
262,05/01/20 09:30:01 PM,0.4387,0.3168,0.4464
263,05/01/20 10:00:01 PM,0.4387,0.3168,0.4464
264,05/01/20 10:30:01 PM,0.4387,0.3168,0.4464
265,05/01/20 11:00:01 PM,0.4380,0.3171,0.4464
266,05/01/20 11:30:01 PM,0.4387,0.3171,0.4464
267,05/02/20 12:00:01 AM,0.4380,0.3175,0.4457
268,05/02/20 12:30:01 AM,0.4387,0.3175,0.4464
269,05/02/20 01:00:01 AM,0.4387,0.3178,0.4457
270,05/02/20 01:30:01 AM,0.4387,0.3178,0.4457
271,05/02/20 02:00:01 AM,0.4373,0.3183,0.4457
272,05/02/20 02:30:01 AM,0.4373,0.3187,0.4457
273,05/02/20 03:00:01 AM,0.4373,0.3187,0.4464
274,05/02/20 03:30:01 AM,0.4380,0.3187,0.4464
275,05/02/20 04:00:01 AM,0.4380,0.3187,0.4464
276,05/02/20 04:30:01 AM,0.4380,0.3192,0.4464
277,05/02/20 05:00:01 AM,0.4380,0.3192,0.4444
278,05/02/20 05:30:01 AM,0.4380,0.3192,0.4437
279,05/02/20 06:00:01 AM,0.4380,0.3192,0.4437
280,05/02/20 06:30:01 AM,0.4380,0.3195,0.4437
281,05/02/20 07:00:01 AM,0.4380,0.3195,0.4437
282,05/02/20 07:30:01 AM,0.4380,0.3195,0.4437
283,05/02/20 08:00:01 AM,0.4380,0.3199,0.4444
284,05/02/20 08:30:01 AM,0.4387,0.3199,0.4437
285,05/02/20 09:00:01 AM,0.4387,0.3204,0.4444
286,05/02/20 09:30:01 AM,0.4387,0.3204,0.4444
287,05/02/20 10:00:01 AM,0.4387,0.3199,0.4444
288,05/02/20 10:30:01 AM,0.4387,0.3199,0.4444
289,05/02/20 11:00:01 AM,0.4394,0.3199,0.4444
290,05/02/20 11:30:01 AM,0.4387,0.3195,0.4444
291,05/02/20 12:00:01 PM,0.4346,0.3195,0.4478
292,05/02/20 12:30:01 PM,0.4346,0.3192,0.4478
293,05/02/20 01:00:01 PM,0.4346,0.3187,0.4486
294,05/02/20 01:30:01 PM,0.4346,0.3183,0.4478
295,05/02/20 02:00:01 PM,0.4353,0.3168,0.4478
296,05/02/20 02:30:01 PM,0.4353,0.3160,0.4478
297,05/02/20 03:00:01 PM,0.4360,0.3160,0.4478
298,05/02/20 03:30:01 PM,0.4360,0.3156,0.4478
299,05/02/20 04:00:01 PM,0.4360,0.3151,0.4478
300,05/02/20 04:30:01 PM,0.4353,0.3151,0.4478
301,05/02/20 05:00:01 PM,0.4360,0.3148,0.4478
302,05/02/20 05:30:01 PM,0.4360,0.3148,0.4478
303,05/02/20 06:00:01 PM,0.4360,0.3144,0.4478
304,05/02/20 06:30:01 PM,0.4360,0.3144,0.4478
305,05/02/20 07:00:01 PM,0.4360,0.3140,0.4478
306,05/02/20 07:30:01 PM,0.4367,0.3140,0.4478
307,05/02/20 08:00:01 PM,0.4367,0.3136,0.4478
308,05/02/20 08:30:01 PM,0.4367,0.3140,0.4478
309,05/02/20 09:00:01 PM,0.4367,0.3144,0.4478
310,05/02/20 09:30:01 PM,0.4367,0.3148,0.4478
311,05/02/20 10:00:01 PM,0.4367,0.3148,0.4478
312,05/02/20 10:30:01 PM,0.4367,0.3144,0.4478
313,05/02/20 11:00:01 PM,0.4367,0.3148,0.4478
314,05/02/20 11:30:01 PM,0.4367,0.3148,0.4478
315,05/03/20 12:00:01 AM,0.4373,0.3148,0.4478
316,05/03/20 12:30:01 AM,0.4373,0.3148,0.4478
317,05/03/20 01:00:01 AM,0.4367,0.3160,0.4478
318,05/03/20 01:30:01 AM,0.4373,0.3207,0.4478
319,05/03/20 02:00:01 AM,0.4373,0.3231,0.4478
320,05/03/20 02:30:01 AM,0.4373,0.3228,0.4486
321,05/03/20 03:00:01 AM,0.4367,0.3211,0.4478
322,05/03/20 03:30:01 AM,0.4373,0.3199,0.4478
323,05/03/20 04:00:01 AM,0.4373,0.3192,0.4478
324,05/03/20 04:30:01 AM,0.4373,0.3183,0.4478
325,05/03/20 05:00:01 AM,0.4373,0.3178,0.4478
326,05/03/20 05:30:01 AM,0.4373,0.3178,0.4478
327,05/03/20 06:00:01 AM,0.4373,0.3178,0.4478
328,05/03/20 06:30:01 AM,0.4380,0.3178,0.4478
329,05/03/20 07:00:01 AM,0.4373,0.3178,0.4478
330,05/03/20 07:30:01 AM,0.4373,0.3178,0.4478
331,05/03/20 08:00:01 AM,0.4380,0.3178,0.4478
332,05/03/20 08:30:01 AM,0.4380,0.3178,0.4478
333,05/03/20 09:00:01 AM,0.4387,0.3178,0.4478
334,05/03/20 09:30:01 AM,0.4387,0.3178,0.4478
335,05/03/20 10:00:01 AM,0.4387,0.3178,0.4478
336,05/03/20 10:30:01 AM,0.4387,0.3178,0.4486
337,05/03/20 11:00:01 AM,0.4394,0.3175,0.4478
338,05/03/20 11:30:01 AM,0.4394,0.3171,0.4486
339,05/03/20 12:00:01 PM,0.4394,0.3168,0.4478
340,05/03/20 12:30:01 PM,0.4394,0.3160,0.4486
341,05/03/20 01:00:01 PM,0.4394,0.3156,0.4486
342,05/03/20 01:30:01 PM,0.4394,0.3148,0.4486
343,05/03/20 02:00:01 PM,0.4394,0.3144,0.4486
344,05/03/20 02:30:01 PM,0.4394,0.3140,0.4486
345,05/03/20 03:00:01 PM,0.4394,0.3133,0.4486
346,05/03/20 03:30:01 PM,0.4394,0.3128,0.4486
347,05/03/20 04:00:01 PM,0.4394,0.3125,0.4486
348,05/03/20 04:30:01 PM,0.4401,0.3128,0.4486
349,05/03/20 05:00:01 PM,0.4401,0.3125,0.4486
350,05/03/20 05:30:01 PM,0.4401,0.3121,0.4478
351,05/03/20 06:00:01 PM,0.4401,0.3121,0.4486
352,05/03/20 06:30:01 PM,0.4401,0.3118,0.4486
353,05/03/20 07:00:01 PM,0.4401,0.3121,0.4486
354,05/03/20 07:30:01 PM,0.4401,0.3118,0.4486
355,05/03/20 08:00:01 PM,0.4408,0.3118,0.4478
356,05/03/20 08:30:01 PM,0.4401,0.3118,0.4478
357,05/03/20 09:00:01 PM,0.4408,0.3118,0.4478
358,05/03/20 09:30:01 PM,0.4408,0.3121,0.4478
359,05/03/20 10:00:01 PM,0.4401,0.3121,0.4478
360,05/03/20 10:30:01 PM,0.4408,0.3121,0.4478
361,05/03/20 11:00:01 PM,0.4408,0.3125,0.4478
362,05/03/20 11:30:01 PM,0.4408,0.3125,0.4478
363,05/04/20 12:00:01 AM,0.4408,0.3125,0.4478
364,05/04/20 12:30:01 AM,0.4408,0.3125,0.4478
365,05/04/20 01:00:01 AM,0.4408,0.3133,0.4478
366,05/04/20 01:30:01 AM,0.4408,0.3133,0.4478
367,05/04/20 02:00:01 AM,0.4408,0.3136,0.4478
368,05/04/20 02:30:01 AM,0.4408,0.3140,0.4478
369,05/04/20 03:00:01 AM,0.4408,0.3140,0.4478
370,05/04/20 03:30:01 AM,0.4408,0.3144,0.4478
371,05/04/20 04:00:01 AM,0.4416,0.3144,0.4478
372,05/04/20 04:30:01 AM,0.4408,0.3144,0.4478
373,05/04/20 05:00:01 AM,0.4408,0.3148,0.4478
374,05/04/20 05:30:01 AM,0.4408,0.3148,0.4471
375,05/04/20 06:00:01 AM,0.4416,0.3148,0.4471
376,05/04/20 06:30:01 AM,0.4416,0.3148,0.4471
377,05/04/20 07:00:01 AM,0.4416,0.3148,0.4478
378,05/04/20 07:30:01 AM,0.4416,0.3148,0.4478
379,05/04/20 08:00:01 AM,0.4416,0.3151,0.4486
380,05/04/20 08:30:01 AM,0.4416,0.3151,0.4478
381,05/04/20 09:00:01 AM,0.4423,0.3156,0.4478
382,05/04/20 09:30:01 AM,0.4423,0.3156,0.4486
383,05/04/20 10:00:01 AM,0.4423,0.3156,0.4486
384,05/04/20 10:30:01 AM,0.4430,0.3156,0.4486
385,05/04/20 11:00:01 AM,0.4430,0.3151,0.4486
386,05/04/20 11:30:01 AM,0.4430,0.3148,0.4486
387,05/04/20 12:00:01 PM,0.4430,0.3148,0.4486
388,05/04/20 12:30:01 PM,0.4430,0.3144,0.4486
389,05/04/20 01:00:01 PM,0.4437,0.3140,0.4486
390,05/04/20 01:30:01 PM,0.4437,0.3136,0.4486
391,05/04/20 02:00:01 PM,0.4437,0.3128,0.4493
392,05/04/20 02:30:01 PM,0.4437,0.3125,0.4493
393,05/04/20 03:00:01 PM,0.4444,0.3118,0.4493
394,05/04/20 03:30:01 PM,0.4437,0.3113,0.4471
395,05/04/20 04:00:01 PM,0.4444,0.3102,0.4486
396,05/04/20 04:30:01 PM,0.4444,0.3098,0.4486
397,05/04/20 05:00:01 PM,0.4451,0.3095,0.4486
398,05/04/20 05:30:01 PM,0.4444,0.3092,0.4486
399,05/04/20 06:00:01 PM,0.4444,0.3087,0.4486
400,05/04/20 06:30:01 PM,0.4444,0.3087,0.4486
401,05/04/20 07:00:01 PM,0.4444,0.3084,0.4486
402,05/04/20 07:30:01 PM,0.4444,0.3087,0.4486
403,05/04/20 08:00:01 PM,0.4444,0.3084,0.4486
404,05/04/20 08:30:01 PM,0.4444,0.3084,0.4486
405,05/04/20 09:00:01 PM,0.4444,0.3084,0.4486
406,05/04/20 09:30:01 PM,0.4444,0.3084,0.4486
407,05/04/20 10:00:01 PM,0.4444,0.3084,0.4486
408,05/04/20 10:30:01 PM,0.4451,0.3084,0.4486
409,05/04/20 11:00:01 PM,0.4451,0.3084,0.4486
410,05/04/20 11:30:01 PM,0.4451,0.3087,0.4478
411,05/05/20 12:00:01 AM,0.4451,0.3092,0.4478
412,05/05/20 12:30:01 AM,0.4444,0.3092,0.4478
413,05/05/20 01:00:01 AM,0.4444,0.3095,0.4486
414,05/05/20 01:30:01 AM,0.4451,0.3098,0.4486
415,05/05/20 02:00:01 AM,0.4451,0.3098,0.4486
416,05/05/20 02:30:01 AM,0.4444,0.3102,0.4464
417,05/05/20 03:00:01 AM,0.4444,0.3106,0.4464
418,05/05/20 03:30:01 AM,0.4444,0.3106,0.4464
419,05/05/20 04:00:01 AM,0.4444,0.3106,0.4464
420,05/05/20 04:30:01 AM,0.4444,0.3110,0.4464
421,05/05/20 05:00:01 AM,0.4444,0.3110,0.4464
422,05/05/20 05:30:01 AM,0.4444,0.3113,0.4464
423,05/05/20 06:00:01 AM,0.4437,0.3113,0.4464
424,05/05/20 06:30:01 AM,0.4451,0.3113,0.4464
425,05/05/20 07:00:01 AM,0.4444,0.3118,0.4486
426,05/05/20 07:30:01 AM,0.4444,0.3118,0.4486
