"Plot Title: CM1SM"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20541051, SEN S/N: 20538929, LBL: 1 meter)","Water Content, m³/m³ (LGR S/N: 20541051, SEN S/N: 20538930, LBL: 30 cm)","Water Content, m³/m³ (LGR S/N: 20541051, SEN S/N: 20538931, LBL: 10 cm)"
220,07/15/19 07:30:01 AM,-0.1708,0.3746,0.3526
221,07/15/19 08:00:01 AM,-0.1685,0.3746,0.3531
222,07/15/19 08:30:01 AM,-0.1685,0.3746,0.3537
223,07/15/19 09:00:01 AM,-0.1639,0.3740,0.3537
224,07/15/19 09:30:01 AM,-0.1662,0.3746,0.3531
225,07/15/19 10:00:01 AM,-0.1594,0.3746,0.3531
226,07/15/19 10:30:01 AM,-0.1549,0.3746,0.3531
227,07/15/19 11:00:01 AM,-0.1549,0.3740,0.3526
228,07/15/19 11:30:01 AM,-0.1528,0.3746,0.3526
229,07/15/19 12:00:01 PM,-0.1495,0.3746,0.3516
230,07/15/19 12:30:01 PM,-0.1538,0.3746,0.3511
231,07/15/19 01:00:01 PM,-0.1538,0.3746,0.3506
232,07/15/19 01:30:01 PM,-0.1538,0.3746,0.3506
233,07/15/19 02:00:01 PM,-0.1538,0.3746,0.3500
234,07/15/19 02:30:01 PM,-0.1549,0.3746,0.3496
235,07/15/19 03:00:01 PM,-0.1561,0.3740,0.3490
236,07/15/19 03:30:01 PM,-0.1561,0.3740,0.3481
237,07/15/19 04:00:01 PM,-0.1594,0.3740,0.3481
238,07/15/19 04:30:01 PM,-0.1605,0.3734,0.3481
239,07/15/19 05:00:01 PM,-0.1605,0.3734,0.3476
240,07/15/19 05:30:01 PM,-0.1628,0.3734,0.3476
241,07/15/19 06:00:01 PM,-0.1639,0.3734,0.3476
242,07/15/19 06:30:01 PM,-0.1685,0.3734,0.3471
243,07/15/19 07:00:01 PM,-0.1696,0.3729,0.3471
244,07/15/19 07:30:01 PM,-0.1708,0.3722,0.3471
245,07/15/19 08:00:01 PM,-0.1708,0.3729,0.3466
246,07/15/19 08:30:01 PM,-0.1731,0.3722,0.3466
247,07/15/19 09:00:01 PM,-0.1743,0.3729,0.3471
248,07/15/19 09:30:01 PM,-0.1755,0.3722,0.3466
249,07/15/19 10:00:01 PM,-0.1778,0.3729,0.3471
250,07/15/19 10:30:01 PM,-0.1778,0.3722,0.3466
251,07/15/19 11:00:01 PM,-0.1778,0.3722,0.3466
252,07/15/19 11:30:01 PM,-0.1790,0.3722,0.3466
253,07/16/19 12:00:01 AM,-0.1790,0.3722,0.3466
254,07/16/19 12:30:01 AM,-0.1790,0.3722,0.3466
255,07/16/19 01:00:01 AM,-0.1790,0.3722,0.3466
256,07/16/19 01:30:01 AM,-0.1802,0.3716,0.3461
257,07/16/19 02:00:01 AM,-0.1802,0.3716,0.3461
258,07/16/19 02:30:01 AM,-0.1790,0.3716,0.3461
259,07/16/19 03:00:01 AM,-0.1790,0.3716,0.3461
260,07/16/19 03:30:01 AM,-0.1790,0.3716,0.3466
261,07/16/19 04:00:01 AM,-0.1790,0.3711,0.3466
262,07/16/19 04:30:01 AM,-0.1790,0.3716,0.3466
263,07/16/19 05:00:01 AM,-0.1778,0.3722,0.3471
264,07/16/19 05:30:01 AM,-0.1778,0.3716,0.3466
265,07/16/19 06:00:01 AM,-0.1755,0.3716,0.3466
266,07/16/19 06:30:01 AM,-0.1743,0.3716,0.3471
267,07/16/19 07:00:01 AM,-0.1731,0.3716,0.3471
268,07/16/19 07:30:01 AM,-0.1719,0.3716,0.3471
269,07/16/19 08:00:01 AM,-0.1708,0.3716,0.3466
270,07/16/19 08:30:01 AM,-0.1708,0.3711,0.3466
271,07/16/19 09:00:01 AM,-0.1650,0.3716,0.3471
272,07/16/19 09:30:01 AM,-0.1685,0.3716,0.3471
273,07/16/19 10:00:01 AM,-0.1639,0.3716,0.3471
274,07/16/19 10:30:01 AM,-0.1572,0.3716,0.3471
275,07/16/19 11:00:01 AM,-0.1572,0.3716,0.3466
276,07/16/19 11:30:01 AM,-0.1549,0.3711,0.3461
277,07/16/19 12:00:01 PM,-0.1549,0.3705,0.3457
278,07/16/19 12:30:01 PM,-0.1549,0.3711,0.3451
279,07/16/19 01:00:01 PM,-0.1594,0.3705,0.3447
280,07/16/19 01:30:01 PM,-0.1594,0.3711,0.3441
281,07/16/19 02:00:01 PM,-0.1572,0.3711,0.3437
282,07/16/19 02:30:01 PM,-0.1561,0.3705,0.3427
283,07/16/19 03:00:01 PM,-0.1594,0.3705,0.3427
284,07/16/19 03:30:01 PM,-0.1605,0.3705,0.3427
285,07/16/19 04:00:01 PM,-0.1616,0.3699,0.3422
286,07/16/19 04:30:01 PM,-0.1616,0.3705,0.3418
287,07/16/19 05:00:01 PM,-0.1628,0.3705,0.3418
288,07/16/19 05:30:01 PM,-0.1628,0.3705,0.3418
289,07/16/19 06:00:01 PM,-0.1662,0.3699,0.3418
290,07/16/19 06:30:01 PM,-0.1685,0.3699,0.3412
291,07/16/19 07:00:01 PM,-0.1708,0.3694,0.3412
292,07/16/19 07:30:01 PM,-0.1719,0.3699,0.3412
293,07/16/19 08:00:01 PM,-0.1731,0.3694,0.3412
294,07/16/19 08:30:01 PM,-0.1743,0.3688,0.3408
295,07/16/19 09:00:01 PM,-0.1778,0.3688,0.3412
296,07/16/19 09:30:01 PM,-0.1778,0.3694,0.3408
297,07/16/19 10:00:01 PM,-0.1778,0.3694,0.3408
298,07/16/19 10:30:01 PM,-0.1790,0.3694,0.3408
299,07/16/19 11:00:01 PM,-0.1790,0.3688,0.3408
300,07/16/19 11:30:01 PM,-0.1802,0.3694,0.3412
301,07/17/19 12:00:01 AM,-0.1802,0.3694,0.3412
302,07/17/19 12:30:01 AM,-0.1802,0.3688,0.3408
303,07/17/19 01:00:01 AM,-0.1802,0.3694,0.3408
304,07/17/19 01:30:01 AM,-0.1802,0.3688,0.3403
305,07/17/19 02:00:01 AM,-0.1802,0.3683,0.3408
306,07/17/19 02:30:01 AM,-0.1802,0.3688,0.3403
307,07/17/19 03:00:01 AM,-0.1802,0.3688,0.3408
308,07/17/19 03:30:01 AM,-0.1790,0.3688,0.3403
309,07/17/19 04:00:01 AM,-0.1802,0.3688,0.3403
310,07/17/19 04:30:01 AM,-0.1790,0.3688,0.3408
311,07/17/19 05:00:01 AM,-0.1778,0.3688,0.3403
312,07/17/19 05:30:01 AM,-0.1755,0.3688,0.3408
313,07/17/19 06:00:01 AM,-0.1743,0.3683,0.3408
314,07/17/19 06:30:01 AM,-0.1719,0.3688,0.3408
315,07/17/19 07:00:01 AM,-0.1719,0.3688,0.3408
316,07/17/19 07:30:01 AM,-0.1719,0.3683,0.3408
317,07/17/19 08:00:01 AM,-0.1696,0.3688,0.3412
318,07/17/19 08:30:01 AM,-0.1662,0.3683,0.3412
319,07/17/19 09:00:01 AM,-0.1696,0.3683,0.3412
320,07/17/19 09:30:01 AM,-0.1719,0.3688,0.3412
321,07/17/19 10:00:01 AM,-0.1639,0.3688,0.3412
322,07/17/19 10:30:01 AM,-0.1616,0.3683,0.3408
323,07/17/19 11:00:01 AM,-0.1594,0.3677,0.3403
324,07/17/19 11:30:01 AM,-0.1549,0.3677,0.3403
325,07/17/19 12:00:01 PM,-0.1549,0.3683,0.3393
326,07/17/19 12:30:01 PM,-0.1561,0.3677,0.3389
327,07/17/19 01:00:01 PM,-0.1561,0.3677,0.3384
328,07/17/19 01:30:01 PM,-0.1594,0.3677,0.3380
329,07/17/19 02:00:01 PM,-0.1594,0.3671,0.3371
330,07/17/19 02:30:01 PM,-0.1605,0.3671,0.3371
331,07/17/19 03:00:01 PM,-0.1605,0.3671,0.3367
332,07/17/19 03:30:01 PM,-0.1616,0.3671,0.3361
333,07/17/19 04:00:01 PM,-0.1616,0.3671,0.3361
334,07/17/19 04:30:01 PM,-0.1616,0.3666,0.3357
335,07/17/19 05:00:01 PM,-0.1650,0.3666,0.3352
336,07/17/19 05:30:01 PM,-0.1662,0.3666,0.3348
337,07/17/19 06:00:01 PM,-0.1662,0.3666,0.3348
338,07/17/19 06:30:01 PM,-0.1708,0.3666,0.3348
339,07/17/19 07:00:01 PM,-0.1731,0.3666,0.3343
340,07/17/19 07:30:01 PM,-0.1743,0.3660,0.3348
341,07/17/19 08:00:01 PM,-0.1755,0.3660,0.3348
342,07/17/19 08:30:01 PM,-0.1778,0.3655,0.3343
343,07/17/19 09:00:01 PM,-0.1778,0.3660,0.3343
344,07/17/19 09:30:01 PM,-0.1802,0.3660,0.3343
345,07/17/19 10:00:01 PM,-0.1802,0.3655,0.3343
346,07/17/19 10:30:01 PM,-0.1802,0.3655,0.3343
347,07/17/19 11:00:01 PM,-0.1814,0.3655,0.3343
348,07/17/19 11:30:01 PM,-0.1814,0.3655,0.3339
349,07/18/19 12:00:01 AM,-0.1814,0.3655,0.3343
350,07/18/19 12:30:01 AM,-0.1814,0.3655,0.3343
351,07/18/19 01:00:01 AM,-0.1814,0.3655,0.3343
352,07/18/19 01:30:01 AM,-0.1814,0.3649,0.3339
353,07/18/19 02:00:01 AM,-0.1814,0.3649,0.3339
354,07/18/19 02:30:01 AM,-0.1802,0.3649,0.3339
355,07/18/19 03:00:01 AM,-0.1802,0.3649,0.3339
356,07/18/19 03:30:01 AM,-0.1778,0.3649,0.3339
357,07/18/19 04:00:01 AM,-0.1755,0.3649,0.3339
358,07/18/19 04:30:01 AM,-0.1790,0.3649,0.3339
359,07/18/19 05:00:01 AM,-0.1778,0.3655,0.3339
360,07/18/19 05:30:01 AM,-0.1778,0.3649,0.3343
361,07/18/19 06:00:01 AM,-0.1778,0.3655,0.3339
362,07/18/19 06:30:01 AM,-0.1755,0.3649,0.3343
363,07/18/19 07:00:01 AM,-0.1755,0.3643,0.3343
364,07/18/19 07:30:01 AM,-0.1743,0.3643,0.3343
365,07/18/19 08:00:01 AM,-0.1743,0.3643,0.3348
366,07/18/19 08:30:01 AM,-0.1685,0.3649,0.3348
367,07/18/19 09:00:01 AM,-0.1708,0.3649,0.3348
368,07/18/19 09:30:01 AM,-0.1731,0.3643,0.3348
369,07/18/19 10:00:01 AM,-0.1662,0.3643,0.3343
370,07/18/19 10:30:01 AM,-0.1639,0.3643,0.3343
371,07/18/19 11:00:01 AM,-0.1616,0.3643,0.3339
372,07/18/19 11:30:01 AM,-0.1594,0.3649,0.3335
373,07/18/19 12:00:01 PM,-0.1594,0.3649,0.3326
374,07/18/19 12:30:01 PM,-0.1605,0.3643,0.3326
375,07/18/19 01:00:01 PM,-0.1605,0.3638,0.3321
376,07/18/19 01:30:01 PM,-0.1616,0.3638,0.3312
377,07/18/19 02:00:01 PM,-0.1605,0.3638,0.3312
378,07/18/19 02:30:01 PM,-0.1639,0.3643,0.3308
379,07/18/19 03:00:01 PM,-0.1639,0.3638,0.3299
380,07/18/19 03:30:01 PM,-0.1639,0.3638,0.3295
381,07/18/19 04:00:01 PM,-0.1650,0.3638,0.3295
382,07/18/19 04:30:01 PM,-0.1662,0.3638,0.3290
383,07/18/19 05:00:01 PM,-0.1696,0.3632,0.3286
384,07/18/19 05:30:01 PM,-0.1696,0.3632,0.3290
385,07/18/19 06:00:01 PM,-0.1708,0.3628,0.3282
386,07/18/19 06:30:01 PM,-0.1731,0.3622,0.3282
387,07/18/19 07:00:01 PM,-0.1755,0.3628,0.3286
388,07/18/19 07:30:01 PM,-0.1778,0.3628,0.3282
389,07/18/19 08:00:01 PM,-0.1802,0.3622,0.3277
390,07/18/19 08:30:01 PM,-0.1814,0.3622,0.3277
391,07/18/19 09:00:01 PM,-0.1826,0.3622,0.3282
392,07/18/19 09:30:01 PM,-0.1838,0.3622,0.3277
393,07/18/19 10:00:01 PM,-0.1850,0.3622,0.3277
394,07/18/19 10:30:01 PM,-0.1850,0.3622,0.3282
395,07/18/19 11:00:01 PM,-0.1863,0.3622,0.3282
396,07/18/19 11:30:01 PM,-0.1863,0.3616,0.3277
397,07/19/19 12:00:01 AM,-0.1875,0.3616,0.3277
398,07/19/19 12:30:01 AM,-0.1875,0.3616,0.3277
399,07/19/19 01:00:01 AM,-0.1875,0.3616,0.3277
400,07/19/19 01:30:01 AM,-0.1863,0.3616,0.3277
401,07/19/19 02:00:01 AM,-0.1863,0.3616,0.3277
402,07/19/19 02:30:01 AM,-0.1863,0.3616,0.3277
403,07/19/19 03:00:01 AM,-0.1863,0.3616,0.3277
404,07/19/19 03:30:01 AM,-0.1863,0.3616,0.3277
405,07/19/19 04:00:01 AM,-0.1863,0.3616,0.3282
406,07/19/19 04:30:01 AM,-0.1850,0.3616,0.3277
407,07/19/19 05:00:01 AM,-0.1850,0.3611,0.3277
408,07/19/19 05:30:01 AM,-0.1850,0.3616,0.3282
409,07/19/19 06:00:01 AM,-0.1850,0.3616,0.3277
410,07/19/19 06:30:01 AM,-0.1838,0.3616,0.3277
411,07/19/19 07:00:01 AM,-0.1826,0.3611,0.3282
412,07/19/19 07:30:01 AM,-0.1814,0.3611,0.3286
413,07/19/19 08:00:01 AM,-0.1814,0.3611,0.3282
