"Plot Title: ChildsT3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20205245, SEN S/N: 20456140, LBL: childs trans 3- 30 cm)","Water Content, m³/m³ (LGR S/N: 20205245, SEN S/N: 20456142, LBL: childs trans 3- 60 cm)"
83,08/18/20 11:00:01 AM,0.3235,-0.4737
84,08/18/20 11:30:01 AM,0.3235,0.3840
85,08/18/20 12:00:01 PM,0.3240,0.3840
86,08/18/20 12:30:01 PM,0.3235,0.3840
87,08/18/20 01:00:01 PM,0.3235,0.3840
88,08/18/20 01:30:01 PM,0.3235,0.3834
89,08/18/20 02:00:01 PM,0.3235,0.3840
90,08/18/20 02:30:01 PM,0.3235,0.3834
91,08/18/20 03:00:01 PM,0.3235,0.3834
92,08/18/20 03:30:01 PM,0.3231,0.3834
93,08/18/20 04:00:01 PM,0.3231,0.3834
94,08/18/20 04:30:01 PM,0.3231,0.3834
95,08/18/20 05:00:01 PM,0.3231,0.3840
96,08/18/20 05:30:01 PM,0.3231,0.3834
97,08/18/20 06:00:01 PM,0.3231,0.3829
98,08/18/20 06:30:01 PM,0.3228,0.3834
99,08/18/20 07:00:01 PM,0.3228,0.3834
100,08/18/20 07:30:01 PM,0.3228,0.3829
101,08/18/20 08:00:01 PM,0.3231,0.3834
102,08/18/20 08:30:01 PM,0.3228,0.3834
103,08/18/20 09:00:01 PM,0.3228,0.3829
104,08/18/20 09:30:01 PM,0.3228,0.3829
105,08/18/20 10:00:01 PM,0.3235,0.3822
106,08/18/20 10:30:01 PM,0.3231,0.3829
107,08/18/20 11:00:01 PM,0.3228,0.3834
108,08/18/20 11:30:01 PM,0.3235,0.3829
109,08/19/20 12:00:01 AM,0.3231,0.3834
110,08/19/20 12:30:01 AM,0.3231,0.3834
111,08/19/20 01:00:01 AM,0.3231,0.3834
112,08/19/20 01:30:01 AM,0.3228,0.3834
113,08/19/20 02:00:01 AM,0.3231,0.3834
114,08/19/20 02:30:01 AM,0.3231,0.3834
115,08/19/20 03:00:01 AM,0.3231,0.3834
116,08/19/20 03:30:01 AM,0.3231,0.3834
117,08/19/20 04:00:01 AM,0.3231,0.3834
118,08/19/20 04:30:01 AM,0.3231,0.3834
119,08/19/20 05:00:01 AM,0.3235,0.3834
120,08/19/20 05:30:01 AM,0.3231,0.3834
121,08/19/20 06:00:01 AM,0.3231,0.3834
122,08/19/20 06:30:01 AM,0.3228,0.3834
123,08/19/20 07:00:01 AM,0.3228,0.3829
124,08/19/20 07:30:01 AM,0.3231,0.3829
125,08/19/20 08:00:01 AM,0.3228,0.3829
126,08/19/20 08:30:01 AM,0.3235,0.3834
127,08/19/20 09:00:01 AM,0.3235,0.3834
128,08/19/20 09:30:01 AM,0.3231,0.3822
129,08/19/20 10:00:01 AM,0.3235,0.3829
130,08/19/20 10:30:01 AM,0.3228,0.3829
131,08/19/20 11:00:01 AM,0.3235,0.3834
132,08/19/20 11:30:01 AM,0.3228,0.3834
133,08/19/20 12:00:01 PM,0.3231,0.3822
134,08/19/20 12:30:01 PM,0.3223,0.3829
135,08/19/20 01:00:01 PM,0.3228,0.3834
136,08/19/20 01:30:01 PM,0.3223,0.3829
137,08/19/20 02:00:01 PM,0.3223,-0.4737
138,08/19/20 02:30:01 PM,0.3223,0.3829
139,08/19/20 03:00:01 PM,0.3223,-0.4737
140,08/19/20 03:30:01 PM,0.3223,0.3829
141,08/19/20 04:00:01 PM,0.3228,-0.4737
142,08/19/20 04:30:01 PM,0.3223,0.3840
143,08/19/20 05:00:01 PM,0.3223,-0.4737
144,08/19/20 05:30:01 PM,0.3223,0.3829
145,08/19/20 06:00:01 PM,0.3223,0.3834
146,08/19/20 06:30:01 PM,0.3223,0.3829
147,08/19/20 07:00:01 PM,0.3228,-0.4737
148,08/19/20 07:30:01 PM,0.3228,0.3834
149,08/19/20 08:00:01 PM,0.3228,0.3834
150,08/19/20 08:30:01 PM,0.3223,0.3829
151,08/19/20 09:00:01 PM,0.3223,0.3829
152,08/19/20 09:30:01 PM,0.3228,0.3834
153,08/19/20 10:00:01 PM,0.3228,0.3829
154,08/19/20 10:30:01 PM,0.3231,0.3834
155,08/19/20 11:00:01 PM,0.3223,0.3829
156,08/19/20 11:30:01 PM,0.3223,0.3829
157,08/20/20 12:00:01 AM,0.3228,0.3829
158,08/20/20 12:30:01 AM,0.3223,0.3829
159,08/20/20 01:00:01 AM,0.3228,0.3829
160,08/20/20 01:30:01 AM,0.3228,0.3829
161,08/20/20 02:00:01 AM,0.3223,0.3829
162,08/20/20 02:30:01 AM,0.3228,0.3834
163,08/20/20 03:00:01 AM,0.3231,0.3829
164,08/20/20 03:30:01 AM,0.3228,0.3829
165,08/20/20 04:00:01 AM,0.3228,0.3829
166,08/20/20 04:30:01 AM,0.3228,0.3829
167,08/20/20 05:00:01 AM,0.3228,0.3829
168,08/20/20 05:30:01 AM,0.3223,0.3822
169,08/20/20 06:00:01 AM,0.3223,0.3829
170,08/20/20 06:30:01 AM,0.3228,0.3822
171,08/20/20 07:00:01 AM,0.3228,0.3822
172,08/20/20 07:30:01 AM,0.3228,0.3829
173,08/20/20 08:00:01 AM,0.3231,0.3829
174,08/20/20 08:30:01 AM,0.3231,0.3829
175,08/20/20 09:00:01 AM,0.3223,0.3829
176,08/20/20 09:30:01 AM,0.3231,0.3829
177,08/20/20 10:00:01 AM,0.3228,0.3834
178,08/20/20 10:30:01 AM,0.3223,0.3834
179,08/20/20 11:00:01 AM,0.3223,0.3834
180,08/20/20 11:30:01 AM,0.3228,0.3834
181,08/20/20 12:00:01 PM,0.3223,0.1948
182,08/20/20 12:30:01 PM,0.3223,0.2269
183,08/20/20 01:00:01 PM,0.3228,0.3834
184,08/20/20 01:30:01 PM,0.3223,0.3834
185,08/20/20 02:00:01 PM,0.3223,0.3834
186,08/20/20 02:30:01 PM,0.3219,0.3834
187,08/20/20 03:00:01 PM,0.3223,0.3829
188,08/20/20 03:30:01 PM,0.3219,0.3829
189,08/20/20 04:00:01 PM,0.3219,0.3834
190,08/20/20 04:30:01 PM,0.3219,0.2277
191,08/20/20 05:00:01 PM,0.3216,-0.4737
192,08/20/20 05:30:01 PM,0.3216,0.2095
193,08/20/20 06:00:01 PM,0.3216,0.1999
194,08/20/20 06:30:01 PM,0.3216,0.3829
195,08/20/20 07:00:01 PM,0.3216,0.3834
196,08/20/20 07:30:01 PM,0.3216,0.3834
197,08/20/20 08:00:01 PM,0.3216,0.3829
198,08/20/20 08:30:01 PM,0.3223,0.3829
199,08/20/20 09:00:01 PM,0.3216,0.3834
200,08/20/20 09:30:01 PM,0.3223,0.3829
201,08/20/20 10:00:01 PM,0.3216,0.3829
202,08/20/20 10:30:01 PM,0.3219,0.3829
203,08/20/20 11:00:01 PM,0.3219,0.3829
204,08/20/20 11:30:01 PM,0.3216,0.3829
205,08/21/20 12:00:01 AM,0.3223,0.3822
206,08/21/20 12:30:01 AM,0.3216,0.3829
207,08/21/20 01:00:01 AM,0.3219,0.3822
208,08/21/20 01:30:01 AM,0.3219,0.3829
209,08/21/20 02:00:01 AM,0.3219,0.3829
210,08/21/20 02:30:01 AM,0.3219,0.3829
211,08/21/20 03:00:01 AM,0.3216,0.3829
212,08/21/20 03:30:01 AM,0.3219,0.3822
213,08/21/20 04:00:01 AM,0.3223,0.3822
214,08/21/20 04:30:01 AM,0.3216,0.3829
215,08/21/20 05:00:01 AM,0.3223,0.3822
216,08/21/20 05:30:01 AM,0.3216,0.3822
217,08/21/20 06:00:01 AM,0.3216,0.3829
218,08/21/20 06:30:01 AM,0.3219,0.3822
219,08/21/20 07:00:01 AM,0.3219,0.3829
220,08/21/20 07:30:01 AM,0.3216,0.3829
221,08/21/20 08:00:01 AM,0.3219,0.3829
222,08/21/20 08:30:01 AM,0.3219,0.3829
223,08/21/20 09:00:01 AM,0.3219,0.3829
224,08/21/20 09:30:01 AM,0.3216,0.3834
225,08/21/20 10:00:01 AM,0.3219,0.3829
226,08/21/20 10:30:01 AM,0.3219,0.3834
227,08/21/20 11:00:01 AM,0.3216,0.3829
228,08/21/20 11:30:01 AM,0.3219,0.3834
229,08/21/20 12:00:01 PM,0.3219,0.3834
230,08/21/20 12:30:01 PM,0.3219,0.3829
231,08/21/20 01:00:01 PM,0.3211,0.3699
232,08/21/20 01:30:01 PM,0.3219,0.3829
233,08/21/20 02:00:01 PM,0.3216,0.3834
234,08/21/20 02:30:01 PM,0.3207,0.3834
235,08/21/20 03:00:01 PM,0.3216,0.3834
236,08/21/20 03:30:01 PM,0.3211,0.3829
237,08/21/20 04:00:01 PM,0.3216,0.3829
238,08/21/20 04:30:01 PM,0.3207,-0.4737
239,08/21/20 05:00:01 PM,0.3207,0.2732
240,08/21/20 05:30:01 PM,0.3207,0.2677
241,08/21/20 06:00:01 PM,0.3211,0.2776
242,08/21/20 06:30:01 PM,0.3207,0.2732
243,08/21/20 07:00:01 PM,0.3207,0.3829
244,08/21/20 07:30:01 PM,0.3211,0.3829
245,08/21/20 08:00:01 PM,0.3207,0.3829
246,08/21/20 08:30:01 PM,0.3207,0.3829
247,08/21/20 09:00:01 PM,0.3211,0.3829
248,08/21/20 09:30:01 PM,0.3207,0.3829
249,08/21/20 10:00:01 PM,0.3216,0.3822
250,08/21/20 10:30:01 PM,0.3207,0.3822
251,08/21/20 11:00:01 PM,0.3216,0.3829
252,08/21/20 11:30:01 PM,0.3211,0.3829
253,08/22/20 12:00:01 AM,0.3207,0.3829
254,08/22/20 12:30:01 AM,0.3207,0.3822
255,08/22/20 01:00:01 AM,0.3207,0.3829
256,08/22/20 01:30:01 AM,0.3211,0.3822
257,08/22/20 02:00:01 AM,0.3207,0.3822
258,08/22/20 02:30:01 AM,0.3207,0.3822
259,08/22/20 03:00:01 AM,0.3207,0.3822
260,08/22/20 03:30:01 AM,0.3207,0.3822
261,08/22/20 04:00:01 AM,0.3211,0.3822
262,08/22/20 04:30:01 AM,0.3211,0.3822
263,08/22/20 05:00:01 AM,0.3207,0.3822
264,08/22/20 05:30:01 AM,0.3211,0.3822
265,08/22/20 06:00:01 AM,0.3207,0.3822
266,08/22/20 06:30:01 AM,0.3211,0.3822
267,08/22/20 07:00:01 AM,0.3211,0.3829
268,08/22/20 07:30:01 AM,0.3207,0.3829
269,08/22/20 08:00:01 AM,0.3211,0.3829
270,08/22/20 08:30:01 AM,0.3211,0.3829
271,08/22/20 09:00:01 AM,0.3216,0.3829
272,08/22/20 09:30:01 AM,0.3211,0.3829
273,08/22/20 10:00:01 AM,0.3207,0.3829
274,08/22/20 10:30:01 AM,0.3207,0.3829
275,08/22/20 11:00:01 AM,0.3211,0.3822
276,08/22/20 11:30:01 AM,0.3211,0.3829
277,08/22/20 12:00:01 PM,0.3207,0.3829
278,08/22/20 12:30:01 PM,0.3207,0.3829
279,08/22/20 01:00:01 PM,0.3204,0.3829
280,08/22/20 01:30:01 PM,0.3211,0.3829
281,08/22/20 02:00:01 PM,0.3207,0.3822
282,08/22/20 02:30:01 PM,0.3207,0.3829
283,08/22/20 03:00:01 PM,0.3204,0.3829
284,08/22/20 03:30:01 PM,0.3204,0.3829
285,08/22/20 04:00:01 PM,0.3204,0.3829
286,08/22/20 04:30:01 PM,0.3204,0.3829
287,08/22/20 05:00:01 PM,0.3204,0.3829
288,08/22/20 05:30:01 PM,0.3204,0.3829
289,08/22/20 06:00:01 PM,0.3204,0.3829
290,08/22/20 06:30:01 PM,0.3195,0.3816
291,08/22/20 07:00:01 PM,0.3204,0.3829
292,08/22/20 07:30:01 PM,0.3199,0.3822
293,08/22/20 08:00:01 PM,0.3199,0.3829
294,08/22/20 08:30:01 PM,0.3199,0.3822
295,08/22/20 09:00:01 PM,0.3204,0.3816
296,08/22/20 09:30:01 PM,0.3204,0.3822
297,08/22/20 10:00:01 PM,0.3199,0.3822
298,08/22/20 10:30:01 PM,0.3204,0.3829
299,08/22/20 11:00:01 PM,0.3199,0.3822
300,08/22/20 11:30:01 PM,0.3199,0.3822
301,08/23/20 12:00:01 AM,0.3199,0.3829
302,08/23/20 12:30:01 AM,0.3199,0.3822
303,08/23/20 01:00:01 AM,0.3199,0.3822
304,08/23/20 01:30:01 AM,0.3199,0.3822
305,08/23/20 02:00:01 AM,0.3207,0.3822
306,08/23/20 02:30:01 AM,0.3199,0.3822
307,08/23/20 03:00:01 AM,0.3199,0.3822
308,08/23/20 03:30:01 AM,0.3199,0.3816
309,08/23/20 04:00:01 AM,0.3199,0.3822
310,08/23/20 04:30:01 AM,0.3204,0.3822
311,08/23/20 05:00:01 AM,0.3204,0.3816
312,08/23/20 05:30:01 AM,0.3207,0.3816
313,08/23/20 06:00:01 AM,0.3199,0.3822
314,08/23/20 06:30:01 AM,0.3204,0.3822
315,08/23/20 07:00:01 AM,0.3204,0.3816
316,08/23/20 07:30:01 AM,0.3199,0.3816
317,08/23/20 08:00:01 AM,0.3199,0.3822
318,08/23/20 08:30:01 AM,0.3199,0.3816
319,08/23/20 09:00:01 AM,0.3199,0.3816
320,08/23/20 09:30:01 AM,0.3207,0.3829
321,08/23/20 10:00:01 AM,0.3199,0.3822
322,08/23/20 10:30:01 AM,0.3199,0.3822
323,08/23/20 11:00:01 AM,0.3204,0.3816
324,08/23/20 11:30:01 AM,0.3204,0.3829
325,08/23/20 12:00:01 PM,0.3204,0.3829
326,08/23/20 12:30:01 PM,0.3199,0.3816
327,08/23/20 01:00:01 PM,0.3195,0.2796
328,08/23/20 01:30:01 PM,0.3199,0.2776
329,08/23/20 02:00:01 PM,0.3195,0.3829
330,08/23/20 02:30:01 PM,0.3192,0.3822
331,08/23/20 03:00:01 PM,0.3199,0.3811
332,08/23/20 03:30:01 PM,0.3192,0.3822
333,08/23/20 04:00:01 PM,0.3192,0.3829
334,08/23/20 04:30:01 PM,0.3192,0.3822
335,08/23/20 05:00:01 PM,0.3192,0.3822
336,08/23/20 05:30:01 PM,0.3192,0.3829
337,08/23/20 06:00:01 PM,0.3195,0.3816
338,08/23/20 06:30:01 PM,0.3195,0.3811
339,08/23/20 07:00:01 PM,0.3192,0.3811
340,08/23/20 07:30:01 PM,0.3192,0.2776
341,08/23/20 08:00:01 PM,0.3192,0.3822
342,08/23/20 08:30:01 PM,0.3192,0.3816
343,08/23/20 09:00:01 PM,0.3187,0.3811
344,08/23/20 09:30:01 PM,0.3195,0.3822
345,08/23/20 10:00:01 PM,0.3195,0.3822
346,08/23/20 10:30:01 PM,0.3195,0.3822
347,08/23/20 11:00:01 PM,0.3192,0.3822
348,08/23/20 11:30:01 PM,0.3195,0.3822
349,08/24/20 12:00:01 AM,0.3192,0.3816
350,08/24/20 12:30:01 AM,0.3192,0.3816
351,08/24/20 01:00:01 AM,0.3195,0.3816
352,08/24/20 01:30:01 AM,0.3192,0.3811
353,08/24/20 02:00:01 AM,0.3195,0.3816
354,08/24/20 02:30:01 AM,0.3192,0.3822
355,08/24/20 03:00:01 AM,0.3192,0.3816
356,08/24/20 03:30:01 AM,0.3195,0.3816
357,08/24/20 04:00:01 AM,0.3192,0.3816
358,08/24/20 04:30:01 AM,0.3192,0.3816
359,08/24/20 05:00:01 AM,0.3199,0.3816
360,08/24/20 05:30:01 AM,0.3192,0.3816
361,08/24/20 06:00:01 AM,0.3195,0.3816
362,08/24/20 06:30:01 AM,0.3192,0.3822
363,08/24/20 07:00:01 AM,0.3192,0.3816
364,08/24/20 07:30:01 AM,0.3192,0.3816
365,08/24/20 08:00:01 AM,0.3192,0.3816
366,08/24/20 08:30:01 AM,0.3195,0.3816
367,08/24/20 09:00:01 AM,0.3192,0.3822
368,08/24/20 09:30:01 AM,0.3192,0.3816
369,08/24/20 10:00:01 AM,0.3195,0.3816
370,08/24/20 10:30:01 AM,0.3192,0.3816
371,08/24/20 11:00:01 AM,0.3192,0.3816
372,08/24/20 11:30:01 AM,0.3195,0.3816
373,08/24/20 12:00:01 PM,0.3192,0.3822
374,08/24/20 12:30:01 PM,0.3192,-0.4737
375,08/24/20 01:00:01 PM,0.3192,0.3822
376,08/24/20 01:30:01 PM,0.3192,0.3811
377,08/24/20 02:00:01 PM,0.3192,-0.4737
378,08/24/20 02:30:01 PM,0.3187,0.3816
379,08/24/20 03:00:01 PM,0.3187,0.3816
380,08/24/20 03:30:01 PM,0.3192,-0.4737
381,08/24/20 04:00:01 PM,0.3183,0.1923
382,08/24/20 04:30:01 PM,0.3187,0.1830
383,08/24/20 05:00:01 PM,0.3187,0.1769
384,08/24/20 05:30:01 PM,0.3187,0.1732
385,08/24/20 06:00:01 PM,0.3183,0.1532
386,08/24/20 06:30:01 PM,0.3178,0.3816
387,08/24/20 07:00:01 PM,0.3183,0.3822
388,08/24/20 07:30:01 PM,0.3187,0.3816
389,08/24/20 08:00:01 PM,0.3183,0.3811
390,08/24/20 08:30:01 PM,0.3183,0.3816
391,08/24/20 09:00:01 PM,0.3183,0.3816
392,08/24/20 09:30:01 PM,0.3187,0.3811
393,08/24/20 10:00:01 PM,0.3187,0.3811
394,08/24/20 10:30:01 PM,0.3183,0.3816
395,08/24/20 11:00:01 PM,0.3187,0.3816
396,08/24/20 11:30:01 PM,0.3187,0.3811
397,08/25/20 12:00:01 AM,0.3187,0.3811
398,08/25/20 12:30:01 AM,0.3183,0.3816
399,08/25/20 01:00:01 AM,0.3183,0.3816
400,08/25/20 01:30:01 AM,0.3187,0.3816
401,08/25/20 02:00:01 AM,0.3183,0.3816
402,08/25/20 02:30:01 AM,0.3187,0.3816
403,08/25/20 03:00:01 AM,0.3187,0.3816
404,08/25/20 03:30:01 AM,0.3187,0.3816
405,08/25/20 04:00:01 AM,0.3187,0.3816
406,08/25/20 04:30:01 AM,0.3187,0.3811
407,08/25/20 05:00:01 AM,0.3187,0.3816
408,08/25/20 05:30:01 AM,0.3183,0.3816
409,08/25/20 06:00:01 AM,0.3187,0.3816
410,08/25/20 06:30:01 AM,0.3187,0.3811
411,08/25/20 07:00:01 AM,0.3183,0.3811
412,08/25/20 07:30:01 AM,0.3183,0.3811
413,08/25/20 08:00:01 AM,0.3183,0.3811
414,08/25/20 08:30:01 AM,0.3183,0.3811
415,08/25/20 09:00:01 AM,0.3187,0.3811
416,08/25/20 09:30:01 AM,0.3187,0.3816
417,08/25/20 10:00:01 AM,0.3192,0.3811
418,08/25/20 10:30:01 AM,0.3187,0.3816
419,08/25/20 11:00:01 AM,0.3187,0.3811
420,08/25/20 11:30:01 AM,0.3187,0.3816
421,08/25/20 12:00:01 PM,0.3187,0.3816
422,08/25/20 12:30:01 PM,0.3178,0.3816
423,08/25/20 01:00:01 PM,0.3183,0.3811
424,08/25/20 01:30:01 PM,0.3178,-0.4737
425,08/25/20 02:00:01 PM,0.3183,0.1876
426,08/25/20 02:30:01 PM,0.3178,0.1756
427,08/25/20 03:00:01 PM,0.3178,0.1446
428,08/25/20 03:30:01 PM,0.3178,0.1387
429,08/25/20 04:00:01 PM,0.3178,0.3780
430,08/25/20 04:30:01 PM,0.3178,0.3816
431,08/25/20 05:00:01 PM,0.3175,0.3816
432,08/25/20 05:30:01 PM,0.3175,0.3811
433,08/25/20 06:00:01 PM,0.3178,0.3811
434,08/25/20 06:30:01 PM,0.3171,0.3816
435,08/25/20 07:00:01 PM,0.3175,0.3811
436,08/25/20 07:30:01 PM,0.3175,0.3816
437,08/25/20 08:00:01 PM,0.3175,0.3811
438,08/25/20 08:30:01 PM,0.3175,0.3816
439,08/25/20 09:00:01 PM,0.3175,0.3811
440,08/25/20 09:30:01 PM,0.3178,0.3804
441,08/25/20 10:00:01 PM,0.3178,0.3811
442,08/25/20 10:30:01 PM,0.3175,0.3811
443,08/25/20 11:00:01 PM,0.3183,0.3804
444,08/25/20 11:30:01 PM,0.3175,0.3804
445,08/26/20 12:00:01 AM,0.3175,0.3811
446,08/26/20 12:30:01 AM,0.3175,0.3811
447,08/26/20 01:00:01 AM,0.3175,0.3811
448,08/26/20 01:30:01 AM,0.3175,0.3811
449,08/26/20 02:00:01 AM,0.3175,0.3811
450,08/26/20 02:30:01 AM,0.3183,0.3811
451,08/26/20 03:00:01 AM,0.3175,0.3811
452,08/26/20 03:30:01 AM,0.3178,0.3811
453,08/26/20 04:00:01 AM,0.3178,0.3804
454,08/26/20 04:30:01 AM,0.3178,0.3804
455,08/26/20 05:00:01 AM,0.3175,0.3811
456,08/26/20 05:30:01 AM,0.3175,0.3804
457,08/26/20 06:00:01 AM,0.3183,0.3804
458,08/26/20 06:30:01 AM,0.3178,0.3804
459,08/26/20 07:00:01 AM,0.3175,0.3804
460,08/26/20 07:30:01 AM,0.3178,0.3811
461,08/26/20 08:00:01 AM,0.3178,0.3804
462,08/26/20 08:30:01 AM,0.3178,0.3804
463,08/26/20 09:00:01 AM,0.3178,0.3804
464,08/26/20 09:30:01 AM,0.3178,0.3804
465,08/26/20 10:00:01 AM,0.3178,0.3804
466,08/26/20 10:30:01 AM,0.3178,0.3811
467,08/26/20 11:00:01 AM,0.3178,0.3816
468,08/26/20 11:30:01 AM,0.3175,0.3811
469,08/26/20 12:00:01 PM,0.3171,0.3811
470,08/26/20 12:30:01 PM,0.3178,0.3816
471,08/26/20 01:00:01 PM,0.3175,0.3804
472,08/26/20 01:30:01 PM,0.3171,0.1562
473,08/26/20 02:00:01 PM,0.3171,0.1604
474,08/26/20 02:30:01 PM,0.3171,0.1551
475,08/26/20 03:00:01 PM,0.3175,0.1459
476,08/26/20 03:30:01 PM,0.3171,0.1663
477,08/26/20 04:00:01 PM,0.3171,0.1843
478,08/26/20 04:30:01 PM,0.3171,0.1656
479,08/26/20 05:00:01 PM,0.3171,0.1600
480,08/26/20 05:30:01 PM,0.3163,0.3798
481,08/26/20 06:00:01 PM,0.3163,0.3811
482,08/26/20 06:30:01 PM,0.3168,0.3811
483,08/26/20 07:00:01 PM,0.3168,0.3811
484,08/26/20 07:30:01 PM,0.3168,0.3811
485,08/26/20 08:00:01 PM,0.3168,0.3705
486,08/26/20 08:30:01 PM,0.3168,0.3804
487,08/26/20 09:00:01 PM,0.3168,0.3804
488,08/26/20 09:30:01 PM,0.3171,0.3804
489,08/26/20 10:00:01 PM,0.3168,0.3811
490,08/26/20 10:30:01 PM,0.3175,0.3804
491,08/26/20 11:00:01 PM,0.3171,0.3811
492,08/26/20 11:30:01 PM,0.3168,0.3804
493,08/27/20 12:00:01 AM,0.3171,0.3804
494,08/27/20 12:30:01 AM,0.3171,0.3811
495,08/27/20 01:00:01 AM,0.3168,0.3804
496,08/27/20 01:30:01 AM,0.3168,0.3804
497,08/27/20 02:00:01 AM,0.3168,0.3804
498,08/27/20 02:30:01 AM,0.3168,0.3804
499,08/27/20 03:00:01 AM,0.3171,0.3804
500,08/27/20 03:30:01 AM,0.3168,0.3804
501,08/27/20 04:00:01 AM,0.3175,0.3804
502,08/27/20 04:30:01 AM,0.3168,0.3804
503,08/27/20 05:00:01 AM,0.3171,0.3798
504,08/27/20 05:30:01 AM,0.3168,0.3804
505,08/27/20 06:00:01 AM,0.3171,0.3804
506,08/27/20 06:30:01 AM,0.3171,0.3804
507,08/27/20 07:00:01 AM,0.3175,0.3804
