"Plot Title: 20541053"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20541053, SEN S/N: 20538921, LBL: RCSM1 10cm)","Water Content, m³/m³ (LGR S/N: 20541053, SEN S/N: 20538928, LBL: RCSM1 30cm)","Water Content, m³/m³ (LGR S/N: 20541053, SEN S/N: 21077016, LBL: RCSM1 1 m)"
194,05/05/21 01:30:01 PM,0.2847,0.2959,0.3017
195,05/05/21 02:00:01 PM,0.2847,0.2959,0.3017
196,05/05/21 02:30:01 PM,0.2850,0.2963,0.3010
197,05/05/21 03:00:01 PM,0.2847,0.2963,0.3010
198,05/05/21 03:30:01 PM,0.2847,0.2963,0.3017
199,05/05/21 04:00:01 PM,0.2850,0.2963,0.3010
200,05/05/21 04:30:01 PM,0.2847,0.2963,0.3010
201,05/05/21 05:00:01 PM,0.2850,0.2963,0.3010
202,05/05/21 05:30:01 PM,0.2847,0.2963,0.3010
203,05/05/21 06:00:01 PM,0.2847,0.2959,0.3010
204,05/05/21 06:30:01 PM,0.2847,0.2959,0.3010
205,05/05/21 07:00:01 PM,0.2847,0.2959,0.3010
206,05/05/21 07:30:01 PM,0.2847,0.2955,0.3010
207,05/05/21 08:00:01 PM,0.2847,0.2952,0.3010
208,05/05/21 08:30:01 PM,0.2847,0.2952,0.3010
209,05/05/21 09:00:01 PM,0.2847,0.2952,0.3010
210,05/05/21 09:30:01 PM,0.2847,0.2949,0.3010
211,05/05/21 10:00:01 PM,0.2847,0.2949,0.3010
212,05/05/21 10:30:01 PM,0.2847,0.2946,0.3010
213,05/05/21 11:00:01 PM,0.2847,0.2949,0.3010
214,05/05/21 11:30:01 PM,0.2844,0.2949,0.3010
215,05/06/21 12:00:01 AM,0.2847,0.2946,0.3010
216,05/06/21 12:30:01 AM,0.2844,0.2946,0.3010
217,05/06/21 01:00:01 AM,0.2847,0.2946,0.3010
218,05/06/21 01:30:01 AM,0.2847,0.2946,0.3010
219,05/06/21 02:00:01 AM,0.2847,0.2946,0.3010
220,05/06/21 02:30:01 AM,0.2847,0.2946,0.3010
221,05/06/21 03:00:01 AM,0.2847,0.2946,0.3010
222,05/06/21 03:30:01 AM,0.2844,0.2946,0.3010
223,05/06/21 04:00:01 AM,0.2844,0.2946,0.3010
224,05/06/21 04:30:01 AM,0.2844,0.2946,0.3010
225,05/06/21 05:00:01 AM,0.2844,0.2946,0.3010
226,05/06/21 05:30:01 AM,0.2844,0.2946,0.3010
227,05/06/21 06:00:01 AM,0.2844,0.2946,0.3010
228,05/06/21 06:30:01 AM,0.2840,0.2946,0.3010
229,05/06/21 07:00:01 AM,0.2840,0.2946,0.3010
230,05/06/21 07:30:01 AM,0.2840,0.2946,0.3010
231,05/06/21 08:00:01 AM,0.2840,0.2946,0.3010
232,05/06/21 08:30:01 AM,0.2840,0.2949,0.3010
233,05/06/21 09:00:01 AM,0.2840,0.2949,0.3010
234,05/06/21 09:30:01 AM,0.2840,0.2949,0.3010
235,05/06/21 10:00:01 AM,0.2844,0.2949,0.3010
236,05/06/21 10:30:01 AM,0.2844,0.2946,0.3010
237,05/06/21 11:00:01 AM,0.2840,0.2949,0.3010
238,05/06/21 11:30:01 AM,0.2837,0.2946,0.3010
239,05/06/21 12:00:01 PM,0.2837,0.2946,0.3010
240,05/06/21 12:30:01 PM,0.2837,0.2946,0.3010
241,05/06/21 01:00:01 PM,0.2837,0.2946,0.3010
242,05/06/21 01:30:01 PM,0.2837,0.2946,0.3003
243,05/06/21 02:00:01 PM,0.2837,0.2946,0.3003
244,05/06/21 02:30:01 PM,0.2837,0.2946,0.3003
245,05/06/21 03:00:01 PM,0.2837,0.2946,0.3003
246,05/06/21 03:30:01 PM,0.2837,0.2946,0.3003
247,05/06/21 04:00:01 PM,0.2837,0.2946,0.3003
248,05/06/21 04:30:01 PM,0.2840,0.2946,0.3003
249,05/06/21 05:00:01 PM,0.2834,0.2946,0.3003
250,05/06/21 05:30:01 PM,0.2834,0.2946,0.3003
251,05/06/21 06:00:01 PM,0.2834,0.2942,0.3003
252,05/06/21 06:30:01 PM,0.2834,0.2938,0.3003
253,05/06/21 07:00:01 PM,0.2834,0.2938,0.3003
254,05/06/21 07:30:01 PM,0.2834,0.2938,0.3003
255,05/06/21 08:00:01 PM,0.2837,0.2938,0.3003
256,05/06/21 08:30:01 PM,0.2837,0.2938,0.3003
257,05/06/21 09:00:01 PM,0.2834,0.2935,0.3003
258,05/06/21 09:30:01 PM,0.2834,0.2935,0.3003
259,05/06/21 10:00:01 PM,0.2834,0.2932,0.3003
260,05/06/21 10:30:01 PM,0.2837,0.2932,0.3003
261,05/06/21 11:00:01 PM,0.2837,0.2932,0.3003
262,05/06/21 11:30:01 PM,0.2837,0.2932,0.3003
263,05/07/21 12:00:01 AM,0.2837,0.2935,0.3003
264,05/07/21 12:30:01 AM,0.2834,0.2932,0.3003
265,05/07/21 01:00:01 AM,0.2834,0.2932,0.3003
266,05/07/21 01:30:01 AM,0.2834,0.2932,0.3003
267,05/07/21 02:00:01 AM,0.2834,0.2932,0.3003
268,05/07/21 02:30:01 AM,0.2834,0.2932,0.3003
269,05/07/21 03:00:01 AM,0.2834,0.2932,0.3003
270,05/07/21 03:30:01 AM,0.2834,0.2932,0.3003
271,05/07/21 04:00:01 AM,0.2834,0.2932,0.3003
272,05/07/21 04:30:01 AM,0.2830,0.2932,0.3003
273,05/07/21 05:00:01 AM,0.2830,0.2932,0.3003
274,05/07/21 05:30:01 AM,0.2830,0.2932,0.3003
275,05/07/21 06:00:01 AM,0.2834,0.2932,0.3003
276,05/07/21 06:30:01 AM,0.2830,0.2932,0.3003
277,05/07/21 07:00:01 AM,0.2827,0.2932,0.3003
278,05/07/21 07:30:01 AM,0.2827,0.2932,0.3003
279,05/07/21 08:00:01 AM,0.2830,0.2932,0.3003
280,05/07/21 08:30:01 AM,0.2830,0.2932,0.3003
281,05/07/21 09:00:01 AM,0.2830,0.2932,0.3003
282,05/07/21 09:30:01 AM,0.2830,0.2932,0.3003
283,05/07/21 10:00:01 AM,0.2827,0.2932,0.2995
284,05/07/21 10:30:01 AM,0.2830,0.2932,0.3003
285,05/07/21 11:00:01 AM,0.2827,0.2932,0.3003
286,05/07/21 11:30:01 AM,0.2827,0.2932,0.2995
287,05/07/21 12:00:01 PM,0.2830,0.2928,0.3003
288,05/07/21 12:30:01 PM,0.2827,0.2932,0.3003
289,05/07/21 01:00:01 PM,0.2827,0.2928,0.2995
290,05/07/21 01:30:01 PM,0.2830,0.2928,0.2995
291,05/07/21 02:00:01 PM,0.2827,0.2928,0.2995
292,05/07/21 02:30:01 PM,0.2824,0.2932,0.3003
293,05/07/21 03:00:01 PM,0.2827,0.2935,0.2995
294,05/07/21 03:30:01 PM,0.2824,0.2932,0.2995
295,05/07/21 04:00:01 PM,0.2824,0.2932,0.2995
296,05/07/21 04:30:01 PM,0.2827,0.2932,0.2995
297,05/07/21 05:00:01 PM,0.2827,0.2932,0.2995
298,05/07/21 05:30:01 PM,0.2824,0.2932,0.2995
299,05/07/21 06:00:01 PM,0.2827,0.2932,0.2995
300,05/07/21 06:30:01 PM,0.2827,0.2928,0.2995
301,05/07/21 07:00:01 PM,0.2824,0.2928,0.2995
302,05/07/21 07:30:01 PM,0.2827,0.2925,0.2995
303,05/07/21 08:00:01 PM,0.2824,0.2922,0.2995
304,05/07/21 08:30:01 PM,0.2827,0.2922,0.2995
305,05/07/21 09:00:01 PM,0.2824,0.2922,0.2995
306,05/07/21 09:30:01 PM,0.2824,0.2922,0.2995
307,05/07/21 10:00:01 PM,0.2824,0.2922,0.2995
308,05/07/21 10:30:01 PM,0.2824,0.2922,0.2995
309,05/07/21 11:00:01 PM,0.2824,0.2922,0.2995
310,05/07/21 11:30:01 PM,0.2824,0.2919,0.2995
311,05/08/21 12:00:01 AM,0.2824,0.2922,0.2995
312,05/08/21 12:30:01 AM,0.2824,0.2922,0.2995
313,05/08/21 01:00:01 AM,0.2824,0.2922,0.2995
314,05/08/21 01:30:01 AM,0.2821,0.2922,0.2995
315,05/08/21 02:00:01 AM,0.2824,0.2922,0.2995
316,05/08/21 02:30:01 AM,0.2821,0.2922,0.2995
317,05/08/21 03:00:01 AM,0.2821,0.2922,0.2995
318,05/08/21 03:30:01 AM,0.2821,0.2922,0.2995
319,05/08/21 04:00:01 AM,0.2821,0.2919,0.2995
320,05/08/21 04:30:01 AM,0.2821,0.2919,0.2995
321,05/08/21 05:00:01 AM,0.2821,0.2919,0.2995
322,05/08/21 05:30:01 AM,0.2821,0.2919,0.2995
323,05/08/21 06:00:01 AM,0.2821,0.2919,0.2995
324,05/08/21 06:30:01 AM,0.2817,0.2919,0.2995
325,05/08/21 07:00:01 AM,0.2817,0.2914,0.2995
326,05/08/21 07:30:01 AM,0.2817,0.2914,0.2988
327,05/08/21 08:00:01 AM,0.2817,0.2914,0.2995
328,05/08/21 08:30:01 AM,0.2821,0.2919,0.2995
329,05/08/21 09:00:01 AM,0.2817,0.2919,0.2995
330,05/08/21 09:30:01 AM,0.2817,0.2919,0.2995
331,05/08/21 10:00:01 AM,0.2817,0.2919,0.2995
332,05/08/21 10:30:01 AM,0.2817,0.2919,0.2995
333,05/08/21 11:00:01 AM,0.2817,0.2919,0.2995
334,05/08/21 11:30:01 AM,0.2821,0.2914,0.2995
335,05/08/21 12:00:01 PM,0.2817,0.2914,0.2988
336,05/08/21 12:30:01 PM,0.2817,0.2914,0.2995
337,05/08/21 01:00:01 PM,0.2813,0.2914,0.2988
338,05/08/21 01:30:01 PM,0.2817,0.2914,0.2988
339,05/08/21 02:00:01 PM,0.2817,0.2914,0.2988
340,05/08/21 02:30:01 PM,0.2813,0.2919,0.2988
341,05/08/21 03:00:01 PM,0.2813,0.2919,0.2988
342,05/08/21 03:30:01 PM,0.2813,0.2919,0.2988
343,05/08/21 04:00:01 PM,0.2813,0.2922,0.2988
344,05/08/21 04:30:01 PM,0.2813,0.2919,0.2988
345,05/08/21 05:00:01 PM,0.2817,0.2919,0.2988
346,05/08/21 05:30:01 PM,0.2817,0.2919,0.2988
347,05/08/21 06:00:01 PM,0.2813,0.2914,0.2988
348,05/08/21 06:30:01 PM,0.2817,0.2914,0.2988
349,05/08/21 07:00:01 PM,0.2813,0.2914,0.2988
350,05/08/21 07:30:01 PM,0.2813,0.2914,0.2988
351,05/08/21 08:00:01 PM,0.2813,0.2911,0.2988
352,05/08/21 08:30:01 PM,0.2813,0.2911,0.2988
353,05/08/21 09:00:01 PM,0.2813,0.2908,0.2988
354,05/08/21 09:30:01 PM,0.2813,0.2908,0.2988
355,05/08/21 10:00:01 PM,0.2813,0.2908,0.2988
356,05/08/21 10:30:01 PM,0.2813,0.2908,0.2988
357,05/08/21 11:00:01 PM,0.2813,0.2908,0.2988
358,05/08/21 11:30:01 PM,0.2810,0.2904,0.2988
359,05/09/21 12:00:01 AM,0.2810,0.2908,0.2988
360,05/09/21 12:30:01 AM,0.2813,0.2908,0.2988
361,05/09/21 01:00:01 AM,0.2813,0.2908,0.2988
362,05/09/21 01:30:01 AM,0.2810,0.2908,0.2988
363,05/09/21 02:00:01 AM,0.2813,0.2908,0.2988
364,05/09/21 02:30:01 AM,0.2810,0.2908,0.2988
365,05/09/21 03:00:01 AM,0.2813,0.2908,0.2988
366,05/09/21 03:30:01 AM,0.2813,0.2908,0.2988
367,05/09/21 04:00:01 AM,0.2810,0.2908,0.2988
368,05/09/21 04:30:01 AM,0.2810,0.2908,0.2988
369,05/09/21 05:00:01 AM,0.2810,0.2908,0.2988
370,05/09/21 05:30:01 AM,0.2810,0.2904,0.2988
371,05/09/21 06:00:01 AM,0.2813,0.2904,0.2988
372,05/09/21 06:30:01 AM,0.2810,0.2904,0.2988
373,05/09/21 07:00:01 AM,0.2810,0.2904,0.2988
374,05/09/21 07:30:01 AM,0.2806,0.2904,0.2988
375,05/09/21 08:00:01 AM,0.2810,0.2904,0.2988
376,05/09/21 08:30:01 AM,0.2810,0.2908,0.2988
377,05/09/21 09:00:01 AM,0.2806,0.2908,0.2988
378,05/09/21 09:30:01 AM,0.2806,0.2904,0.2988
379,05/09/21 10:00:01 AM,0.2806,0.2904,0.2988
380,05/09/21 10:30:01 AM,0.2806,0.2904,0.2988
381,05/09/21 11:00:01 AM,0.2806,0.2904,0.2981
382,05/09/21 11:30:01 AM,0.2806,0.2901,0.2981
383,05/09/21 12:00:01 PM,0.2810,0.2904,0.2981
384,05/09/21 12:30:01 PM,0.2806,0.2904,0.2981
385,05/09/21 01:00:01 PM,0.2806,0.2904,0.2981
386,05/09/21 01:30:01 PM,0.2806,0.2904,0.2981
387,05/09/21 02:00:01 PM,0.2806,0.2904,0.2988
388,05/09/21 02:30:01 PM,0.2806,0.2908,0.2981
389,05/09/21 03:00:01 PM,0.2803,0.2908,0.2981
390,05/09/21 03:30:01 PM,0.2803,0.2908,0.2981
391,05/09/21 04:00:01 PM,0.2806,0.2908,0.2981
392,05/09/21 04:30:01 PM,0.2803,0.2908,0.2981
393,05/09/21 05:00:01 PM,0.2803,0.2908,0.2981
394,05/09/21 05:30:01 PM,0.2803,0.2908,0.2981
395,05/09/21 06:00:01 PM,0.2803,0.2908,0.2981
396,05/09/21 06:30:01 PM,0.2806,0.2908,0.2981
397,05/09/21 07:00:01 PM,0.2806,0.2904,0.2981
398,05/09/21 07:30:01 PM,0.2803,0.2904,0.2981
399,05/09/21 08:00:01 PM,0.2803,0.2901,0.2981
400,05/09/21 08:30:01 PM,0.2803,0.2901,0.2981
401,05/09/21 09:00:01 PM,0.2806,0.2898,0.2981
402,05/09/21 09:30:01 PM,0.2803,0.2898,0.2981
403,05/09/21 10:00:01 PM,0.2803,0.2895,0.2981
404,05/09/21 10:30:01 PM,0.2803,0.2895,0.2981
405,05/09/21 11:00:01 PM,0.2803,0.2898,0.2981
406,05/09/21 11:30:01 PM,0.2806,0.2895,0.2981
407,05/10/21 12:00:01 AM,0.2803,0.2895,0.2981
408,05/10/21 12:30:01 AM,0.2806,0.2895,0.2981
409,05/10/21 01:00:01 AM,0.2800,0.2895,0.2974
410,05/10/21 01:30:01 AM,0.2803,0.2895,0.2981
411,05/10/21 02:00:01 AM,0.2800,0.2895,0.2981
412,05/10/21 02:30:01 AM,0.2803,0.2895,0.2981
413,05/10/21 03:00:01 AM,0.2803,0.2898,0.2981
414,05/10/21 03:30:01 AM,0.2803,0.2895,0.2981
415,05/10/21 04:00:01 AM,0.2800,0.2895,0.2981
416,05/10/21 04:30:01 AM,0.2803,0.2895,0.2981
417,05/10/21 05:00:01 AM,0.2803,0.2895,0.2981
418,05/10/21 05:30:01 AM,0.2800,0.2895,0.2981
419,05/10/21 06:00:01 AM,0.2803,0.2895,0.2974
420,05/10/21 06:30:01 AM,0.2803,0.2895,0.2981
421,05/10/21 07:00:01 AM,0.2800,0.2895,0.2981
422,05/10/21 07:30:01 AM,0.2800,0.2895,0.2981
423,05/10/21 08:00:01 AM,0.2803,0.2895,0.2981
424,05/10/21 08:30:01 AM,0.2796,0.2895,0.2981
425,05/10/21 09:00:01 AM,0.2796,0.2895,0.2981
426,05/10/21 09:30:01 AM,0.2796,0.2895,0.2974
