Date,VWC_10cm_RC1SM,VWC_10cm_RCSM2,VWC_10cm_RCSM3,VWC_10cm_RCSM5,VWC_30cm_RC1SM,VWC_30cm_RCSM2,VWC_30cm_RCSM3,VWC_30cm_RCSM5,VWC_1m_RC1SM,VWC_1m_RCSM5,VWC_5cm_RCSM2,VWC_5cm_RCSM3,VWC_20cm_RCSM2,VWC_20cm_RCSM3,VWC_40cm_RCSM2,VWC_40cm_RCSM3,VWC_50cm_RCSM2,VWC_50cm_RCSM3,VWC_60cm_RCSM2,VWC_60cm_RCSM3,VWC_75cm_RCSM2,VWC_75cm_RCSM3,VWC_100cm_RCSM2,VWC_100cm_RCSM3,VWC_45cm_RCSM2b_1,VWC_45cm_RCSM2b_2,VWC_30cm_RCSF2,VWC_30cm_RCSM3_TEMP,VWC_60cm_RCSF2,VWC_70cm_RCSM3_TEMP,WY
1/25/2020,0.298750893,0.022061321,0.181720238,0.382346429,0.310286012,0.133261749,0.299,0.368888393,NA,0.47402381,0.065276507,0.169029762,0.144911783,0.353839286,0.045618415,0.359142857,0.10515821,0.242422619,0.113784952,0.161416667,0.030530706,NA,NA,0.650125,0.37972619,0.293053571,NA,NA,NA,NA,2020
2/1/2020,0.292691071,0.020316645,0.154196429,0.380878274,0.30116756,0.132672357,0.285809524,0.368303869,NA,0.467602976,0.061750331,0.096482143,0.143241867,0.320809524,0.046480164,0.367821429,0.106649442,0.245369048,0.115765408,0.162261905,0.032562691,NA,NA,0.651779762,0.358625,0.269955357,NA,NA,NA,NA,2020
2/8/2020,0.288524405,0.024720035,0.13527381,0.381040774,0.296014583,0.135832345,0.30772619,0.367933929,NA,0.460350595,0.068070279,0.073434524,0.14767894,0.404410714,0.047688261,0.409053571,0.108454342,0.238369048,0.117589792,0.149428571,0.034071783,NA,NA,0.659678571,0.363184524,0.261443452,NA,NA,NA,NA,2020
2/15/2020,0.291010714,0.031426215,0.106797619,0.381024702,0.298964881,0.142576136,0.31464881,0.367714583,NA,0.459060417,0.086092982,0.071077381,0.155521334,0.414363095,0.051572513,0.414863095,0.11247457,0.235875,0.120729148,0.145190476,0.036749747,NA,NA,0.662940476,0.374797619,0.246764881,NA,NA,NA,NA,2020
2/22/2020,0.288041667,0.047347733,0.089672619,0.380380952,0.288214583,0.152104442,0.311315476,0.3673125,NA,0.457958333,0.120369061,0.065571429,0.16660214,0.413571429,0.056480285,0.409636905,0.119417088,0.242077381,0.12448325,0.14910119,0.036742155,NA,NA,0.667654762,0.375464286,0.23728869,NA,NA,NA,NA,2020
2/29/2020,0.290285714,0.034996513,0.090238095,0.380375,0.29669881,0.139318641,0.31060119,0.366840476,NA,0.458450893,0.062728744,0.07064881,0.155027466,0.41635119,0.050707678,0.406494048,0.114606853,0.246077381,0.119100192,0.151470238,0.034305625,NA,NA,0.668940476,0.353428571,0.229958333,NA,NA,NA,NA,2020
3/7/2020,0.293800595,0.028415075,0.101904762,0.380749702,0.301238393,0.128672069,0.322910714,0.366634524,NA,0.455963095,0.054641329,0.080696429,0.142406982,0.425755952,0.044163234,0.410029762,0.105899632,0.237875,0.108345783,0.147470238,0.027952595,NA,NA,0.666869048,0.338928571,0.224181548,NA,NA,NA,NA,2020
3/14/2020,0.292025595,0.046505899,0.109285714,0.380706845,0.300508333,0.127198375,0.322880952,0.366969345,NA,0.456735417,0.058475898,0.088625,0.1421865,0.42364881,0.043465534,0.404714286,0.105258434,0.234107143,0.107509924,0.144767857,0.026896451,NA,NA,0.669113095,0.345077381,0.219702381,NA,NA,NA,NA,2020
3/21/2020,0.298443155,0.063159252,0.144434524,0.3809875,0.306098214,0.137462027,0.310035714,0.367432143,NA,0.457264583,0.065468102,0.096833333,0.1547451,0.399119048,0.049234838,0.387297619,0.113161052,0.22285119,0.115602804,0.143910714,0.031237473,NA,NA,0.662089286,0.375747024,0.26603869,NA,NA,NA,NA,2020
3/28/2020,0.303376488,0.071163595,0.19727381,0.382677976,0.312022024,0.144803674,0.306029762,0.368205655,NA,0.465536905,0.07079822,0.113517857,0.162447274,0.394589286,0.053903615,0.388071429,0.118427226,0.226845238,0.121466963,0.152630952,0.034512907,NA,NA,0.659619048,0.384002976,0.288744048,NA,NA,NA,NA,2020
4/4/2020,0.30349881,0.071213831,0.281666667,0.383901488,0.312040179,0.144565461,0.314988095,0.369325595,NA,0.477963988,0.070117112,0.145672619,0.162503522,0.396785714,0.054006781,0.412208333,0.118251876,0.321708333,0.121409543,0.348619048,0.034767518,NA,NA,0.659041667,0.37666369,0.286666667,NA,NA,NA,NA,2020
4/11/2020,0.296875,0.068362055,0.305017857,0.388227381,0.303316369,0.140064113,0.335571429,0.372928274,NA,0.478841667,0.064470484,0.138291667,0.156289786,0.398005952,0.051467887,0.49260119,0.116149197,0.679208333,0.120313606,0.708797619,0.033911696,NA,NA,0.660190476,0.35664881,0.265270833,NA,NA,NA,NA,2020
4/18/2020,0.288961607,0.056970885,0.313613095,0.387049405,0.295190179,0.129047631,0.332095238,0.372540774,NA,0.47911875,0.054169812,0.093077381,0.136996431,0.383869048,0.048509019,0.459440476,0.111260969,0.440130952,0.112490309,0.707404762,0.030766513,NA,NA,0.658892857,0.332056548,0.243333333,NA,NA,NA,NA,2020
4/25/2020,0.284002976,0.044592985,0.345243243,0.386793393,0.287583631,0.117579487,0.329864865,0.37414985,NA,0.478657958,0.044921536,0.150228228,0.116538228,0.374414414,0.048574867,0.449375375,0.110946466,0.303615616,0.109028514,0.66766967,0.029188963,NA,NA,0.657408408,0.318764881,0.231943452,NA,NA,NA,NA,2020
5/2/2020,0.277577381,0.033590869,0.34852381,0.386139286,0.276391369,0.11032365,0.326041667,0.372584821,NA,0.478471131,0.030396661,0.124702381,0.102239339,0.366321429,0.049058429,0.438910714,0.109947036,0.282827381,0.106338677,0.228214286,0.027850666,NA,NA,0.657434524,0.30678869,0.222214286,NA,NA,NA,NA,2020
5/9/2020,0.271476488,0.036727916,0.368589286,0.387046429,0.264884821,0.106208268,0.321119048,0.372707143,NA,0.478528274,0.028156994,0.130458333,0.093870626,0.36027381,0.049208995,0.431309524,0.108771833,0.272029762,0.105319865,0.19064881,0.027178907,NA,NA,0.656541667,0.296779762,0.213883929,NA,NA,NA,NA,2020
5/16/2020,0.289034191,0.083091845,0.41839881,0.390701786,0.30015,0.112903719,0.329642857,0.373940179,NA,0.479345833,0.06565811,0.208333333,0.111640679,0.383821429,0.050481454,0.438565476,0.111097893,0.30772619,0.107113609,0.429309524,0.028074348,NA,NA,0.655630952,0.336139881,0.256467262,NA,NA,NA,NA,2020
5/23/2020,NA,0.075960134,0.31610119,0.3921375,NA,0.107448982,0.320720238,0.375403571,NA,0.47970625,0.048248556,0.097119048,0.102679935,0.356815476,0.0510879,0.428077381,0.110834631,0.26964881,0.107246111,0.188869048,0.028795925,NA,NA,0.654214286,0.329520833,0.245193452,NA,NA,NA,NA,2020
5/30/2020,NA,0.068598956,0.268232143,0.396497917,NA,0.09900914,0.314369048,0.376666369,NA,0.4801,0.044979505,0.064428571,0.089478691,0.336666667,0.049466361,0.420136905,0.108937696,0.260511905,0.105868764,0.182339286,0.027605032,NA,NA,0.654113095,0.309321429,0.228574405,NA,NA,NA,NA,2020
6/6/2020,NA,0.055869838,0.212755952,0.395529167,NA,0.094330452,0.305232143,0.376234226,NA,0.479837798,0.032820141,0.054958333,0.086700035,0.321970238,0.046296154,0.415767857,0.106867571,0.25425,0.105426937,0.179011905,0.027088989,NA,NA,0.655619048,0.295666667,0.216779762,NA,NA,NA,NA,2020
6/13/2020,NA,0.047161253,0.206678571,0.3951625,NA,0.093445648,0.298107143,0.375609524,NA,0.481101488,0.028993948,0.063583333,0.079427576,0.316517857,0.044993419,0.412172619,0.10410141,0.249154762,0.103632329,0.175732143,0.02613626,NA,NA,0.65547619,0.285068452,0.206738095,NA,NA,NA,NA,2020
6/20/2020,NA,0.035210113,0.150160714,0.395018155,NA,0.088310371,0.289815476,0.375830357,NA,0.480484821,0.007671114,0.02472619,0.07069163,0.301571429,0.043927233,0.407994048,0.102001221,0.243184524,0.101708261,0.172172619,0.025473009,NA,NA,0.655005952,0.278104167,0.19739881,NA,NA,NA,NA,2020
6/27/2020,NA,0.026050212,0.119404762,0.394270238,NA,0.081020472,0.285184524,0.376099107,NA,0.464482738,NA,0.016815476,0.058240316,0.289065476,0.040983348,0.404125,0.101603655,0.238297619,0.101595363,0.167619048,0.026262421,NA,NA,0.588654762,0.265958333,0.187208333,NA,NA,NA,NA,2020
7/4/2020,0.204303167,0.021363124,0.107470238,0.392731548,0.167741629,0.071117782,0.256994048,0.377243452,0.291827219,0.456280952,NA,0.014738095,0.047236285,0.255184524,0.03607654,0.378029762,0.097366229,0.219357143,0.099378692,0.150011905,0.025514991,NA,NA,0.390589286,0.252321429,0.177589286,NA,NA,NA,NA,2020
7/11/2020,0.191513393,0.018517002,0.094369048,0.391719643,0.154407738,0.064377579,0.211684524,0.376917857,0.290658182,0.451648214,NA,0.006658228,0.04297799,0.202857143,0.030998651,0.334458333,0.09050154,0.187982143,0.096523355,0.122488095,0.024388583,NA,NA,0.304125,0.241071429,0.169002976,NA,NA,NA,NA,2020
7/18/2020,0.179821726,0.015548682,0.085642857,0.39134256,0.137919643,0.060759566,0.191696429,0.37578006,0.289558333,0.447215179,NA,0.004,0.040923398,0.196440476,0.026032994,0.320613095,0.084245796,0.178095238,0.095716,0.11139881,0.023265896,NA,NA,0.273964286,0.233104167,0.160428571,NA,NA,NA,NA,2020
7/25/2020,0.173078869,0.021928529,0.081880952,0.390808036,0.130924405,0.060192256,0.175702381,0.374679762,0.288426452,0.443324405,NA,0.009736111,0.039805754,0.188238095,0.022407304,0.302315476,0.080278283,0.166059524,0.09207692,0.101404762,0.02059609,NA,NA,0.259119048,0.22547619,0.151502976,NA,NA,NA,NA,2020
8/1/2020,0.16771369,0.028614421,0.072660714,0.38902381,0.124816667,0.059883958,0.155369048,0.372094048,0.28745731,0.437943452,NA,NA,0.039667271,0.164690476,0.0209257,0.278172619,0.07790829,0.151267857,0.088551752,0.094470238,0.018188724,NA,NA,0.251410714,0.218955357,0.142473214,NA,NA,NA,NA,2020
8/8/2020,0.162379464,0.029857035,0.062636905,0.387955952,0.116674405,0.059414223,0.13027381,0.368497619,0.286245361,0.431178869,NA,NA,0.039467718,0.125327381,0.020171954,0.251255952,0.075805132,0.137238095,0.084852843,0.087767857,0.015169863,NA,NA,0.245755952,0.214395833,0.134553571,NA,NA,NA,NA,2020
8/15/2020,0.158703881,0.031462002,0.058946429,0.384410119,0.111049552,0.059471943,0.107565476,0.362840476,NA,0.424291369,0.007394231,0.006428571,0.03923513,0.101928571,0.019801368,0.225761905,0.07458827,0.125565476,0.08253431,0.081922619,0.013089521,NA,NA,0.24147619,0.210089286,0.127672619,NA,NA,NA,NA,2020
8/22/2020,0.156532143,0.031736527,0.057494048,0.379165774,0.10911875,0.059077844,0.09475,0.355996726,0.28409064,0.418148214,0.0062625,NA,0.039065868,0.095642857,0.01945509,0.205541667,0.07260479,0.116839286,0.079652695,0.076815476,0.012898204,NA,NA,0.237452381,0.207473214,0.122613095,NA,NA,NA,NA,2020
8/29/2020,0.154322321,0.031375,0.053529762,0.369608929,0.10648244,0.059595238,0.078285714,0.345931845,0.282959794,0.412185119,0.00545098,NA,0.039285714,0.08777381,0.019172619,0.177238095,0.071738095,0.106291667,0.078904762,0.070708333,0.011994048,NA,NA,0.233642857,0.206589286,0.119104167,NA,NA,NA,NA,2020
9/5/2020,0.152002083,0.028702381,0.048744048,0.356034524,0.102193155,0.059869048,0.065791667,0.33711875,NA,0.407652679,0.004553957,NA,0.039285714,0.080922619,0.018630952,0.150785714,0.071363095,0.093017857,0.078505952,0.063613095,0.011470238,NA,NA,0.229654762,0.206872024,0.117053571,NA,NA,NA,NA,2020
9/12/2020,0.15109375,0.028850746,0.045946429,0.346227381,0.09966875,0.058614925,0.06052381,0.329445536,NA,0.40396756,0.004658436,NA,0.038337313,0.077440476,0.018262687,0.136880952,0.071328358,0.08425,0.078683582,0.058952381,0.011629851,NA,NA,0.226130952,0.203169643,0.113895833,NA,NA,NA,NA,2020
9/19/2020,0.150597619,0.029238095,0.044232143,0.336994643,0.100153571,0.058529762,0.057583333,0.324621429,NA,0.400865179,0.004569106,NA,0.038291667,0.075791667,0.017738095,0.12814881,0.070952381,0.077529762,0.07927381,0.054994048,0.011827381,NA,NA,0.22277381,0.201339286,0.111577381,NA,NA,NA,NA,2020
9/26/2020,0.149534821,0.02925,0.042636905,0.326399405,0.100049107,0.058202381,0.055154762,0.319678869,0.276173134,0.398285417,0.003857143,NA,0.038119048,0.074392857,0.017077381,0.121619048,0.070827381,0.071886905,0.078994048,0.051660714,0.011880952,NA,NA,0.219017857,0.200369048,0.110508929,NA,NA,NA,NA,2020
10/3/2020,0.148262798,0.028636905,0.038684524,0.316085714,0.097947321,0.058238095,0.052517857,0.314076786,NA,0.395701786,NA,NA,0.037803571,0.071255952,0.017279762,0.115488095,0.070779762,0.066541667,0.079232143,0.048684524,0.012160714,NA,NA,0.213958333,0.198827381,0.108693452,NA,NA,NA,NA,2021
10/10/2020,0.148715476,0.027875,0.037386905,0.311978274,0.099354464,0.056113095,0.051113095,0.310941667,NA,0.393589583,0.004312977,NA,0.036029762,0.069910714,0.015720238,0.11235119,0.068916667,0.063577381,0.078994048,0.046488095,0.011107143,NA,NA,0.209839286,0.196949405,0.107029762,NA,NA,NA,NA,2021
10/17/2020,0.149135119,0.02760119,0.036666667,0.306789881,0.1015125,0.055815476,0.050809524,0.307845238,NA,0.391571726,0.002912088,NA,0.036053571,0.06947619,0.015494048,0.11072619,0.069047619,0.061827381,0.078380952,0.044916667,0.010660714,NA,NA,0.20685119,0.196404762,0.1060625,NA,NA,NA,NA,2021
10/24/2020,0.149733929,0.027178571,0.03460119,0.304470238,0.099803869,0.055744048,0.049416667,0.306642857,NA,0.389705655,NA,NA,0.03622619,0.067428571,0.015892857,0.109125,0.068809524,0.060833333,0.07872619,0.044297619,0.010708333,NA,NA,0.204011905,0.194217262,0.104473214,NA,NA,NA,NA,2021
10/31/2020,0.150569048,0.027839286,0.033744048,0.304074405,0.100989881,0.056708333,0.049369048,0.306505655,NA,0.388272321,NA,NA,0.03739881,0.067125,0.016803571,0.108065476,0.069363095,0.060553571,0.079642857,0.044494048,0.010880952,NA,NA,0.201660714,0.19352381,0.103818452,NA,NA,NA,NA,2021
11/7/2020,0.15141994,0.026827381,0.033434524,0.307688393,0.101555357,0.056559524,0.049315476,0.307543155,NA,0.387096726,0.020708333,NA,0.038053571,0.066285714,0.016160714,0.107994048,0.068541667,0.060488095,0.079041667,0.044291667,0.009767857,NA,NA,0.199583333,0.191678571,0.102589286,NA,NA,NA,NA,2021
11/14/2020,0.180393452,0.073369048,0.078666667,0.341686905,0.180052083,0.065666667,0.055815476,0.329123512,NA,0.38829881,0.088720238,0.039418182,0.059440476,0.071505952,0.017154762,0.108130952,0.069184524,0.060636905,0.080964286,0.04385119,0.009815476,NA,NA,0.197255952,0.259660714,0.149666667,NA,NA,NA,NA,2021
11/21/2020,0.257721302,NA,NA,0.350167751,0.262252367,NA,0.245502071,0.342895266,NA,0.394713609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.352142012,0.244810651,0.222220866,NA,NA,NA,2021
11/28/2020,0.260917262,NA,NA,0.346656548,0.177422917,NA,0.288888393,0.339669643,NA,0.395455655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331458333,0.222690476,0.216633036,NA,NA,NA,2021
12/5/2020,0.252372024,NA,NA,0.345190179,0.171715774,NA,0.285277976,0.33833125,NA,0.39325119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314639881,0.207133929,0.213787202,NA,NA,NA,2021
12/12/2020,0.241266667,NA,NA,0.348086905,0.1829,NA,0.285397024,0.33975744,NA,0.393339286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302815476,0.197767857,0.212084226,NA,NA,NA,2021
12/19/2020,0.243591964,NA,NA,0.349387798,0.192709524,NA,0.291112202,0.341870833,NA,0.395445238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302949405,0.200395833,0.211745238,NA,NA,NA,2021
12/26/2020,0.243083929,NA,NA,0.351022917,0.19521875,NA,0.290232143,0.34308125,NA,0.397128571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303735119,0.20064881,0.21319375,NA,NA,NA,2021
1/2/2021,0.243402381,NA,NA,0.35334375,0.209772917,NA,0.294506548,0.346193452,NA,0.39924375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340607143,0.232360119,0.218347024,NA,NA,NA,2021
1/9/2021,0.244566667,NA,NA,0.356166071,0.227220536,NA,0.296792262,0.350102976,NA,0.40513869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360815476,0.257869048,0.229646429,NA,NA,NA,2021
1/16/2021,0.246692262,NA,NA,0.360511607,0.236258333,NA,0.300100893,0.354682143,NA,0.420046429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356181548,0.253842262,0.239216071,NA,NA,NA,2021
1/23/2021,0.247455655,NA,NA,0.357979167,0.229128571,NA,0.298086607,0.352740179,NA,0.419114583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340416667,0.235907738,0.241394048,NA,NA,NA,2021
1/30/2021,0.246145238,NA,NA,0.359463393,0.240161012,NA,0.29876756,0.353834226,NA,0.4173625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340166667,0.253330357,0.240427083,NA,NA,NA,2021
2/6/2021,0.2466125,NA,NA,0.363964286,0.257571429,NA,0.303222024,0.357747917,NA,0.4231375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354315476,0.265485119,0.245111905,NA,NA,NA,2021
2/13/2021,0.253078869,NA,NA,0.365033333,0.286431548,NA,0.319086607,0.358433333,NA,0.425377679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363613095,0.273002976,0.262586012,NA,NA,NA,2021
2/20/2021,0.273574107,NA,NA,0.365170833,0.28984494,NA,0.322309226,0.358367857,NA,0.424643452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363821429,0.260994048,0.26707619,NA,NA,NA,2021
2/27/2021,0.276797024,NA,NA,0.371358333,0.28686131,NA,0.325209226,0.361017857,NA,0.425901488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358946429,0.256184524,0.266580655,NA,NA,NA,2021
3/6/2021,0.285076786,NA,NA,0.367585714,0.293694345,NA,0.337008631,0.358547917,NA,0.421764286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369979167,0.267428571,0.273613393,NA,NA,NA,2021
