Date,VWC_30cm_MM1SM,VWC_10cm_MM1SM,VWC_30cm_MMSM3,VWC_30cm_MMSM4,VWC_30cm_MMSM9.2,VWC_10cm_MMSM5,VWC_30cm_MMSM5,VWC_1m_MM1SM,VWC_1m_MMSM5,VWC_10cm_MMSM2,VWC_10cm_MMSM3,VWC_10cm_MMSM4,VWC_30cm_MMSM2,VWC_1m_MMSM3,VWC_75cm_MMSM2,VWC_75cm_MMSM4,WY
2019-10-25,0.21281130952380953,0.2052029761904762,0.2503357142857143,NA,NA,0.23874255952380952,0.2052892857142857,0.7184,0.23024494047619048,NA,0.24398988095238094,NA,NA,0.2232717261904762,NA,NA,2020
2019-11-01,0.21676279761904763,0.20276339285714287,0.25290178571428573,NA,NA,0.23456160714285715,0.20935208333333333,0.7184,0.23199761904761906,NA,0.24072916666666666,NA,NA,0.2253,NA,NA,2020
2019-11-08,0.21422232142857142,0.1944235119047619,0.2531583333333333,NA,NA,0.2294125,0.20843809523809523,0.7184,0.23252232142857143,NA,0.23423392857142858,NA,NA,0.22481875,NA,NA,2020
2019-11-15,0.2140235119047619,0.19051964285714285,0.2547723214285714,NA,NA,0.22258244047619047,0.2093252976190476,0.7184,0.23221785714285714,NA,0.2269485119047619,NA,NA,0.22390386904761905,NA,NA,2020
2019-11-22,0.21770178571428572,0.19031755952380952,0.25566964285714283,NA,NA,0.2048636904761905,0.2120247023809524,0.7184,0.2336375,NA,0.22386279761904762,NA,NA,0.22445357142857142,NA,NA,2020
2019-11-29,0.2438809523809524,0.1838345238095238,0.2794574404761905,NA,NA,0.25341488095238096,0.27284285714285716,0.7184,0.2385110119047619,NA,0.2751425595238095,NA,NA,0.22525684523809525,NA,NA,2020
2019-12-06,0.3082385756676558,0.2668041543026706,0.32155845697329377,NA,NA,0.3180362017804154,0.3159884272997033,0.7184,0.3241578635014837,NA,0.31489910979228486,NA,NA,0.28265044510385756,NA,NA,2020
2019-12-13,0.3107955357142857,0.2862122023809524,0.31863363095238095,0.2683949404761905,NA,0.310875,0.3085645833333333,0.7184,0.3313657738095238,0.2953595238095238,0.3100767857142857,0.31288154761904763,0.33078690476190475,0.29459583333333333,0.3352363095238095,0.3035598214285714,2020
2019-12-20,0.30720416666666667,0.2836410714285714,0.3147997023809524,0.26050267857142856,NA,0.3104577380952381,0.3055386904761905,0.7184,0.3259497023809524,0.2937434523809524,0.3085461309523809,0.30876636904761906,0.32588363095238093,0.2898607142857143,0.33275952380952384,0.30008541666666666,2020
2019-12-27,0.3053958333333333,0.282039880952381,0.3122511904761905,0.25246339285714287,NA,0.3050526785714286,0.3019127976190476,0.7184,0.3234485119047619,0.2924985119047619,0.3058654761904762,0.30639226190476193,0.32272410714285715,0.28696994047619045,0.3310014880952381,0.2979806547619048,2020
2020-01-03,0.3072047619047619,0.28437410714285716,0.3126098214285714,0.25419732142857143,NA,0.2990702380952381,0.3010946428571429,0.7184,0.32295267857142856,0.29253035714285713,0.30460565476190476,0.30465238095238095,0.3227291666666667,0.2849324404761905,0.3318130952380952,0.2976267857142857,2020
2020-01-10,0.3053889880952381,0.2811184523809524,0.30994880952380954,0.24472559523809523,NA,0.29226964285714285,0.29764136904761906,0.7184,0.32027113095238097,0.29124375,0.30075892857142855,0.30256130952380955,0.31956666666666667,0.28139285714285717,0.3295741071428572,0.29586160714285714,2020
2020-01-17,0.3052119047619048,0.28649583333333334,0.30995625,0.25536875,NA,0.3057309523809524,0.2991502976190476,0.7184,0.3230830357142857,0.29306666666666664,0.30369285714285715,0.3053369047619048,0.32094732142857146,0.2787363095238095,0.32938690476190474,0.2963080357142857,2020
2020-01-24,0.35260089285714286,0.30302470238095236,0.3242044642857143,0.28270922619047617,NA,0.3284389880952381,0.3120574404761905,0.7184,0.35667916666666666,0.3051729166666667,0.3164571428571429,0.3202946428571429,0.33550416666666666,0.3994473214285714,0.3391732142857143,0.3065824404761905,2020
2020-01-31,0.49828392857142856,0.30514583333333334,0.3256258928571429,0.2709642857142857,NA,0.312175,0.30590565476190473,0.7184,0.4873065476190476,0.29976815476190477,0.3119199404761905,0.31306339285714285,0.33143988095238097,0.5103732142857142,0.3483014880952381,0.31370089285714287,2020
2020-02-07,0.49748095238095236,0.2944467261904762,0.3287985119047619,0.27211398809523807,NA,0.31385625,0.3018925595238095,0.7184,0.4878,0.3019720238095238,0.3159247023809524,0.3109619047619048,0.33371160714285714,0.5117565476190477,0.3885443452380952,0.3325491071428571,2020
2020-02-14,0.502127380952381,0.3030145833333333,0.4784837320574163,0.28957559523809523,NA,0.3209011904761905,0.30942142857142857,0.7184,0.4892532738095238,0.2932214285714286,0.36923684210526314,0.3152276785714286,0.35351607142857144,0.5944528571428571,0.4461848214285714,0.5033532738095238,2020
2020-02-21,0.5043369047619047,0.35150803571428574,NA,0.2812372023809524,NA,0.3277014880952381,0.3133166666666667,0.7184,0.4910380952380952,0.2955497023809524,NA,0.3107738095238095,0.35397083333333335,NA,0.44740327380952377,0.47617708333333336,2020
2020-02-28,0.5007574404761905,0.3419955357142857,NA,0.27058065476190474,NA,0.31553184523809524,0.30560565476190477,0.7184,0.4924452380952381,0.30532529761904764,NA,0.30761875,0.3463226190476191,NA,0.44634196428571427,0.3566214285714286,2020
2020-03-06,0.5045032738095238,0.33289672619047617,NA,0.2650797619047619,NA,0.3119282738095238,0.3016017857142857,0.7184,0.49342886904761907,0.30433244047619046,NA,0.30697440476190474,0.34112738095238093,NA,0.44524613095238097,0.3309958333333333,2020
2020-03-13,0.5096386904761905,0.33153333333333335,NA,0.2654044642857143,NA,0.31724107142857144,0.30449910714285716,0.7184,0.4935104166666667,0.3063470238095238,NA,0.31097053571428573,0.3391297619047619,NA,0.40388928571428573,0.3226791666666667,2020
2020-03-20,0.5036494047619048,0.39028541666666666,NA,0.2851955357142857,NA,0.32996220238095236,0.31498095238095236,0.7184,0.49516755952380953,0.3147,NA,0.3163127976190476,0.3538904761904762,NA,0.4431410714285714,0.4102065476190476,2020
2020-03-27,0.5043354166666666,0.48635684523809525,NA,0.39894196428571427,NA,0.3429761904761905,0.37423363095238094,0.7184,0.4984863095238095,0.37077261904761905,NA,0.32530892857142857,0.4353625,NA,0.45060208333333335,0.4922511904761905,2020
2020-04-03,0.5047047619047619,0.4917782738095238,NA,0.46733928571428573,NA,0.39535386904761904,0.47553541666666665,0.7184,0.5004047619047619,0.3826860119047619,NA,0.32918511904761905,0.48043511904761904,NA,0.45214136904761904,0.49463303571428574,2020
2020-04-10,0.5061892857142858,0.47387410714285716,NA,0.4699116071428571,NA,0.4668160714285714,0.4738193452380952,0.7184,0.5004395833333333,0.35605,NA,0.3278577380952381,0.4783389880952381,NA,0.45429791666666663,0.5020571428571429,2020
2020-04-17,0.5070086309523809,0.391241369047619,NA,0.47012410714285713,NA,0.39725535714285715,0.4404160714285714,0.7184,0.49782291666666667,0.33253720238095236,NA,0.3220369047619048,0.4313270833333333,NA,0.45464375,0.5068330357142857,2020
2020-04-24,0.5046261904761905,0.35656607142857144,0.38125096525096525,0.36486096096096093,NA,0.3673738738738739,0.34151891891891895,0.7184,0.49792312312312315,0.32125149700598804,0.3217131274131274,0.3155015015015015,0.3791769461077844,0.5090853281853281,0.4531631736526946,0.5087993993993994,2020
2020-05-01,0.45934434523809525,0.34428184523809524,0.35408630952380954,0.29473154761904763,NA,0.34351934523809524,0.317214880952381,0.7184,0.49760148809523813,0.3128782738095238,0.31309970238095236,0.30881547619047617,0.3533607142857143,0.5090571428571429,0.43086964285714285,0.4372892857142857,2020
2020-05-08,0.36308511904761903,0.3351449404761905,0.3410627976190476,0.26583958333333335,NA,0.3287324404761905,0.30641636904761904,0.7184,0.4966842261904762,0.3073627976190476,0.30918839285714284,0.30035595238095236,0.34123333333333333,0.5099803571428572,0.3766202380952381,0.3322309523809524,2020
2020-05-15,0.46208065476190474,0.34379136904761903,0.35312351190476193,0.2889705357142857,NA,0.3411264880952381,0.3172267857142857,0.7184,0.4941440476190476,0.31244226190476193,0.3162720238095238,0.3146818452380952,0.3531217261904762,0.5102074404761905,0.42875684523809526,0.41879285714285713,2020
2020-05-22,0.48341339285714285,0.3449616071428572,0.35207410714285714,0.2833056547619048,NA,0.32476309523809527,0.31218214285714285,0.7184,0.49137202380952383,0.3089764880952381,0.3105363095238095,0.3060434523809524,0.3510217261904762,0.5104133928571428,0.4356657738095238,0.394983630952381,2020
2020-05-29,0.36762232142857143,0.3378264880952381,0.3375502976190476,0.2539172619047619,NA,0.2977797619047619,0.30249642857142856,0.7184,0.48239077380952383,0.30565386904761904,0.3042166666666667,0.2882127976190476,0.33808958333333333,0.5108258928571429,0.3713636904761905,0.32266279761904765,2020
2020-06-05,0.3415934523809524,0.34358660714285716,0.33109583333333337,0.23065208333333334,NA,0.2718690476190476,0.2961366071428571,0.7184,0.3877113095238095,0.29894494047619047,0.300164880952381,0.2689166666666667,0.3288642857142857,0.5094455357142857,0.35516636904761906,0.31261190476190476,2020
2020-06-12,0.33198630952380953,0.3376952380952381,0.32629732142857143,0.20893482142857142,NA,0.24877321428571428,0.28870089285714284,0.7184,0.34341369047619047,0.2823047619047619,0.2955696428571429,0.25479940476190477,0.31960059523809525,0.46866815476190476,0.3458389880952381,0.3068723214285714,2020
2020-06-19,0.32359613095238093,0.30503988095238094,0.3224095238095238,0.1859985119047619,NA,0.2121952380952381,0.27515595238095236,0.7184,0.3264392857142857,0.23482767857142858,0.28565357142857145,0.23446845238095237,0.29529702380952383,0.3294303571428571,0.3356,0.3007125,2020
2020-06-26,0.30836875,0.2453982142857143,0.31653035714285715,0.16771964285714286,NA,0.17471934523809524,0.2512702380952381,0.7184,0.3129952380952381,0.18571339285714286,0.2659101190476191,0.21622886904761904,0.24971309523809523,0.3078544642857143,0.3243095238095238,0.29263214285714284,2020
2020-07-03,0.26228809523809526,0.22310863095238095,0.31003660714285713,0.15803005952380952,NA,0.15523244047619048,0.23260238095238095,0.7184,0.2956925595238095,0.16163214285714286,0.24732529761904762,0.20641875,0.22823035714285714,0.2997125,0.313725,0.27788035714285714,2020
2020-07-10,0.2164889552238806,0.20114567164179104,0.302778869047619,0.15332142857142858,NA,0.1394824404761905,0.22459642857142856,0.7184,0.25729613095238096,0.13871964285714286,0.22570803571428572,0.19812142857142856,0.2164863095238095,0.29450297619047616,0.3046520833333333,0.2414657738095238,2020
2020-07-17,0.2001139880952381,0.1870532738095238,0.29434464285714285,0.15089136904761905,NA,0.12749464285714285,0.22051011904761905,0.7184,0.22655744047619047,0.12091994047619048,0.2090735119047619,0.18978958333333334,0.20813333333333334,0.290125,0.296803869047619,0.22372797619047619,2020
2020-07-24,0.19786458333333334,0.22300386904761904,0.2865761904761905,0.14758184523809523,NA,0.20191369047619048,0.2177610119047619,0.7184,0.22166339285714284,0.18286488095238096,0.24482172619047618,0.233075,0.2441377976190476,0.28595863095238094,0.28873095238095237,0.22053541666666665,2020
2020-07-31,0.20839136904761904,0.2633735119047619,0.2848824404761905,0.14742291666666665,NA,0.2562705357142857,0.22565684523809523,0.7184,0.22523988095238096,0.24309970238095238,0.26979404761904763,0.2604464285714286,0.2723074404761905,0.2825142857142857,0.2833172619047619,0.22273273809523808,2020
2020-08-07,0.20784791666666666,0.24193958333333335,0.28247321428571426,0.14844017857142858,NA,0.20624315476190477,0.23313095238095238,0.7184,0.22208095238095238,0.19226815476190476,0.24910029761904762,0.22480029761904763,0.25033988095238097,0.27912113095238095,0.2757282738095238,0.22284732142857142,2020
2020-08-14,0.20069613095238095,0.21884672619047618,0.27807113095238095,0.14751130952380953,NA,0.16765029761904762,0.23528244047619049,0.7184,0.21848690476190477,0.14820386904761904,0.22954642857142857,0.20666071428571428,0.22864702380952381,0.275316369047619,0.2697127976190476,0.2210595238095238,2020
2020-08-21,0.1967684523809524,0.20672113095238095,0.2740077380952381,0.14638125000000002,NA,0.15676041666666665,0.23339136904761906,0.7184,0.21667440476190478,0.13748839285714284,0.21862916666666665,0.20117172619047619,0.2172422619047619,0.27220535714285715,0.267052380952381,0.21942261904761903,2020
2020-08-28,0.1925282738095238,0.1963389880952381,0.26981934523809525,0.14615,NA,0.1455360119047619,0.2307392857142857,0.7184,0.21419047619047618,0.12468125,0.20988988095238095,0.19560595238095238,0.20960833333333334,0.2683261904761905,0.2644220238095238,0.21673363095238096,2020
2020-09-04,0.18895833333333334,0.18648660714285714,0.2644964285714286,0.14552440476190476,NA,0.13565029761904762,0.22558839285714286,0.7184,0.21179553571428572,0.11185952380952381,0.20240595238095238,0.1903392857142857,0.2036389880952381,0.26321011904761904,0.2617690476190476,0.21423541666666668,2020
2020-09-11,0.1874252976190476,0.1807,0.26016636904761903,0.14279077380952382,NA,0.13186726190476192,NA,0.7184,0.21150714285714287,0.10668869047619048,0.1989797619047619,0.18777589285714286,0.1994375,0.2621833333333333,0.25987916666666666,0.21259761904761906,2020
2020-09-18,0.18591636904761905,0.17844345238095238,0.25778958333333335,0.14160625,NA,0.13117678571428573,NA,0.7184,0.21237440476190478,0.1048360119047619,0.19697083333333334,0.1868452380952381,0.19707202380952382,0.2620693452380952,0.25852589285714284,0.21200982142857144,2020
2020-09-25,0.18476517857142857,0.17700803571428572,0.25585327380952383,0.14104672619047617,NA,0.13082202380952382,NA,0.7184,0.21320178571428572,0.10200178571428571,0.19488184523809524,0.18576011904761905,0.19496577380952382,0.26174494047619046,0.2573720238095238,0.21193392857142856,2020
2020-10-02,0.18358988095238096,0.17447142857142858,0.2538125,0.14006428571428572,NA,0.1294907738095238,NA,0.7184,0.21351517857142857,0.09825803571428571,0.19311488095238094,0.18452232142857142,0.1930860119047619,0.26117886904761906,0.2560363095238095,0.21176636904761906,2021
2020-10-09,0.1829625,0.17419642857142859,0.25252857142857144,0.13847708333333333,NA,0.1300497023809524,NA,0.7184,0.21389791666666666,0.09865416666666667,0.19341369047619048,0.1845577380952381,0.19178541666666668,0.26125386904761905,0.2551872023809524,0.21164494047619048,2021
2020-10-16,0.18251785714285715,0.17387559523809523,0.25188571428571427,0.1380092261904762,NA,0.13127113095238097,NA,0.7184,0.2141467261904762,0.09833035714285715,0.19363839285714285,0.18473065476190476,0.19100565476190476,0.2611767857142857,0.25428214285714285,0.21158511904761904,2021
2020-10-23,0.18143392857142857,0.17320119047619048,0.25097559523809526,0.13593333333333332,NA,0.13081428571428572,NA,0.7184,0.2146860119047619,0.09693125,0.19403482142857142,0.1846782738095238,0.19001309523809523,0.26145892857142855,0.25323392857142857,0.21147380952380954,2021
2020-10-30,0.18143869047619046,0.17332142857142857,0.25103333333333333,0.13478720238095238,NA,0.13175386904761904,NA,0.7184,0.2154309523809524,0.09736636904761904,0.19521339285714287,0.185175,0.18987857142857142,0.2644675595238095,0.2527535714285714,0.21155416666666665,2021
2020-11-06,0.18144345238095239,0.17407440476190475,0.2510282738095238,0.13304642857142857,NA,0.13264732142857144,NA,0.7184,0.21617291666666666,0.09892678571428572,0.19637261904761905,0.18531458333333334,0.18993869047619047,0.2658925595238095,0.2520833333333333,0.21144702380952382,2021
2020-11-13,0.20916785714285713,0.21964910714285715,0.2677276785714286,0.15367708333333333,NA,0.2631830357142857,NA,0.7184,0.2177077380952381,0.2605985119047619,0.25564970238095236,0.2292595238095238,0.23164285714285715,0.2647625,0.2512535714285714,0.21169702380952382,2021
