"Plot Title: ChildsT3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20456140, LBL: childs trans 3 - 30 cm)","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20456142, LBL: childs trans 3 - 60 cm)"
231,05/01/20 08:00:01 AM,0.4658,0.4128
232,05/01/20 08:30:01 AM,0.4672,0.4128
233,05/01/20 09:00:01 AM,0.4658,0.4128
234,05/01/20 09:30:01 AM,0.4658,0.4128
235,05/01/20 10:00:01 AM,0.4665,0.4128
236,05/01/20 10:30:01 AM,0.4658,0.4128
237,05/01/20 11:00:01 AM,0.4658,0.4128
238,05/01/20 11:30:01 AM,0.4658,0.4128
239,05/01/20 12:00:01 PM,0.4672,0.4128
240,05/01/20 12:30:01 PM,0.4658,0.4135
241,05/01/20 01:00:01 PM,0.4665,0.4135
242,05/01/20 01:30:01 PM,0.4658,0.4128
243,05/01/20 02:00:01 PM,0.4658,0.4128
244,05/01/20 02:30:01 PM,0.4658,0.4128
245,05/01/20 03:00:01 PM,0.4658,0.4128
246,05/01/20 03:30:01 PM,0.4658,0.4128
247,05/01/20 04:00:01 PM,0.4665,0.4128
248,05/01/20 04:30:01 PM,0.4665,0.4128
249,05/01/20 05:00:01 PM,0.4658,0.4128
250,05/01/20 05:30:01 PM,0.4658,0.4128
251,05/01/20 06:00:01 PM,0.4658,0.4128
252,05/01/20 06:30:01 PM,0.4658,0.4128
253,05/01/20 07:00:01 PM,0.4665,0.4128
254,05/01/20 07:30:01 PM,0.4665,0.4128
255,05/01/20 08:00:01 PM,0.4658,0.4128
256,05/01/20 08:30:01 PM,0.4658,0.4128
257,05/01/20 09:00:01 PM,0.4658,0.4128
258,05/01/20 09:30:01 PM,0.4658,0.4128
259,05/01/20 10:00:01 PM,0.4658,0.4128
260,05/01/20 10:30:01 PM,0.4665,0.4128
261,05/01/20 11:00:01 PM,0.4658,0.4121
262,05/01/20 11:30:01 PM,0.4651,0.4121
263,05/02/20 12:00:01 AM,0.4658,0.4128
264,05/02/20 12:30:01 AM,0.4658,0.4128
265,05/02/20 01:00:01 AM,0.4665,0.4128
266,05/02/20 01:30:01 AM,0.4665,0.4128
267,05/02/20 02:00:01 AM,0.4658,0.4128
268,05/02/20 02:30:01 AM,0.4665,0.4121
269,05/02/20 03:00:01 AM,0.4658,0.4121
270,05/02/20 03:30:01 AM,0.4658,0.4128
271,05/02/20 04:00:01 AM,0.4658,0.4128
272,05/02/20 04:30:01 AM,0.4658,0.4121
273,05/02/20 05:00:01 AM,0.4658,0.4121
274,05/02/20 05:30:01 AM,0.4658,0.4121
275,05/02/20 06:00:01 AM,0.4658,0.4121
276,05/02/20 06:30:01 AM,0.4658,0.4128
277,05/02/20 07:00:01 AM,0.4658,0.4128
278,05/02/20 07:30:01 AM,0.4658,0.4128
279,05/02/20 08:00:01 AM,0.4658,0.4128
280,05/02/20 08:30:01 AM,0.4665,0.4128
281,05/02/20 09:00:01 AM,0.4658,0.4128
282,05/02/20 09:30:01 AM,0.4665,0.4128
283,05/02/20 10:00:01 AM,0.4658,0.4135
284,05/02/20 10:30:01 AM,0.4658,0.4128
285,05/02/20 11:00:01 AM,0.4658,0.4128
286,05/02/20 11:30:01 AM,0.4658,0.4128
287,05/02/20 12:00:01 PM,0.4658,0.4128
288,05/02/20 12:30:01 PM,0.4672,0.4128
289,05/02/20 01:00:01 PM,0.4658,0.4128
290,05/02/20 01:30:01 PM,0.4658,0.4128
291,05/02/20 02:00:01 PM,0.4665,0.4135
292,05/02/20 02:30:01 PM,0.4658,0.4128
293,05/02/20 03:00:01 PM,0.4665,0.4128
294,05/02/20 03:30:01 PM,0.4658,0.4128
295,05/02/20 04:00:01 PM,0.4665,0.4121
296,05/02/20 04:30:01 PM,0.4658,0.4121
297,05/02/20 05:00:01 PM,0.4665,0.4121
298,05/02/20 05:30:01 PM,0.4651,0.4128
299,05/02/20 06:00:01 PM,0.4658,0.4128
300,05/02/20 06:30:01 PM,0.4658,0.4128
301,05/02/20 07:00:01 PM,0.4665,0.4128
302,05/02/20 07:30:01 PM,0.4658,0.4128
303,05/02/20 08:00:01 PM,0.4665,0.4128
304,05/02/20 08:30:01 PM,0.4665,0.4128
305,05/02/20 09:00:01 PM,0.4651,0.4128
306,05/02/20 09:30:01 PM,0.4658,0.4135
307,05/02/20 10:00:01 PM,0.4658,0.4135
308,05/02/20 10:30:01 PM,0.4665,0.4128
309,05/02/20 11:00:01 PM,0.4658,0.4128
310,05/02/20 11:30:01 PM,0.4658,0.4135
311,05/03/20 12:00:01 AM,0.4665,0.4135
312,05/03/20 12:30:01 AM,0.4658,0.4135
313,05/03/20 01:00:01 AM,0.4665,0.4128
314,05/03/20 01:30:01 AM,0.4665,0.4128
315,05/03/20 02:00:01 AM,0.4665,0.4128
316,05/03/20 02:30:01 AM,0.4672,0.4128
317,05/03/20 03:00:01 AM,0.4665,0.4128
318,05/03/20 03:30:01 AM,0.4665,0.4128
319,05/03/20 04:00:01 AM,0.4665,0.4128
320,05/03/20 04:30:01 AM,0.4672,0.4128
321,05/03/20 05:00:01 AM,0.4665,0.4128
322,05/03/20 05:30:01 AM,0.4665,0.4128
323,05/03/20 06:00:01 AM,0.4665,0.4128
324,05/03/20 06:30:01 AM,0.4658,0.4128
325,05/03/20 07:00:01 AM,0.4658,0.4128
326,05/03/20 07:30:01 AM,0.4665,0.4135
327,05/03/20 08:00:01 AM,0.4658,0.4128
328,05/03/20 08:30:01 AM,0.4665,0.4128
329,05/03/20 09:00:01 AM,0.4665,0.4128
330,05/03/20 09:30:01 AM,0.4658,0.4128
331,05/03/20 10:00:01 AM,0.4658,0.4128
332,05/03/20 10:30:01 AM,0.4665,0.4128
333,05/03/20 11:00:01 AM,0.4665,0.4128
334,05/03/20 11:30:01 AM,0.4665,0.4135
335,05/03/20 12:00:01 PM,0.4665,0.4135
336,05/03/20 12:30:01 PM,0.4658,0.4135
337,05/03/20 01:00:01 PM,0.4665,0.4135
338,05/03/20 01:30:01 PM,0.4665,0.4128
339,05/03/20 02:00:01 PM,0.4665,0.4128
340,05/03/20 02:30:01 PM,0.4672,0.4135
341,05/03/20 03:00:01 PM,0.4672,0.4135
342,05/03/20 03:30:01 PM,0.4672,0.4135
343,05/03/20 04:00:01 PM,0.4658,0.4135
344,05/03/20 04:30:01 PM,0.4658,0.4128
345,05/03/20 05:00:01 PM,0.4658,0.4135
346,05/03/20 05:30:01 PM,0.4658,0.4135
347,05/03/20 06:00:01 PM,0.4672,0.4128
348,05/03/20 06:30:01 PM,0.4658,0.4135
349,05/03/20 07:00:01 PM,0.4658,0.4128
350,05/03/20 07:30:01 PM,0.4658,0.4128
351,05/03/20 08:00:01 PM,0.4665,0.4135
352,05/03/20 08:30:01 PM,0.4665,0.4128
353,05/03/20 09:00:01 PM,0.4658,0.4135
354,05/03/20 09:30:01 PM,0.4658,0.4128
355,05/03/20 10:00:01 PM,0.4665,0.4128
356,05/03/20 10:30:01 PM,0.4658,0.4128
357,05/03/20 11:00:01 PM,0.4658,0.4128
358,05/03/20 11:30:01 PM,0.4665,0.4128
359,05/04/20 12:00:01 AM,0.4658,0.4128
360,05/04/20 12:30:01 AM,0.4665,0.4128
361,05/04/20 01:00:01 AM,0.4672,0.4128
362,05/04/20 01:30:01 AM,0.4658,0.4128
363,05/04/20 02:00:01 AM,0.4658,0.4128
364,05/04/20 02:30:01 AM,0.4658,0.4128
365,05/04/20 03:00:01 AM,0.4658,0.4128
366,05/04/20 03:30:01 AM,0.4672,0.4128
367,05/04/20 04:00:01 AM,0.4665,0.4128
368,05/04/20 04:30:01 AM,0.4658,0.4128
369,05/04/20 05:00:01 AM,0.4658,0.4128
370,05/04/20 05:30:01 AM,0.4658,0.4128
371,05/04/20 06:00:01 AM,0.4658,0.4128
372,05/04/20 06:30:01 AM,0.4658,0.4128
373,05/04/20 07:00:01 AM,0.4658,0.4128
374,05/04/20 07:30:01 AM,0.4658,0.4128
375,05/04/20 08:00:01 AM,0.4658,0.4128
376,05/04/20 08:30:01 AM,0.4665,0.4128
377,05/04/20 09:00:01 AM,0.4651,0.4135
378,05/04/20 09:30:01 AM,0.4658,0.4135
379,05/04/20 10:00:01 AM,0.4665,0.4135
380,05/04/20 10:30:01 AM,0.4665,0.4135
381,05/04/20 11:00:01 AM,0.4665,0.4135
382,05/04/20 11:30:01 AM,0.4665,0.4135
383,05/04/20 12:00:01 PM,0.4658,0.4135
384,05/04/20 12:30:01 PM,0.4658,0.4135
385,05/04/20 01:00:01 PM,0.4658,0.4135
386,05/04/20 01:30:01 PM,0.4658,0.4135
387,05/04/20 02:00:01 PM,0.4665,0.4141
388,05/04/20 02:30:01 PM,0.4658,0.4135
389,05/04/20 03:00:01 PM,0.4665,0.4135
390,05/04/20 03:30:01 PM,0.4672,0.4135
391,05/04/20 04:00:01 PM,0.4665,0.4135
392,05/04/20 04:30:01 PM,0.4665,0.4135
393,05/04/20 05:00:01 PM,0.4658,0.4135
394,05/04/20 05:30:01 PM,0.4665,0.4135
395,05/04/20 06:00:01 PM,0.4658,0.4135
396,05/04/20 06:30:01 PM,0.4658,0.4135
397,05/04/20 07:00:01 PM,0.4658,0.4135
398,05/04/20 07:30:01 PM,0.4665,0.4128
399,05/04/20 08:00:01 PM,0.4665,0.4128
400,05/04/20 08:30:01 PM,0.4658,0.4128
401,05/04/20 09:00:01 PM,0.4665,0.4135
402,05/04/20 09:30:01 PM,0.4658,0.4128
403,05/04/20 10:00:01 PM,0.4665,0.4128
404,05/04/20 10:30:01 PM,0.4665,0.4128
405,05/04/20 11:00:01 PM,0.4665,0.4128
406,05/04/20 11:30:01 PM,0.4658,0.4128
407,05/05/20 12:00:01 AM,0.4658,0.4128
408,05/05/20 12:30:01 AM,0.4665,0.4128
409,05/05/20 01:00:01 AM,0.4658,0.4128
410,05/05/20 01:30:01 AM,0.4658,0.4128
411,05/05/20 02:00:01 AM,0.4658,0.4121
412,05/05/20 02:30:01 AM,0.4658,0.4128
413,05/05/20 03:00:01 AM,0.4665,0.4128
414,05/05/20 03:30:01 AM,0.4658,0.4128
415,05/05/20 04:00:01 AM,0.4672,0.4128
416,05/05/20 04:30:01 AM,0.4658,0.4128
417,05/05/20 05:00:01 AM,0.4665,0.4128
418,05/05/20 05:30:01 AM,0.4658,0.4128
419,05/05/20 06:00:01 AM,0.4658,0.4128
420,05/05/20 06:30:01 AM,0.4658,0.4128
421,05/05/20 07:00:01 AM,0.4658,0.4128
422,05/05/20 07:30:01 AM,0.4658,0.4128
423,05/05/20 08:00:01 AM,0.4658,0.4128
424,05/05/20 08:30:01 AM,0.4658,0.4128
425,05/05/20 09:00:01 AM,0.4665,0.4128
426,05/05/20 09:30:01 AM,0.4665,0.4135
427,05/05/20 10:00:01 AM,0.4672,0.4135
428,05/05/20 10:30:01 AM,0.4665,0.4135
429,05/05/20 11:00:01 AM,0.4658,0.4135
430,05/05/20 11:30:01 AM,0.4665,0.4135
431,05/05/20 12:00:01 PM,0.4665,0.4135
432,05/05/20 12:30:01 PM,0.4658,0.4128
433,05/05/20 01:00:01 PM,0.4658,0.4135
434,05/05/20 01:30:01 PM,0.4658,0.4135
435,05/05/20 02:00:01 PM,0.4658,0.4135
436,05/05/20 02:30:01 PM,0.4658,0.4135
437,05/05/20 03:00:01 PM,0.4665,0.4135
438,05/05/20 03:30:01 PM,0.4658,0.4135
439,05/05/20 04:00:01 PM,0.4665,0.4135
440,05/05/20 04:30:01 PM,0.4658,0.4135
441,05/05/20 05:00:01 PM,0.4658,0.4135
442,05/05/20 05:30:01 PM,0.4658,0.4135
443,05/05/20 06:00:01 PM,0.4658,0.4135
444,05/05/20 06:30:01 PM,0.4658,0.4135
445,05/05/20 07:00:01 PM,0.4658,0.4135
446,05/05/20 07:30:01 PM,0.4672,0.4135
447,05/05/20 08:00:01 PM,0.4658,0.4135
448,05/05/20 08:30:01 PM,0.4658,0.4135
449,05/05/20 09:00:01 PM,0.4658,0.4135
450,05/05/20 09:30:01 PM,0.4658,0.4135
451,05/05/20 10:00:01 PM,0.4658,0.4135
452,05/05/20 10:30:01 PM,0.4658,0.4135
453,05/05/20 11:00:01 PM,0.4658,0.4128
454,05/05/20 11:30:01 PM,0.4672,0.4128
455,05/06/20 12:00:01 AM,0.4658,0.4135
456,05/06/20 12:30:01 AM,0.4658,0.4135
457,05/06/20 01:00:01 AM,0.4658,0.4135
458,05/06/20 01:30:01 AM,0.4658,0.4135
459,05/06/20 02:00:01 AM,0.4658,0.4135
460,05/06/20 02:30:01 AM,0.4672,0.4135
461,05/06/20 03:00:01 AM,0.4665,0.4135
462,05/06/20 03:30:01 AM,0.4658,0.4128
463,05/06/20 04:00:01 AM,0.4658,0.4128
464,05/06/20 04:30:01 AM,0.4658,0.4128
465,05/06/20 05:00:01 AM,0.4665,0.4128
466,05/06/20 05:30:01 AM,0.4665,0.4135
467,05/06/20 06:00:01 AM,0.4658,0.4128
468,05/06/20 06:30:01 AM,0.4665,0.4135
469,05/06/20 07:00:01 AM,0.4658,0.4128
470,05/06/20 07:30:01 AM,0.4658,0.4128
471,05/06/20 08:00:01 AM,0.4658,0.4135
472,05/06/20 08:30:01 AM,0.4658,0.4135
473,05/06/20 09:00:01 AM,0.4665,0.4135
474,05/06/20 09:30:01 AM,0.4672,0.4135
475,05/06/20 10:00:01 AM,0.4665,0.4135
476,05/06/20 10:30:01 AM,0.4651,0.4135
477,05/06/20 11:00:01 AM,0.4658,0.4135
478,05/06/20 11:30:01 AM,0.4665,0.4135
479,05/06/20 12:00:01 PM,0.4665,0.4135
480,05/06/20 12:30:01 PM,0.4658,0.4135
481,05/06/20 01:00:01 PM,0.4665,0.4135
482,05/06/20 01:30:01 PM,0.4658,0.4141
483,05/06/20 02:00:01 PM,0.4665,0.4135
484,05/06/20 02:30:01 PM,0.4658,0.4135
485,05/06/20 03:00:01 PM,0.4665,0.4135
486,05/06/20 03:30:01 PM,0.4658,0.4135
487,05/06/20 04:00:01 PM,0.4658,0.4135
488,05/06/20 04:30:01 PM,0.4658,0.4135
489,05/06/20 05:00:01 PM,0.4658,0.4135
490,05/06/20 05:30:01 PM,0.4658,0.4141
491,05/06/20 06:00:01 PM,0.4665,0.4141
492,05/06/20 06:30:01 PM,0.4665,0.4135
493,05/06/20 07:00:01 PM,0.4658,0.4135
494,05/06/20 07:30:01 PM,0.4658,0.4135
495,05/06/20 08:00:01 PM,0.4665,0.4135
496,05/06/20 08:30:01 PM,0.4672,0.4135
497,05/06/20 09:00:01 PM,0.4665,0.4135
498,05/06/20 09:30:01 PM,0.4658,0.4135
499,05/06/20 10:00:01 PM,0.4658,0.4135
500,05/06/20 10:30:01 PM,0.4665,0.4135
501,05/06/20 11:00:01 PM,0.4658,0.4135
502,05/06/20 11:30:01 PM,0.4658,0.4135
503,05/07/20 12:00:01 AM,0.4665,0.4135
504,05/07/20 12:30:01 AM,0.4658,0.4135
505,05/07/20 01:00:01 AM,0.4658,0.4135
506,05/07/20 01:30:01 AM,0.4672,0.4135
507,05/07/20 02:00:01 AM,0.4658,0.4135
508,05/07/20 02:30:01 AM,0.4665,0.4135
