"Plot Title: ChildsT3"
"#","Date Time, GMT-07:00","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20456140, LBL: childs trans 3 - 30 cm)","Water Content, m³/m³ (LGR S/N: 20418941, SEN S/N: 20456142, LBL: childs trans 3 - 60 cm)"
91,09/07/19 09:30:01 AM,0.3252,0.3859
92,09/07/19 10:00:01 AM,0.3252,0.2890
93,09/07/19 10:30:01 AM,0.3252,0.3128
94,09/07/19 11:00:01 AM,0.3249,0.3877
95,09/07/19 11:30:01 AM,0.3252,0.3872
96,09/07/19 12:00:01 PM,0.3249,0.3865
97,09/07/19 12:30:01 PM,0.3252,0.3500
98,09/07/19 01:00:01 PM,0.3244,0.3496
99,09/07/19 01:30:01 PM,0.3244,0.3481
100,09/07/19 02:00:01 PM,0.3244,0.3476
101,09/07/19 02:30:01 PM,0.3249,0.3859
102,09/07/19 03:00:01 PM,0.3249,0.3500
103,09/07/19 03:30:01 PM,0.3249,0.3496
104,09/07/19 04:00:01 PM,0.3244,0.3859
105,09/07/19 04:30:01 PM,0.3244,0.3500
106,09/07/19 05:00:01 PM,0.3249,0.3854
107,09/07/19 05:30:01 PM,0.3244,0.3521
108,09/07/19 06:00:01 PM,0.3249,0.3865
109,09/07/19 06:30:01 PM,0.3249,0.3872
110,09/07/19 07:00:01 PM,0.3249,0.3872
111,09/07/19 07:30:01 PM,0.3249,0.3859
112,09/07/19 08:00:01 PM,0.3249,0.3102
113,09/07/19 08:30:01 PM,0.3249,0.3133
114,09/07/19 09:00:01 PM,0.3244,0.3136
115,09/07/19 09:30:01 PM,0.3244,0.3156
116,09/07/19 10:00:01 PM,0.3244,0.3168
117,09/07/19 10:30:01 PM,0.3249,0.3178
118,09/07/19 11:00:01 PM,0.3244,0.3859
119,09/07/19 11:30:01 PM,0.3249,0.3207
120,09/08/19 12:00:01 AM,0.3244,0.3865
121,09/08/19 12:30:01 AM,0.3244,0.3859
122,09/08/19 01:00:01 AM,0.3244,0.3865
123,09/08/19 01:30:01 AM,0.3240,0.3865
124,09/08/19 02:00:01 AM,0.3244,0.3854
125,09/08/19 02:30:01 AM,0.3244,0.3865
126,09/08/19 03:00:01 AM,0.3249,0.3865
127,09/08/19 03:30:01 AM,0.3244,0.3859
128,09/08/19 04:00:01 AM,0.3244,0.3865
129,09/08/19 04:30:01 AM,0.3244,0.3865
130,09/08/19 05:00:01 AM,0.3244,0.3854
131,09/08/19 05:30:01 AM,0.3249,0.3859
132,09/08/19 06:00:01 AM,0.3240,0.3865
133,09/08/19 06:30:01 AM,0.3240,0.3859
134,09/08/19 07:00:01 AM,0.3244,0.3865
135,09/08/19 07:30:01 AM,0.3240,0.3865
136,09/08/19 08:00:01 AM,0.3244,0.3865
137,09/08/19 08:30:01 AM,0.3240,0.3854
138,09/08/19 09:00:01 AM,0.3244,0.3859
139,09/08/19 09:30:01 AM,0.3249,0.3865
140,09/08/19 10:00:01 AM,0.3244,0.3859
141,09/08/19 10:30:01 AM,0.3249,0.3859
142,09/08/19 11:00:01 AM,0.3244,0.3859
143,09/08/19 11:30:01 AM,0.3249,0.3872
144,09/08/19 12:00:01 PM,0.3244,0.3859
145,09/08/19 12:30:01 PM,0.3244,0.2984
146,09/08/19 01:00:01 PM,0.3240,0.2984
147,09/08/19 01:30:01 PM,0.3244,0.3854
148,09/08/19 02:00:01 PM,0.3240,0.3015
149,09/08/19 02:30:01 PM,0.3244,0.3029
150,09/08/19 03:00:01 PM,0.3244,0.3859
151,09/08/19 03:30:01 PM,0.3244,0.3048
152,09/08/19 04:00:01 PM,0.3244,0.3859
153,09/08/19 04:30:01 PM,0.3244,0.3102
154,09/08/19 05:00:01 PM,0.3244,0.3872
155,09/08/19 05:30:01 PM,0.3244,0.3865
156,09/08/19 06:00:01 PM,0.3244,0.3865
157,09/08/19 06:30:01 PM,0.3244,0.3865
158,09/08/19 07:00:01 PM,0.3244,0.3865
159,09/08/19 07:30:01 PM,0.3240,0.3865
160,09/08/19 08:00:01 PM,0.3244,0.3865
161,09/08/19 08:30:01 PM,0.3240,0.3859
162,09/08/19 09:00:01 PM,0.3240,0.3859
163,09/08/19 09:30:01 PM,0.3244,0.3854
164,09/08/19 10:00:01 PM,0.3235,0.3211
165,09/08/19 10:30:01 PM,0.3235,0.3859
166,09/08/19 11:00:01 PM,0.3244,0.2890
167,09/08/19 11:30:01 PM,0.3240,0.3282
168,09/09/19 12:00:01 AM,0.3240,0.3277
169,09/09/19 12:30:01 AM,0.3240,0.3854
170,09/09/19 01:00:01 AM,0.3235,0.3859
171,09/09/19 01:30:01 AM,0.3240,0.3859
172,09/09/19 02:00:01 AM,0.3240,0.3854
173,09/09/19 02:30:01 AM,0.3235,0.3854
174,09/09/19 03:00:01 AM,0.3244,0.3859
175,09/09/19 03:30:01 AM,0.3240,0.3854
176,09/09/19 04:00:01 AM,0.3244,0.3847
177,09/09/19 04:30:01 AM,0.3235,0.3854
178,09/09/19 05:00:01 AM,0.3235,0.3859
179,09/09/19 05:30:01 AM,0.3240,0.3854
180,09/09/19 06:00:01 AM,0.3240,0.3859
181,09/09/19 06:30:01 AM,0.3235,0.3854
182,09/09/19 07:00:01 AM,0.3235,0.3854
183,09/09/19 07:30:01 AM,0.3235,0.3859
184,09/09/19 08:00:01 AM,0.3235,0.3854
185,09/09/19 08:30:01 AM,0.3240,0.3854
186,09/09/19 09:00:01 AM,0.3235,0.1820
187,09/09/19 09:30:01 AM,0.3240,0.3854
188,09/09/19 10:00:01 AM,0.3240,0.1495
189,09/09/19 10:30:01 AM,0.3235,0.3847
190,09/09/19 11:00:01 AM,0.3240,0.1053
191,09/09/19 11:30:01 AM,0.3240,-0.0855
192,09/09/19 12:00:01 PM,0.3240,-0.0864
193,09/09/19 12:30:01 PM,0.3240,0.3854
194,09/09/19 01:00:01 PM,0.3240,0.3859
195,09/09/19 01:30:01 PM,0.3240,0.3854
196,09/09/19 02:00:01 PM,0.3240,0.3847
197,09/09/19 02:30:01 PM,0.3240,0.3847
198,09/09/19 03:00:01 PM,0.3240,0.3854
199,09/09/19 03:30:01 PM,0.3240,0.3854
200,09/09/19 04:00:01 PM,0.3240,0.3854
201,09/09/19 04:30:01 PM,0.3240,0.3854
202,09/09/19 05:00:01 PM,0.3240,0.3854
203,09/09/19 05:30:01 PM,0.3240,-0.1030
204,09/09/19 06:00:01 PM,0.3240,-0.1198
205,09/09/19 06:30:01 PM,0.3240,-0.1337
206,09/09/19 07:00:01 PM,0.3235,-0.1198
207,09/09/19 07:30:01 PM,0.3240,0.3847
208,09/09/19 08:00:01 PM,0.3235,-0.0950
209,09/09/19 08:30:01 PM,0.3235,0.3847
210,09/09/19 09:00:01 PM,0.3240,-0.0976
211,09/09/19 09:30:01 PM,0.3240,0.3847
212,09/09/19 10:00:01 PM,0.3235,0.3854
213,09/09/19 10:30:01 PM,0.3240,0.3854
214,09/09/19 11:00:01 PM,0.3235,0.3854
215,09/09/19 11:30:01 PM,0.3231,0.3847
216,09/10/19 12:00:01 AM,0.3235,0.3854
217,09/10/19 12:30:01 AM,0.3231,0.3854
218,09/10/19 01:00:01 AM,0.3235,0.3854
219,09/10/19 01:30:01 AM,0.3235,0.3854
220,09/10/19 02:00:01 AM,0.3235,0.3854
221,09/10/19 02:30:01 AM,0.3235,0.3847
222,09/10/19 03:00:01 AM,0.3235,0.3847
223,09/10/19 03:30:01 AM,0.3231,0.3847
224,09/10/19 04:00:01 AM,0.3235,0.3854
225,09/10/19 04:30:01 AM,0.3240,0.3854
226,09/10/19 05:00:01 AM,0.3231,0.3854
227,09/10/19 05:30:01 AM,0.3235,0.3847
228,09/10/19 06:00:01 AM,0.3231,0.3854
229,09/10/19 06:30:01 AM,0.3235,0.3847
230,09/10/19 07:00:01 AM,0.3235,0.3854
231,09/10/19 07:30:01 AM,0.3235,0.3854
232,09/10/19 08:00:01 AM,0.3240,0.3847
233,09/10/19 08:30:01 AM,0.3231,0.3854
234,09/10/19 09:00:01 AM,0.3235,0.3854
235,09/10/19 09:30:01 AM,0.3235,0.3854
236,09/10/19 10:00:01 AM,0.3231,0.3847
237,09/10/19 10:30:01 AM,0.3235,0.3847
238,09/10/19 11:00:01 AM,0.3235,0.0446
239,09/10/19 11:30:01 AM,0.3240,0.3847
240,09/10/19 12:00:01 PM,0.3231,0.0214
241,09/10/19 12:30:01 PM,0.3231,0.0127
242,09/10/19 01:00:01 PM,0.3231,0.0274
243,09/10/19 01:30:01 PM,0.3231,0.0238
244,09/10/19 02:00:01 PM,0.3235,0.0176
245,09/10/19 02:30:01 PM,0.3235,0.3847
246,09/10/19 03:00:01 PM,0.3231,0.0517
247,09/10/19 03:30:01 PM,0.3235,0.3840
248,09/10/19 04:00:01 PM,0.3231,0.0678
249,09/10/19 04:30:01 PM,0.3231,0.3840
250,09/10/19 05:00:01 PM,0.3235,0.0875
251,09/10/19 05:30:01 PM,0.3235,0.3840
252,09/10/19 06:00:01 PM,0.3231,0.0810
253,09/10/19 06:30:01 PM,0.3235,0.3840
254,09/10/19 07:00:01 PM,0.3231,0.0646
255,09/10/19 07:30:01 PM,0.3231,0.3840
256,09/10/19 08:00:01 PM,0.3231,0.3854
257,09/10/19 08:30:01 PM,0.3228,0.3840
258,09/10/19 09:00:01 PM,0.3231,0.3854
259,09/10/19 09:30:01 PM,0.3231,0.3854
260,09/10/19 10:00:01 PM,0.3228,0.3847
261,09/10/19 10:30:01 PM,0.3228,0.3854
262,09/10/19 11:00:01 PM,0.3231,0.3854
263,09/10/19 11:30:01 PM,0.3235,0.3854
264,09/11/19 12:00:01 AM,0.3231,0.3847
265,09/11/19 12:30:01 AM,0.3231,0.3847
266,09/11/19 01:00:01 AM,0.3231,0.3847
267,09/11/19 01:30:01 AM,0.3228,0.3847
268,09/11/19 02:00:01 AM,0.3228,0.3854
269,09/11/19 02:30:01 AM,0.3228,0.3847
270,09/11/19 03:00:01 AM,0.3235,0.3847
271,09/11/19 03:30:01 AM,0.3228,0.3840
272,09/11/19 04:00:01 AM,0.3231,0.3840
273,09/11/19 04:30:01 AM,0.3231,0.3840
274,09/11/19 05:00:01 AM,0.3231,0.3840
275,09/11/19 05:30:01 AM,0.3231,0.3840
276,09/11/19 06:00:01 AM,0.3231,0.3840
277,09/11/19 06:30:01 AM,0.3231,0.3840
278,09/11/19 07:00:01 AM,0.3231,0.3840
279,09/11/19 07:30:01 AM,0.3231,0.3840
280,09/11/19 08:00:01 AM,0.3231,0.3840
281,09/11/19 08:30:01 AM,0.3231,0.3854
282,09/11/19 09:00:01 AM,0.3228,0.3854
283,09/11/19 09:30:01 AM,0.3228,0.3847
284,09/11/19 10:00:01 AM,0.3231,0.3547
285,09/11/19 10:30:01 AM,0.3231,0.2746
286,09/11/19 11:00:01 AM,0.3231,0.2726
287,09/11/19 11:30:01 AM,0.3231,0.2399
288,09/11/19 12:00:01 PM,0.3231,0.2282
289,09/11/19 12:30:01 PM,0.3235,0.2479
290,09/11/19 01:00:01 PM,0.3228,0.2607
291,09/11/19 01:30:01 PM,0.3235,0.2657
292,09/11/19 02:00:01 PM,0.3231,0.2347
293,09/11/19 02:30:01 PM,0.3231,0.2701
294,09/11/19 03:00:01 PM,0.3231,0.2592
295,09/11/19 03:30:01 PM,0.3231,0.2550
296,09/11/19 04:00:01 PM,0.3231,0.3847
297,09/11/19 04:30:01 PM,0.3231,0.3847
298,09/11/19 05:00:01 PM,0.3235,0.3847
299,09/11/19 05:30:01 PM,0.3231,0.3840
300,09/11/19 06:00:01 PM,0.3235,0.3847
301,09/11/19 06:30:01 PM,0.3235,0.2783
302,09/11/19 07:00:01 PM,0.3228,0.2793
303,09/11/19 07:30:01 PM,0.3228,0.2756
304,09/11/19 08:00:01 PM,0.3235,0.2753
305,09/11/19 08:30:01 PM,0.3228,0.2783
306,09/11/19 09:00:01 PM,0.3228,0.3840
307,09/11/19 09:30:01 PM,0.3228,0.2800
308,09/11/19 10:00:01 PM,0.3231,0.3847
309,09/11/19 10:30:01 PM,0.3228,0.3847
310,09/11/19 11:00:01 PM,0.3231,0.3854
311,09/11/19 11:30:01 PM,0.3231,0.3840
312,09/12/19 12:00:01 AM,0.3228,0.3847
313,09/12/19 12:30:01 AM,0.3228,0.3854
314,09/12/19 01:00:01 AM,0.3228,0.3840
315,09/12/19 01:30:01 AM,0.3231,0.3847
316,09/12/19 02:00:01 AM,0.3231,0.3854
317,09/12/19 02:30:01 AM,0.3231,0.3854
318,09/12/19 03:00:01 AM,0.3228,0.3854
319,09/12/19 03:30:01 AM,0.3228,0.3847
320,09/12/19 04:00:01 AM,0.3228,0.3847
321,09/12/19 04:30:01 AM,0.3231,0.3811
322,09/12/19 05:00:01 AM,0.3223,0.3834
323,09/12/19 05:30:01 AM,0.3228,0.2938
324,09/12/19 06:00:01 AM,0.3231,0.3834
325,09/12/19 06:30:01 AM,0.3228,0.2935
326,09/12/19 07:00:01 AM,0.3228,0.3840
327,09/12/19 07:30:01 AM,0.3228,0.3834
328,09/12/19 08:00:01 AM,0.3228,0.3834
329,09/12/19 08:30:01 AM,0.3228,0.3847
330,09/12/19 09:00:01 AM,0.3231,0.3854
331,09/12/19 09:30:01 AM,0.3228,0.3854
332,09/12/19 10:00:01 AM,0.3228,0.3847
333,09/12/19 10:30:01 AM,0.3228,0.3840
334,09/12/19 11:00:01 AM,0.3228,0.2932
335,09/12/19 11:30:01 AM,0.3231,0.2935
336,09/12/19 12:00:01 PM,0.3231,0.2914
337,09/12/19 12:30:01 PM,0.3228,0.3847
338,09/12/19 01:00:01 PM,0.3231,0.3295
339,09/12/19 01:30:01 PM,0.3228,0.3847
340,09/12/19 02:00:01 PM,0.3228,0.2898
341,09/12/19 02:30:01 PM,0.3228,0.2840
342,09/12/19 03:00:01 PM,0.3223,0.3847
343,09/12/19 03:30:01 PM,0.3228,0.3854
344,09/12/19 04:00:01 PM,0.3223,0.3854
345,09/12/19 04:30:01 PM,0.3223,0.3854
346,09/12/19 05:00:01 PM,0.3223,0.3847
347,09/12/19 05:30:01 PM,0.3223,0.3840
348,09/12/19 06:00:01 PM,0.3228,0.3834
349,09/12/19 06:30:01 PM,0.3228,0.2632
350,09/12/19 07:00:01 PM,0.3228,0.2560
351,09/12/19 07:30:01 PM,0.3228,0.2592
352,09/12/19 08:00:01 PM,0.3223,0.2374
353,09/12/19 08:30:01 PM,0.3228,0.2262
354,09/12/19 09:00:01 PM,0.3223,0.3840
355,09/12/19 09:30:01 PM,0.3223,0.3854
356,09/12/19 10:00:01 PM,0.3228,0.3847
357,09/12/19 10:30:01 PM,0.3228,0.3847
358,09/12/19 11:00:01 PM,0.3228,0.3840
359,09/12/19 11:30:01 PM,0.3228,0.3854
360,09/13/19 12:00:01 AM,0.3223,0.3847
361,09/13/19 12:30:01 AM,0.3223,0.3840
362,09/13/19 01:00:01 AM,0.3223,0.3847
363,09/13/19 01:30:01 AM,0.3228,0.3847
364,09/13/19 02:00:01 AM,0.3228,0.3840
365,09/13/19 02:30:01 AM,0.3228,0.1370
366,09/13/19 03:00:01 AM,0.3223,0.3840
367,09/13/19 03:30:01 AM,0.3223,0.3834
368,09/13/19 04:00:01 AM,0.3223,0.3834
369,09/13/19 04:30:01 AM,0.3228,0.3840
370,09/13/19 05:00:01 AM,0.3223,0.3834
371,09/13/19 05:30:01 AM,0.3228,0.3834
372,09/13/19 06:00:01 AM,0.3223,0.3847
373,09/13/19 06:30:01 AM,0.3223,0.3840
374,09/13/19 07:00:01 AM,0.3223,0.1923
375,09/13/19 07:30:01 AM,0.3223,0.3847
376,09/13/19 08:00:01 AM,0.3228,0.3847
377,09/13/19 08:30:01 AM,0.3223,0.3847
378,09/13/19 09:00:01 AM,0.3223,0.3847
379,09/13/19 09:30:01 AM,0.3228,0.3854
380,09/13/19 10:00:01 AM,0.3223,0.3840
381,09/13/19 10:30:01 AM,0.3228,0.3854
382,09/13/19 11:00:01 AM,0.3228,0.3854
383,09/13/19 11:30:01 AM,0.3219,0.3854
384,09/13/19 12:00:01 PM,0.3223,0.3854
385,09/13/19 12:30:01 PM,0.3223,0.3854
386,09/13/19 01:00:01 PM,0.3228,0.2306
387,09/13/19 01:30:01 PM,0.3223,0.3854
388,09/13/19 02:00:01 PM,0.3223,0.3847
389,09/13/19 02:30:01 PM,0.3228,0.3854
390,09/13/19 03:00:01 PM,0.3228,0.3840
391,09/13/19 03:30:01 PM,0.3219,0.3840
392,09/13/19 04:00:01 PM,0.3228,0.3834
393,09/13/19 04:30:01 PM,0.3219,0.3834
394,09/13/19 05:00:01 PM,0.3219,0.3840
395,09/13/19 05:30:01 PM,0.3219,0.1994
396,09/13/19 06:00:01 PM,0.3219,0.2139
397,09/13/19 06:30:01 PM,0.3223,0.1551
398,09/13/19 07:00:01 PM,0.3223,0.2216
399,09/13/19 07:30:01 PM,0.3223,0.2126
400,09/13/19 08:00:01 PM,0.3219,0.3376
401,09/13/19 08:30:01 PM,0.3223,0.3840
402,09/13/19 09:00:01 PM,0.3219,0.3847
403,09/13/19 09:30:01 PM,0.3219,0.3847
404,09/13/19 10:00:01 PM,0.3228,0.3834
405,09/13/19 10:30:01 PM,0.3223,0.3840
406,09/13/19 11:00:01 PM,0.3219,0.3847
407,09/13/19 11:30:01 PM,0.3228,0.3847
408,09/14/19 12:00:01 AM,0.3219,0.3847
409,09/14/19 12:30:01 AM,0.3219,0.3840
410,09/14/19 01:00:01 AM,0.3219,0.3834
411,09/14/19 01:30:01 AM,0.3219,0.2857
412,09/14/19 02:00:01 AM,0.3223,0.2898
413,09/14/19 02:30:01 AM,0.3223,0.3840
414,09/14/19 03:00:01 AM,0.3219,0.3840
415,09/14/19 03:30:01 AM,0.3219,0.3840
416,09/14/19 04:00:01 AM,0.3219,0.3840
417,09/14/19 04:30:01 AM,0.3223,0.3840
418,09/14/19 05:00:01 AM,0.3219,0.3840
419,09/14/19 05:30:01 AM,0.3219,0.3840
420,09/14/19 06:00:01 AM,0.3223,0.3829
421,09/14/19 06:30:01 AM,0.3219,0.3834
422,09/14/19 07:00:01 AM,0.3219,0.3834
423,09/14/19 07:30:01 AM,0.3219,0.3840
424,09/14/19 08:00:01 AM,0.3219,0.3840
425,09/14/19 08:30:01 AM,0.3219,0.2949
426,09/14/19 09:00:01 AM,0.3216,0.3840
427,09/14/19 09:30:01 AM,0.3219,0.3840
428,09/14/19 10:00:01 AM,0.3223,0.3847
429,09/14/19 10:30:01 AM,0.3223,0.2821
430,09/14/19 11:00:01 AM,0.3228,0.3834
431,09/14/19 11:30:01 AM,0.3223,-0.4060
432,09/14/19 12:00:01 PM,0.3219,-0.4737
433,09/14/19 12:30:01 PM,0.3219,-0.4737
434,09/14/19 01:00:01 PM,0.3223,-0.4737
435,09/14/19 01:30:01 PM,0.3223,-0.4737
436,09/14/19 02:00:01 PM,0.3219,-0.4737
437,09/14/19 02:30:01 PM,0.3223,-0.4737
438,09/14/19 03:00:01 PM,0.3219,-0.4737
439,09/14/19 03:30:01 PM,0.3223,0.1527
440,09/14/19 04:00:01 PM,0.3216,0.1566
441,09/14/19 04:30:01 PM,0.3223,0.1229
442,09/14/19 05:00:01 PM,0.3219,0.0810
443,09/14/19 05:30:01 PM,0.3223,0.1204
444,09/14/19 06:00:01 PM,0.3223,0.1047
445,09/14/19 06:30:01 PM,0.3223,0.0844
446,09/14/19 07:00:01 PM,0.3223,0.3834
447,09/14/19 07:30:01 PM,0.3219,0.3834
448,09/14/19 08:00:01 PM,0.3219,0.3847
449,09/14/19 08:30:01 PM,0.3223,0.3847
450,09/14/19 09:00:01 PM,0.3219,0.3840
451,09/14/19 09:30:01 PM,0.3219,0.3840
452,09/14/19 10:00:01 PM,0.3219,0.3840
453,09/14/19 10:30:01 PM,0.3216,0.3840
454,09/14/19 11:00:01 PM,0.3219,0.3829
455,09/14/19 11:30:01 PM,0.3219,0.3840
456,09/15/19 12:00:01 AM,0.3219,0.3840
457,09/15/19 12:30:01 AM,0.3219,0.3840
458,09/15/19 01:00:01 AM,0.3219,0.3840
459,09/15/19 01:30:01 AM,0.3219,0.3840
460,09/15/19 02:00:01 AM,0.3219,0.3840
461,09/15/19 02:30:01 AM,0.3219,0.3840
462,09/15/19 03:00:01 AM,0.3219,0.3834
463,09/15/19 03:30:01 AM,0.3223,0.3834
464,09/15/19 04:00:01 AM,0.3219,0.3840
465,09/15/19 04:30:01 AM,0.3219,0.3840
466,09/15/19 05:00:01 AM,0.3216,0.3840
467,09/15/19 05:30:01 AM,0.3223,0.3840
468,09/15/19 06:00:01 AM,0.3223,0.3834
469,09/15/19 06:30:01 AM,0.3219,0.3840
470,09/15/19 07:00:01 AM,0.3219,0.3834
471,09/15/19 07:30:01 AM,0.3219,0.3834
472,09/15/19 08:00:01 AM,0.3219,0.3829
473,09/15/19 08:30:01 AM,0.3219,0.3840
474,09/15/19 09:00:01 AM,0.3223,0.3834
475,09/15/19 09:30:01 AM,0.3219,0.3840
476,09/15/19 10:00:01 AM,0.3223,0.3840
477,09/15/19 10:30:01 AM,0.3219,0.3840
478,09/15/19 11:00:01 AM,0.3219,0.3804
479,09/15/19 11:30:01 AM,0.3223,-0.4737
480,09/15/19 12:00:01 PM,0.3223,0.3811
481,09/15/19 12:30:01 PM,0.3219,-0.4737
482,09/15/19 01:00:01 PM,0.3223,-0.4737
483,09/15/19 01:30:01 PM,0.3216,-0.4737
484,09/15/19 02:00:01 PM,0.3216,-0.4737
485,09/15/19 02:30:01 PM,0.3216,-0.4737
486,09/15/19 03:00:01 PM,0.3216,-0.4737
487,09/15/19 03:30:01 PM,0.3216,-0.4737
488,09/15/19 04:00:01 PM,0.3216,0.3780
489,09/15/19 04:30:01 PM,0.3219,-0.4737
490,09/15/19 05:00:01 PM,0.3219,0.3816
491,09/15/19 05:30:01 PM,0.3219,-0.4737
492,09/15/19 06:00:01 PM,0.3219,0.3787
493,09/15/19 06:30:01 PM,0.3219,0.3829
494,09/15/19 07:00:01 PM,0.3219,-0.4737
495,09/15/19 07:30:01 PM,0.3219,0.3840
496,09/15/19 08:00:01 PM,0.3216,0.3840
497,09/15/19 08:30:01 PM,0.3219,0.3840
498,09/15/19 09:00:01 PM,0.3223,0.3834
499,09/15/19 09:30:01 PM,0.3216,0.3804
500,09/15/19 10:00:01 PM,0.3216,0.3834
501,09/15/19 10:30:01 PM,0.3219,-0.4737
502,09/15/19 11:00:01 PM,0.3216,0.3811
503,09/15/19 11:30:01 PM,0.3219,0.3804
504,09/16/19 12:00:01 AM,0.3216,0.3811
505,09/16/19 12:30:01 AM,0.3216,0.3816
506,09/16/19 01:00:01 AM,0.3216,0.3840
